,eng_word,l1,l1_context,l2,l2_context
51,necessary,requis,required | requested | needed | needed | requisite | ,нужный,right | needed | correct | appropriate | proper | relevant | 
52,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,нужный,right | needed | correct | appropriate | proper | relevant | 
53,necessary,indispensable,particularly necessary|essential | indispensable | vital | crucial | critical | needed | needed | imperative | ,нужный,right | needed | correct | appropriate | proper | relevant | 
54,necessary,requis,required | requested | needed | needed | requisite | ,нужный,right | needed | correct | appropriate | proper | relevant | 
55,necessary,no_equality,,обязательный,mandatory | compulsory | obligatory | binding | essential | indispensable | optional | 
56,necessary,no_equality,,необходимый,
57,necessary,no_equality,,неотъемлемый,integral | inalienable | essential | inherent | indispensable | vital | 
58,necessary,nécessaire,absolutely necessary|reasonably necessary|really necessary|still necessary|required | needed | needed | appropriate | essential | ,должный,proper | due | adequate | appropriate | 
59,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
60,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
61,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,быть,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
62,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ходить,walk | walk | run | walk around | wear | 
63,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пройти,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
64,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
65,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,перейти,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
66,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,поехать,drive | go there | go back | go out | ride | 
67,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
68,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
69,go,passer,to go to the next section|to go to the next step|to go to the next screen|to go on the offensive|spend | pass | move | proceed | increase | switch | change | get | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
70,go,partir,to go on an excursion|to go on a trip|to go up in smoke|to go on tour|leave | start | depart | leave | part | start | travel | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
71,go,entrer,to go into detail|to go to war|to go underground|to go down in history|enter | come into | type | enter | get | come | fall | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
72,go,accéder,to go to admin tab|to go to the virtual disk|to go to the second page|to go to the page|access | enter | get | navigate | access | reach | browse | gain access | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
73,go,consulter,to go online|to go to the doctor|to go to the program web site|see | consult | refer to | view | visit | check | access | consult | review | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
74,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
75,go,rendez-vous,to go to the crafts village|browse | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
76,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,идти,to go home|to go further|to go straight|to go forward|come | walk | move | keep | run | walk | follow | 
77,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
78,go,passer,to go to the next section|to go to the next step|to go to the next screen|to go on the offensive|spend | pass | move | proceed | increase | switch | change | get | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
79,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
80,go,partir,to go on an excursion|to go on a trip|to go up in smoke|to go on tour|leave | start | depart | leave | part | start | travel | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
81,go,entrer,to go into detail|to go to war|to go underground|to go down in history|enter | come into | type | enter | get | come | fall | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
82,go,accéder,to go to admin tab|to go to the virtual disk|to go to the second page|to go to the page|access | enter | get | navigate | access | reach | browse | gain access | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
83,go,consulter,to go online|to go to the doctor|to go to the program web site|see | consult | refer to | view | visit | check | access | consult | review | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
84,go,continuer,to go on and on|to go straight|continue | continue | keep | remain | carry on | resume | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
85,go,rendez-vous,to go to the crafts village|browse | ,пойти,to go well|to go there|to go down|to go wrong|walk | go out | 
86,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,быть,to go decisively|to go tomorrow|to go in vain|have | be | include | feature | get | come | offer | become | 
87,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,ходить,walk | walk | run | walk around | wear | 
88,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,пройти,to go smoothly|to go here|to go too well|to go into her exam|pass | hold | took place | undergo | receive | host | walk | complete | 
89,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,отправиться,to go to summer camp|to go to pristine reefs|to go to this village|travel | set out | go out | head | embark | leave | depart | 
90,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,перейти,to go to the background image|to go into its pinwheel display|move | switch | cross | pass | proceed | navigate | shift | turn | 
91,go,se rendre,to go to the polls|to go to the library|to go to the airport|to go to the party|visit | travel | get | reach | travel | proceed | drive | ,ехать,to go there directly|drive | travel | travel | ride | drive | 
92,go,aller,to go further|to go hand in hand|to go too far|to go to the beach|move | get | range | come | move | run | ,поехать,drive | go there | go back | go out | ride | 
93,go away,s'amenuiser,dwindle | off-~-wear off | dwindle | away-~-go away | ,no_equality,
94,go away,no_equality,,уезжать,leave | go away | go away | 
95,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
96,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
97,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
98,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
99,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
100,go around,no_equality,,обойти,bypass | circumvent | evade | bypass | outflank | finesse | tour | walk around | 
101,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
102,go around,no_equality,,ездить по миру,
103,go around,no_equality,,часто путешествовать,
104,go around,no_equality,,хватать,lack | grab | catch | suffice | afford | miss | deprive | rip | 
105,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
106,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,пролетать,fly | 
107,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,пролетать,fly | 
108,go around,promener,walk | stroll | promenade | take a walk | walk along | ,пролетать,fly | 
109,go around,no_equality,,ходить вокруг,
110,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
111,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
112,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
113,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
114,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
115,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
116,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
117,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
118,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
119,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,пойти,go | walk | go | 
120,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
121,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
122,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
123,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,пойти,go | walk | go | 
124,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,пойти,go | walk | go | 
125,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
126,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
127,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
128,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
129,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
130,go out,no_equality,,выезжать,travel | travel | dispatch | 
131,secret,confidentiel,confidential | sensitive | ,секретный,confidential | sensitive | covert | secretive | undercover | 
132,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
133,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,тайна,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
134,secret,passe,chap secret|mutual chap secret|password | pass | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
135,secret,mystère,mystery | secrecy | puzzle | ,тайна,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
136,secret,confidentiel,confidential | sensitive | ,секретный,confidential | sensitive | covert | secretive | undercover | 
137,secret,no_equality,,тайный,clandestine | covert | privy | arcane | insidious | esoteric | 
138,secret,no_equality,,сокровенный,innermost | intimate | 
139,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
140,secret,passe,chap secret|mutual chap secret|password | pass | ,секрет,state secret|secret to high performance|shared secret|little secret|trick | mystery | 
141,secret,secret,so secret|still secret|highly secret|secretive | hidden | confidential | covert | trade secret|little secret|shared secret|business secrets|secrecy | confidentiality | ,тайна,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
142,secret,mystère,mystery | secrecy | puzzle | ,тайна,trade secret|family secret|military secret|official secret|mystery | secrecy | confidentiality | 
143,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
144,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
145,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
146,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
147,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
148,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
149,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
150,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
151,table,no_equality,,табличный,tabular | 
152,table,no_equality,,настольный,desktop | 
153,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
154,table,table,round table|coffee table|database table|data tables|payola | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
155,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
156,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
157,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
158,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
159,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
160,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
161,table,no_equality,,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
162,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
163,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
164,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создаваться,form | 
165,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
166,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
167,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
168,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
169,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
170,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
171,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создаваться,form | 
172,create,no_equality,,образовать,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
173,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
174,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
175,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
176,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,радушный,friendly | cordial | hospitable | welcome | kind | 
177,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
178,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
179,warm,tiède,lukewarm | tepid | half-hearted | tempered | ,no_equality,
180,warm,convivial,friendly | user-friendly | convivial | easy-to-use | cosy | easy to use | ,no_equality,
181,warm,accueillant,friendly | cosy | hospitable | homely | homey | appealing | ,no_equality,
182,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,теплый,very warm|hot | 
183,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,теплый,very warm|hot | 
184,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
185,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,теплый,very warm|hot | 
186,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,теплый,very warm|hot | 
187,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,теплый,very warm|hot | 
188,warm,no_equality,,тепло,
189,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
190,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
191,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,радушный,friendly | cordial | hospitable | welcome | kind | 
192,warm,no_equality,,согревать,
193,warm,no_equality,,подогревать,fuel | 
194,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
195,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреваться,heat | heat up | 
196,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреться,heat up | 
197,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреться,heat up | 
198,warm up,préchauffer,preheat | pre-warmed | up-~-cook up | ,no_equality,
199,warm up,échauffer,,no_equality,
200,warm up,s'échauffer,up-~-heat up | ,no_equality,
201,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреваться,heat | heat up | 
202,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреться,heat up | 
203,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреться,heat up | 
204,nobody,personne,Nobody saw her|There was nobody in sight|Who else is coming ? Nobody|,никто,Nobody says it will be easy|
205,nobody,personne,Nobody saw her|There was nobody in sight|Who else is coming ? Nobody|,никто,Nobody says it will be easy|
206,entire,tout entier,whole | ,всей,whole | overall | total | 
207,entire,tout entier,whole | ,целую,whole | 
208,entire,tout entier,whole | ,весь,all | whole | 
209,entire,au complet,full | whole | ,полный,full | complete | total | comprehensive | whole | 
210,entire,au complet,full | whole | ,целую,whole | 
211,entire,entier,whole | full | complete | sole | ,целую,whole | 
212,entire,complet,full | complete | comprehensive | whole | extensive | total | ,целую,whole | 
213,entire,intégral,full | integral | complete | ultimate | ,полный,full | complete | total | comprehensive | whole | 
214,entire,tout entier,whole | ,всей,whole | overall | total | 
215,entire,au complet,full | whole | ,полный,full | complete | total | comprehensive | whole | 
216,entire,intégral,full | integral | complete | ultimate | ,полный,full | complete | total | comprehensive | whole | 
217,entire,tout entier,whole | ,целую,whole | 
