,en,ru,fr
83,flight,летный,no_equality
84,flight,бортовой,no_equality
85,flight,взлетный,no_equality
86,flight,летать,voler
87,begin,начинать,commencer
88,begin,начинать,entamer
89,begin,начинать,engager
90,begin,начинать,lancer
91,begin,начинать,démarrer
92,begin,начинать,ouvrir
93,begin,наступить,no_equality
94,begin,пойти,partir
95,begin,пойти,prendre
96,begin,положить начало,commencer
97,fact,факт,fait
98,fact,факт,réalité
99,fact,факт,satisfaction
100,fact,сущность,no_equality
101,fact,то,fait
102,dream,мечта,rêve
103,dream,чаяние,no_equality
104,dream,мечтать,rêver
105,dream,видеть во сне,rêver
106,dream,спать,no_equality
107,dream,помышлять,no_equality
108,dream,во сне,no_equality
109,alarm,сигнал тревоги,alarme
110,alarm,тревога,alarme
111,alarm,сигнализация,alarme
112,alarm,будильник,alarme
113,alarm,будильник,réveil
114,alarm,предупредительный сигнал,no_equality
115,alarm,сигнализатор,no_equality
116,alarm,набат,no_equality
117,alarm,встревожить,alarmer
118,alarm,встревожить,inquiéter
119,alarm,настораживать,no_equality
120,alarm,аварийный,no_equality
121,alarm,сигнализационный,no_equality
122,along,по,no_equality
123,along,вдоль,le long
124,along,вместе,conjointement
125,along,вперед,no_equality
126,along,с собой,no_equality
127,along,рядом,no_equality
128,warm,теплый,chaud
129,warm,теплый,chaleureux
130,warm,сердечный,no_equality
131,warm,согревать,réchauffer
132,warm,погреться,se réchauffer
133,warm,утеплить,no_equality
134,warm,тепло,chaleureux
135,warm,тепло,chaleur
136,warm,тепло,chaleureusement
137,warm,разминка,no_equality
138,collide,сталкиваться,no_equality
139,collide,конфликтовать,no_equality
140,collide,наехать,no_equality
141,collide,соударяться,no_equality
142,collide,в конфликт,no_equality
143,excellent,отличный,excellent
144,excellent,отличный,très bon
145,excellent,отличный,superbe
146,excellent,исключительный,exceptionnel
147,excellent,блестящий,brillant
148,excellent,первоклассный,no_equality
149,break,ломать,briser
150,break,ломать,casser
151,break,нарушать,briser
152,break,нарушать,enfreindre
153,break,нарушать,violer
154,break,разбивать,briser
155,break,разбивать,casser
156,break,разорвать,briser
157,break,разорвать,rompre
158,break,разорвать,sortir
159,break,прорваться,percer
160,break,разрушить,briser
161,break,разрушить,rompre
162,break,вырваться,rompre
163,break,вырваться,sortir
164,break,разбиться,no_equality
165,break,разразиться,no_equality
166,break,пробить,briser
167,break,пробить,percer
168,break,преодолеть,sortir
169,break,отколоться,no_equality
170,break,вырывать,no_equality
171,break,преломлять,no_equality
172,break,перерыв,pause
173,break,перерыв,break
174,break,перерыв,interruption
175,break,разрыв,rupture
176,break,разрыв,fracture
177,break,пролом,no_equality
178,break,каникулы,vacance
179,break,передышка,no_equality
180,examination,обследование,examen
181,examination,обследование,étude
182,examination,изучение,examen
183,examination,изучение,étude
184,examination,экспертиза,no_equality
185,examination,экзамен,examen
186,examination,экзамен,concours
187,examination,экзамен,test
188,examination,рассмотрение,examen
189,examination,рассмотрение,étude
190,examination,рассмотрение,examiné
191,examination,допрос,interrogatoire
192,examination,допрос,interrogation
193,examination,разбирательство,no_equality
194,examination,ознакомление,no_equality
195,examination,проведение экспертизы,examen
196,examination,проведение экзаменов,examen
197,examination,экзаменационная сессия,no_equality
198,examination,экзаменационный,no_equality
199,examination,смотровой,no_equality
200,examination,досмотровый,no_equality
201,tiger,тигр,tigre
202,tiger,зверь,no_equality
203,tiger,тигриный,no_equality
204,engineer,инженер,ingénieur
205,engineer,конструктор,ingénieur
206,engineer,сапер,no_equality
207,engineer,специалист,no_equality
208,engineer,звукоинженер,no_equality
209,engineer,машинист,ingénieur
210,engineer,машинист,mécanicien
211,engineer,ИТР,no_equality
212,engineer,инженерные войска,génie
213,engineer,теплотехник,no_equality
214,engineer,наладчик,no_equality
215,engineer,проектировать,no_equality
216,engineer,работать инженером,ingénieur
217,engineer,работать инженером,ingénieure
218,engineer,инженерный,no_equality
219,lion,лев,lion
220,lion,лев,lev
221,lion,львиный,no_equality
222,even,даже,même
223,even,даже,encore
224,even,даже,voire
225,even,даже,bien
226,even,даже,y compris
227,even,даже,voire même
228,even,ровный,égal
229,even,четный,pair
230,even,эвенский,no_equality
231,even,вечер,no_equality
232,even,эвен,no_equality
233,even,выравнивать,no_equality
234,even,и,no_equality
235,even,пусть,no_equality
236,field,поле,champ
237,field,поле,domaine
238,field,поле,terrain
239,field,поле,zone
240,field,область,champ
241,field,область,domaine
242,field,область,secteur
243,field,область,zone
244,field,пространство,no_equality
245,field,месторождение,gisement
246,field,отрасль,secteur
247,field,нива,no_equality
248,field,поприще,no_equality
249,field,промысел,no_equality
250,field,полевой,no_equality
251,field,промысловый,no_equality
252,field,походный,no_equality
253,field,в полевых условиях,no_equality
254,background,фон,fond
255,background,фон,arrière-plan
256,background,предпосылка,no_equality
257,background,происхождение,origine
258,background,подготовка,formation
259,background,история,antécédent
260,background,история,historique
261,background,история,passé
262,background,история,histoire
263,background,сведения,information
264,background,фоновый режим,no_equality
265,background,опыт,expérience
266,background,справочная информация,historique
267,background,история вопроса,historique
268,background,прошлое,passé
269,background,прошлое,histoire
270,background,образование,formation
271,background,корень,no_equality
272,background,исходная информация,no_equality
273,background,контекст,contexte
274,background,общие сведения,historique
275,background,исток,no_equality
276,background,фоновое изображение,no_equality
277,background,фоновая,no_equality
278,background,фоновый,de fond
279,background,справочный,référence
280,background,второстепенный,no_equality
281,easily,легко,facilement
282,easily,легко,aisément
283,easily,легко,bien
284,easily,легко,vite
285,easily,легко,facilité
286,easily,без труда,facilement
287,easily,спокойно,no_equality
288,easily,доступно,no_equality
289,easily,просто,simplement
290,easily,удобно,bien
291,easily,нетрудно,no_equality
292,write,писать,écrire
293,write,писать,écriture
294,write,записывать,écrire
295,write,записывать,enregistrer
296,write,записывать,noter
297,write,выписывать,prescrire
298,write,вписать,écrire
299,write,списать,no_equality
300,write,письменный,no_equality
301,ravioli,равиоли,ravioli
302,ravioli,пельменный,no_equality
303,apologise,извиниться,s'excuser
304,apologise,извиниться,demander pardon
305,apologise,извиниться,m'excuser
306,apologise,извиниться,suis désolé
307,apologise,извиниться,m'excuse
308,fire,огонь,feu
309,fire,огонь,incendie
310,fire,огонь,tiré
311,fire,огонь,tir
312,fire,огонь,flamme
313,fire,возгорание,feu
314,fire,возгорание,incendie
315,fire,камин,feu
316,fire,камин,cheminée
317,fire,стрельба,tir
318,fire,обстрел,tir
319,fire,стрелять,tirer
320,fire,увольнять,virer
321,fire,увольнять,renvoyer
322,fire,поджечь,no_equality
323,fire,обстрелять,no_equality
324,fire,огневой,no_equality
325,fire,противопожарный,no_equality
326,fire,огненный,no_equality
327,fly,летать,voler
328,fly,летать,piloter
329,fly,вылететь,s'envoler
330,fly,вылететь,décoller
331,fly,влететь,no_equality
332,fly,подлететь,no_equality
333,fly,отлететь,no_equality
334,fly,слетаться,no_equality
335,fly,муха,mouche
336,fly,полет,vol
337,beaver,бобр,castor
338,beaver,Бобрик,beaver
339,beaver,Бивер,beaver
340,beaver,работяга,no_equality
341,beaver,бородач,no_equality
342,beaver,бобровый,no_equality
343,duck,утка,canard
344,duck,парусина,no_equality
345,duck,утятина,no_equality
346,duck,душка,no_equality
347,duck,нырок,no_equality
348,duck,нагнуться,no_equality
349,duck,нырять,no_equality
350,duck,увернуться,no_equality
351,duck,наклонить,no_equality
352,duck,утиный,no_equality
353,coincide,совпадать,coïncider
354,coincide,совмещаться,no_equality
355,exactly,именно,précisément
356,exactly,именно,justement
357,exactly,именно,comment
358,exactly,именно,ça
359,exactly,точно,exactement
360,exactly,точно,vraiment
361,exactly,точно,précisément
362,exactly,совсем,vraiment
363,exactly,как раз,exactement
364,exactly,как раз,précisément
365,exactly,как раз,justement
366,exactly,как раз,pile
367,exactly,как раз,ça
368,exactly,конкретно,exactement
369,exactly,конкретно,précisément
370,exactly,в точности,exactement
371,exactly,аккурат,no_equality
372,exactly,точь,exactement
373,exactly,совершенно верно,no_equality
374,exhaustively,исчерпывающе,exhaustivement
375,exhaustively,полностью,no_equality
376,exhaustively,тщательно,no_equality
377,apoplexy,удар,no_equality
378,apoplexy,инсульт,no_equality
379,apoplexy,кровоизлияние,no_equality
380,apoplexy,апоплексический,no_equality
381,coconut,кокос,noix de coco
382,coconut,мякоть кокоса,noix de coco
383,coconut,кокосовый,no_equality
384,international,международный,international
385,international,международный,mondial
386,international,Интернационал,no_equality
387,synchrophasotron,синхрофазотрон,no_equality
388,best,лучший,meilleur
389,best,лучший,bon
390,best,лучший,idéal
391,best,наивысший,no_equality
392,best,лучше всего,mieux
393,best,лучше всего,le mieux
394,best,Бест,best
395,parent,родитель,parent
396,parent,родитель,père
397,parent,предок,no_equality
398,parent,отец,parent
399,parent,отец,père
400,parent,родительский элемент,parental
401,parent,родительница,no_equality
402,parent,родительский,no_equality
403,parent,исходный,no_equality
404,parent,вышестоящий,no_equality
405,parent,один из родителей,no_equality
406,ocean,океан,océan
407,ocean,океан,mer
408,ocean,дно океана,no_equality
409,ocean,океанский,no_equality
410,coincidental,случайный,fortuit
411,coincidental,случайный,hasard
412,coincidental,совпадающий,no_equality
413,coincidental,случайное совпадение,no_equality
414,buzzer,сирена,no_equality
415,buzzer,звонок,sonnette
416,buzzer,звонок,sonnerie
417,buzzer,пищалка,no_equality
418,buzzer,зуммерный,no_equality
419,century,век,siècle
420,century,век,époque
421,century,столетье,siècle
422,century,центурия,no_equality
423,century,вековой,no_equality
424,century,в.,no_equality
425,euro,евро,euro
426,euro,ЕРБ,no_equality
427,euro,европейский,européen
428,dynamite,динамит,dynamite
429,dynamite,динамитная шашка,no_equality
430,dynamite,динамитный,no_equality
431,dynamite,взрывной,no_equality
432,afraid,испуганный,effrayé
433,afraid,испуганный,effrayée
434,afraid,испуганный,apeuré
435,afraid,боящийся,no_equality
436,afraid,напуганный,effrayé
437,afraid,напуганный,effrayée
438,afraid,напуганный,apeuré
439,afraid,страшно,effrayé
440,afraid,боязно,no_equality
441,peremptory,императивный,impératif
