,word,local_word,pos,examples,local_examples
76,подача,service,noun,[],[]
77,войсковая часть,unité,noun,[],[]
78,войсковая часть,troupe,noun,[],[]
79,стойкость,résistance,noun,"['химическая стойкость', 'стойкость краски']","['résistance chimique', 'solidité de la']"
80,стойкость,durabilité,noun,[],[]
81,стойкость,résilience,noun,[],[]
82,стойкость,capacité de résistance,noun,[],[]
83,стойкость,insensibilité,noun,[],[]
84,стойкость,trempe,noun,[],[]
85,стойкость,vaillance,noun,[],[]
86,напев,mélodie,noun,[],[]
87,напев,air,noun,[],[]
88,напев,intonation,noun,[],[]
89,профанирующий,profane,adjective,[],[]
90,соответствовать,correspondre à,verb,[],[]
91,соответствовать,être conforme,verb,[],[]
92,соответствовать,répondre,verb,['соответствовать вашим ожиданиям'],['satisfaire vos attentes']
93,соответствовать,être conforme à,verb,[],[]
94,соответствовать,faire,verb,[],[]
95,соответствовать,respecter,verb,['соответствовать правилам'],['respecter les règles']
96,соответствовать,répondre à,verb,[],[]
97,соответствовать,atteindre,verb,[],[]
98,соответствовать,remplir,verb,['соответствовать требованиям'],['remplir les conditions']
99,соответствовать,se rapporter,verb,[],[]
100,соответствовать,concorder avec,verb,[],[]
101,соответствовать,s'accorder,verb,[],[]
102,соответствовать,se prêter,verb,[],[]
103,соответствовать,faire le poids,verb,[],[]
104,промерзнуть,geler,verb,[],[]
105,все-таки,pourtant,particle,[],[]
106,все-таки,toujours,particle,[],[]
107,техническое умение,savoir-faire,noun,[],[]
108,вывод,conclusion,noun,"['поспешные выводы', 'удивительные выводы', 'логический вывод', 'сделанные выводы']","['conclusions hâtives', 'résultats surprenants', 'déduction logique', 'leçons tirées']"
109,вывод,sortie,noun,"['формат вывода', 'постепенный вывод', 'нормальный вывод']","['format de sortie', 'le retrait progressif', 'normal output']"
110,вывод,connexion,noun,[],[]
111,вывод,extraction,noun,[],[]
112,вывод,terminaison,noun,[],[]
113,вывод,évacuation,noun,[],[]
114,вывод,placement,noun,[],[]
115,вывод,induction,noun,[],[]
116,вывод,injection,noun,[],[]
117,гласить,dire,verb,[],[]
118,гласить,annoncer,verb,[],[]
119,ась,hein,noun,[],[]
120,прошлое,passé,adjective,['недавнее прошлое'],['passé récent']
121,прошлое,antécédents,adjective,[],[]
122,прошлое,antécédent,adjective,[],[]
123,прошлое,hier,noun,[],[]
124,пустышка,sucette,noun,[],[]
125,показывать,montrer,verb,"['ясно показывать', 'показывать значение', 'никогда не показываться', 'исследования показывают', 'счетчик показывает']","['montrer clairement', 'indiquer la valeur', 'jamais révéler', 'des études démontrent', 'compteur représentera']"
126,показывать,afficher,verb,['показывать значок'],['afficher une icône']
127,показывать,passer,verb,[],[]
128,показывать,apparaître,verb,[],[]
129,показывать,diffuser,verb,['показывать объявления'],['diffuser les annonces']
130,показывать,jouer,verb,[],[]
131,показывать,dire,verb,[],[]
132,показывать,faire apparaître,verb,[],[]
133,показывать,pointer,verb,[],[]
134,трудность,difficulté,noun,['огромные трудности'],['énormes difficultés']
135,трудность,défi,noun,[],[]
136,трудность,peine,noun,[],[]
137,трудность,hypothèque,noun,[],[]
138,трудность,os,noun,[],[]
139,трудность,rudesse,noun,[],[]
140,трудность,accrochage,noun,[],[]
141,трудность,merde,noun,[],[]
142,развязать,dénouer,verb,[],[]
143,развязать,détacher,verb,[],[]
144,развязать,lâcher,verb,[],[]
145,прекращаться,cesser,verb,[],[]
146,прекращаться,s'arrêter,verb,[],[]
147,прекращаться,s'interrompre,verb,[],[]
148,прекращаться,finir,verb,[],[]
149,прекращаться,céder,verb,[],[]
150,прекращаться,se briser,verb,[],[]
151,прекращаться,super,verb,[],[]
152,вытекание,écoulement,noun,[],[]
153,ареал,habitat,noun,[],[]
154,ареал,aire géographique,noun,[],[]
155,тянуть,tirer,verb,['тянуть одеяло'],['tirer la couverture']
156,тянуть,tirer sur,verb,[],[]
157,тянуть,étirer,verb,[],[]
158,тянуть,faire traîner,verb,[],[]
159,тянуть,soutirer,verb,[],[]
160,тянуть,retarder,verb,[],[]
161,тянуть,entraîner,verb,[],[]
162,тянуть,dessiner,verb,[],[]
163,тянуть,lambiner,verb,[],[]
164,тянуть,avoir envie de,verb,[],[]
165,тянуть,humer,verb,[],[]
166,тянуть,peser,verb,[],[]
167,тянуть,filer,verb,[],[]
168,тянуть,flâner,verb,[],[]
169,вокруг,autour,preposition,['вращаться вокруг'],['tourné autour']
170,вокруг,derrière,preposition,[],[]
171,вокруг,autour de,adverb,[],[]
172,вокруг,tout autour,adverb,[],[]
173,вокруг,environ,adverb,[],[]
174,вокруг,alentour,adverb,[],[]
175,вокруг,à l'horizon,adverb,[],[]
176,папаша,papa,noun,[],[]
177,размах крыльев,envergure,noun,[],[]
178,размах крыльев,vol,noun,[],[]
179,учиться,apprendre,verb,"['учиться музыке', 'учиться в европе']","['apprendre la musique', 'étudier en europe']"
180,учиться,apprendre à,verb,[],[]
181,учиться,étudier à,verb,[],[]
182,учиться,faire ses études,verb,[],[]
183,учиться,faire l'apprentissage,verb,[],[]
184,учиться,faire ses classes,verb,[],[]
185,учиться,faire l'apprentissage de,verb,[],[]
186,играть роль,jouer,verb,[],[]
187,играть роль,tenir un rôle,verb,[],[]
188,играть роль,intervenir,verb,[],[]
189,играть роль,figurer,verb,[],[]
190,тесто,pâte,noun,['слоеное тесто'],['pâte feuilletée']
191,тесто,pâtisserie,noun,[],[]
192,колледж,collège,noun,['местный колледж'],['collège communautaire local']
193,колледж,College,noun,[],[]
194,вывести,faire sortir,verb,[],[]
195,вывести,déduire,verb,[],[]
196,вывести,afficher,verb,[],[]
197,вывести,retirer,verb,[],[]
198,вывести,dériver,verb,[],[]
199,вывести,amener,verb,[],[]
200,вывести,afcher,verb,[],[]
201,вывести,encaisser,verb,[],[]
202,вывести,emmener,verb,[],[]
203,вывести,élever,verb,[],[]
204,вывести,tracer,verb,[],[]
205,вывести,détruire,verb,[],[]
206,принимать,accepter,verb,"['принимать кредитные', 'обязаться принимать', 'правление принимает', 'готов принимать', 'пользователь принимает', 'принимать суда']","['accepter les cartes', 'engager à prendre', 'conseil adoptera', 'disposé à recevoir', 'utilisateur assumera', 'accueillir des navires']"
207,принимать,traiter,verb,[],[]
208,принимать,vouloir,verb,[],[]
209,принимать,imposer,verb,[],[]
210,принимать,envisager,verb,[],[]
211,принимать,affecter,verb,[],[]
212,принимать,revêtir,verb,[],[]
213,принимать,réceptionner,verb,[],[]
214,принимать,capter,verb,[],[]
215,принимать,prendre en charge,verb,[],[]
216,принимать,contracter,verb,[],[]
217,принимать,retirer,verb,[],[]
218,принимать,affilier,verb,[],[]
219,принимать,être visible,verb,[],[]
220,замерзший,gelé,adjective,[],[]
221,замерзший,froid,adjective,[],[]
222,замерзший,pris,adjective,[],[]
223,моторный,à moteur,adjective,[],[]
224,моторный,moteur,adjective,['моторная лодка'],['bateau moteur']
225,моторный,motorisé,adjective,[],[]
226,аттестовать,certifier,verb,[],[]
227,аттестовать,classer,verb,[],[]
228,аттестовать,noter,verb,[],[]
229,премьер,Premier,noun,[],[]
230,премьер,le Premier,noun,[],[]
231,премьер,jeune premier,noun,[],[]
232,советник,conseiller,noun,['главный советник'],['conseiller en chef']
233,советник,conseillère,noun,['специальный советник'],['conseillère spéciale']
234,советник,expert,noun,[],[]
235,советник,guide,noun,[],[]
236,стукнуться,heurter,verb,[],[]
237,стукнуться,se cogner,verb,[],[]
238,доплата,supplément,noun,[],[]
239,доплата,paiement supplémentaire,noun,[],[]
240,доплата,paiement complémentaire,noun,[],[]
241,доплата,supplément à payer,noun,[],[]
242,доплата,supplément de prix,noun,[],[]
243,загружать,télécharger,verb,['автоматически загружать'],['automatiquement télécharger']
244,загружать,charger,verb,['продолжать загружать'],['continuer à charger']
245,загружать,démarrer,verb,['компьютер загружает'],['votre ordinateur démarrera']
246,аннулирование,annulation,noun,['аннулирование заказа'],['annulation de commande']
247,аннулирование,contre-passation,noun,[],[]
248,аннулирование,rupture,noun,[],[]
249,асфальт,asphalte,noun,['асфальт улиц'],['asphalte des rues']
250,асфальт,pavage,noun,[],[]
251,асфальт,route,noun,[],[]
252,подвергать,exposer,verb,['подвергать опасности'],['exposer au danger']
253,подвергать,faire subir,verb,[],[]
254,подвергать,faire courir,verb,[],[]
255,подвергать,subir,verb,[],[]
256,подвергать,infliger,verb,[],[]
257,подвергать,frapper,verb,[],[]
258,шаблон,modèle,noun,"['качество шаблона', 'новый шаблон']","['utiliser comme modèle', 'nouveau gabarit']"
259,шаблон,patron,noun,[],[]
260,шаблон,calibre,noun,[],[]
261,шаблон,forme,noun,[],[]
262,шаблон,silhouette,noun,[],[]
263,шаблон,trousseau,noun,[],[]
264,шаблон,vérificateur,noun,[],[]
265,шаблон,trousse,noun,[],[]
266,шаблон,stéréotype,noun,[],[]
267,шаблон,sabot,noun,[],[]
268,единовременный,forfaitaire,adjective,['единовременная выплата'],['paiement forfaitaire']
269,единовременный,unique,adjective,[],[]
270,отмена,annulation,noun,"['отмена поездки', 'отмена виз', 'отмена законов', 'отмена квот', 'отмена препарата']","['annulation de voyage', 'abolition des visas', 'abrogation des lois', 'suppression des quotas', 'retrait du médicament']"
271,отмена,rapport,noun,[],[]
272,отмена,cassation,noun,[],[]
273,отмена,infirmation,noun,[],[]
274,отмена,dénonciation,noun,[],[]
275,полевой,des champs,adjective,[],[]
276,полевой,champêtre,adjective,[],[]
277,полевой,de campagne,adjective,[],[]
278,ясный,clair,adjective,['ясный ум'],['esprit clair']
279,ясный,voix claire,adjective,[],[]
280,ясный,lucide,adjective,[],[]
281,ясный,exprès,adjective,[],[]
282,ясный,carré,adjective,[],[]
283,ясный,esprit lucide,adjective,[],[]
284,прямолинейный,rectiligne,adjective,['прямолинейное движение'],['mouvement rectiligne']
285,прямолинейный,droit,adjective,[],[]
286,прямолинейный,brutal,adjective,[],[]
287,сломить,briser,verb,[],[]
288,сломить,décomposer,verb,[],[]
289,свернуть,rouler,verb,[],[]
290,свернуть,enrouler,verb,[],[]
291,свернуть,prendre à gauche,verb,[],[]
292,свернуть,prendre à droite,verb,[],[]
293,свернуть,forcer,verb,[],[]
294,частность,détail,noun,[],[]
295,понять,comprendre,verb,['лучше понять'],['mieux comprendre']
296,понять,saisir,verb,[],[]
297,понять,apprendre,verb,[],[]
298,понять,appréhender,verb,[],[]
299,понять,reconnaître,verb,[],[]
300,понять,découvrir,verb,[],[]
301,понять,prendre conscience de,verb,[],[]
302,понять,apprécier,verb,[],[]
303,понять,deviner,verb,[],[]
304,понять,faire sentir,verb,[],[]
305,миссия,mission,noun,['дипломатическая миссия'],['mission diplomatique']
306,миссия,message,noun,[],[]
307,пальцевой,de doigt,adjective,[],[]
308,пальцевой,digital,adjective,[],[]
309,вдали,loin de,adverb,[],[]
310,вдали,au loin,adverb,[],[]
311,вдали,dans le lointain,adverb,[],[]
312,мебельный гарнитур,ensemble de mobilier,noun,[],[]
313,мебельный гарнитур,ensemble,noun,[],[]
314,дальше,plus loin,adverb,[],[]
315,дальше,outre,adverb,[],[]
316,дальше,delà,adverb,[],[]
317,дальше,encore,adverb,[],[]
318,дальше,après,adverb,[],[]
319,дальше,allez toujours,adverb,[],[]
320,дальше,ultérieurement,adverb,[],[]
321,кашица,bouillie,noun,[],[]
322,летом,en été,noun,[],[]
323,автомеханик,mécanicien auto,noun,[],[]
324,автомеханик,mécanicien,noun,[],[]
325,затем,ensuite,adverb,"['затем нажать', 'затем нажать кнопку']","['cliquez ensuite', 'puis cliquer']"
326,затем,pour cela,adverb,[],[]
327,затем,subséquemment,adverb,[],[]
328,затем,là-dessus,adverb,[],[]
329,делать поворот,virer,verb,[],[]
330,бубен,tambourin,noun,[],[]
331,бубен,tambour,noun,[],[]
332,бубен,tambour de basque,noun,[],[]
333,существенный,substantiel,adjective,"['существенный прогресс', 'очень существенное различие', 'существенные различия', 'существенное изменение', 'существенное улучшение']","['progrès substantiels', 'différence très significative', 'variations importantes', 'modification notable', 'amélioration appréciable']"
334,существенный,essentiel,adjective,"['существенная разница', 'существенные органы']","['la différence essentielle', 'des organes vitaux']"
335,существенный,majeur,adjective,['существенное влияние'],['impact majeur']
336,существенный,fondamental,adjective,[],[]
337,существенный,immense,adjective,[],[]
338,пролив,détroit,noun,['пролив торреса'],['détroit de torres']
339,пролив,bras de mer,noun,[],[]
340,пролив,pas,noun,[],[]
341,пролив,passe,noun,[],[]
342,пролив,manche,noun,[],[]
343,пролив,porte,noun,[],[]
344,начать,commencer,verb,"['прежде чем начать', 'начать установку', 'начать переговоры']","['avant de commencer', ""lancer l'installation"", 'engager des négociations']"
345,начать,commencer à,verb,[],[]
346,начать,développer,verb,[],[]
347,начать,inaugurer,verb,[],[]
348,начать,aborder,verb,[],[]
349,заключительный,final,adjective,"['заключительный акт', 'заключительное решение']","['acte final', 'la conclusion définitive']"
350,заключительный,conclusif,adjective,[],[]
351,заключительный,ultime,adjective,[],[]
352,заключительный,récapitulatif,adjective,[],[]
353,уборка,nettoyage,noun,"['генеральная уборка', 'уборка номеров']","['nettoyage de printemps', 'entretien ménager']"
354,уборка,récolte,noun,['период уборки'],['période de récolte']
355,уборка,nettoiement,noun,[],[]
356,уборка,ranger,noun,[],[]
357,уборка,enlèvement,noun,[],[]
358,уборка,rentrée,noun,[],[]
359,уборка,levée,noun,[],[]
360,уборка,mettre en ordre,noun,[],[]
361,формат,format,noun,['спецификация формата'],['spécification du format']
362,формат,modèle de données,noun,[],[]
363,новейший,récent,adjective,['новейшая технология'],['plus récente technologie']
364,новейший,nouveau jeu,adjective,[],[]
365,новейший,d'actualité,adjective,[],[]
366,популярный,populaire,adjective,['популярный курорт'],['station balnéaire populaire']
367,популярный,en vogue,adjective,[],[]
368,популярный,répandu,adjective,['популярный метод'],['technique répandue']
369,популярный,à succès,adjective,[],[]
370,популярный,en flèche,adjective,[],[]
371,прохождения,parcours,noun,[],[]
372,грунтовка,apprêt,noun,[],[]
373,грунтовка,couche d'apprêt,noun,[],[]
374,грунтовка,amorce,noun,[],[]
375,грунтовка,couche de fond,noun,[],[]
376,грунтовка,préparation,noun,[],[]
377,грунтовка,sous-couche,noun,[],[]
378,грунтовка,amorçage,noun,[],[]
379,грунтовка,apprêtage,noun,[],[]
380,грунтовка,impression,noun,[],[]
381,грунтовка,support,noun,[],[]
382,грунтовка,couleur de fond,noun,[],[]
383,грунтовка,dessous,noun,[],[]
384,обниматься,s'embrasser,verb,[],[]
385,обниматься,s'enlacer,verb,[],[]
386,строить,construire,verb,"['строить башни', 'строить стену', 'строить отношения']","['construire des tourelles', 'bâtir la muraille', 'établir des relations']"
387,строить,faire,verb,[],[]
388,строить,générer,verb,[],[]
389,строить,former,verb,[],[]
390,строить,planifier,verb,[],[]
391,строить,élever,verb,[],[]
392,строить,nouer,verb,[],[]
393,строить,structurer,verb,[],[]
394,строить,ranger,verb,[],[]
395,строить,forger,verb,[],[]
396,отложения,sédiment,noun,[],[]
397,отложения,sédiments,noun,[],[]
398,отложения,dépôts,noun,[],[]
399,отложения,formation,noun,[],[]
400,отложения,formations,noun,[],[]
401,отложения,terrain,noun,[],[]
402,отложения,terrains,noun,[],[]
403,родитель,parent,noun,['биологический родитель'],['parent biologique']
404,родитель,procréateur,noun,[],[]
405,отзыв,avis,noun,['отзывы клиентов'],['avis clients']
406,отзыв,révocation,noun,['отзыв лицензии'],['révocation du permis']
407,отзыв,témoignage,noun,[],[]
408,отзыв,rapport,noun,[],[]
409,отзыв,rappel,noun,[],[]
410,отзыв,référence,noun,[],[]
411,отзыв,mention,noun,[],[]
412,отзыв,compte rendu,noun,[],[]
413,отзыв,reprise,noun,[],[]
414,отзыв,écho,noun,[],[]
415,отзыв,attestation,noun,[],[]
416,худеть,perdre du poids,verb,[],[]
417,худеть,maigrir,verb,[],[]
418,худеть,devenir maigre,verb,[],[]
419,худеть,amincir,verb,[],[]
420,худеть,fondre,verb,[],[]
421,худеть,décoller,verb,[],[]
422,компенсация,compensation,noun,"['денежная компенсация', 'адекватная компенсация', 'выплачиваемые компенсации', 'выплата компенсации', 'качество компенсации']","['compensation pécuniaire', 'indemnisation adéquate', 'versé des indemnités', 'paiement de compensation', 'titre du remboursement']"
423,компенсация,correction,noun,[],[]
424,компенсация,égalisation,noun,[],[]
425,компенсация,régénération,noun,[],[]
426,возмещение,remboursement,noun,"['возмещение расходов', 'возмещение ущерба']","['remboursement des dépenses', 'indemnisation des dommages']"
427,возмещение,réparation,noun,[],[]
428,возмещение,redevance,noun,[],[]
429,итоговый,final,adjective,['итоговый документ'],['document final']
430,итоговый,total,adjective,['итоговая сумма'],['total final']
431,обуза,fardeau,noun,[],[]
432,обуза,corvée,noun,[],[]
433,обуза,bébé,noun,[],[]
434,объездить,parcourir,verb,[],[]
435,объездить,voyager,verb,[],[]
436,летать,voler,verb,['мечтать летать'],['rêvé de voler']
437,летать,piloter,verb,['летать на вертолете'],['piloter un hélicoptère']
438,уже,déjà,adverb,['уже существовать'],['exister déjà']
439,уже,désormais,adverb,[],[]
440,уже,tout à l'heure,adverb,[],[]
441,зависание,blocage,noun,['зависание системы'],['blocage système']
442,излучать,rayonner,verb,[],[]
443,излучать,émettre,verb,['излучаемый свет'],['lumière émise']
444,излучать,rayonner de,verb,[],[]
445,излучать,respirer,verb,[],[]
446,излучать,répandre,verb,[],[]
447,излучать,radier,verb,[],[]
448,Восток,orient,noun,['ближний Восток'],['moyen Orient']
449,Восток,oriental,noun,[],[]
450,восток,est,noun,[],[]
451,восток,aurore,noun,[],[]
452,силы,force,noun,[],[]
453,силы,forces,noun,[],[]
454,устойчивость,stabilité,noun,"['динамическая устойчивость', 'степень устойчивости', 'финансовая устойчивость', 'большая устойчивость']","['stabilité dynamique', 'degré de résistance', 'solidité financière', 'grande robustesse']"
455,устойчивость,tolérance,noun,[],[]
456,устойчивость,pouvoir résistant,noun,[],[]
457,устойчивость,immutabilité,noun,[],[]
458,устойчивость,comportement,noun,[],[]
459,выставление,mise,noun,[],[]
460,выставление,émission,noun,[],[]
461,выставление,production,noun,[],[]
462,выставление,exposition,noun,[],[]
463,выставление,tirage,noun,[],[]
464,выставление,souscription,noun,[],[]
465,нести,assumer,verb,"['нести расходы', 'нести риск']","['assumer les frais', 'supporter le risque']"
466,нести,porter,verb,['нести мяч'],['porter le ballon']
467,нести,transporter,verb,['способные нести'],['capable de transporter']
468,нести,exercer,verb,[],[]
469,нести,comporter,verb,[],[]
470,нести,mener,verb,[],[]
471,нести,garder,verb,[],[]
472,нести,pondre,verb,[],[]
473,нести,chanter,verb,[],[]
474,нести,chasser,verb,[],[]
475,завершиться ошибкой,échouer,verb,[],[]
476,ручка,poignée,noun,"['ручка дверей', 'ручка лопаты', 'ручка ящика']","['poignée de portes', 'manche de pelle', 'bouton de tiroir']"
477,ручка,stylo,noun,['перьевая ручка'],['stylo plume']
478,ручка,porte-plume,noun,[],[]
479,ручка,anse,noun,[],[]
480,ручка,portant,noun,[],[]
481,ручка,tige,noun,[],[]
482,ручка,bras,noun,[],[]
483,ручка,oreille,noun,[],[]
484,ручка,fusée,noun,[],[]
485,ручка,menotte,noun,[],[]
486,отмечаться,pointer,verb,[],[]
487,отмечаться,se pointer,verb,[],[]
488,вековой,séculaire,adjective,"['вековые традиции', 'вековые деревья']","['traditions séculaires', 'arbres centenaires']"
489,вековой,très ancien,adjective,[],[]
490,разведка,exploration,noun,['разведка нефти'],['exploration pétrolière']
491,разведка,intelligence,noun,['экономическая разведка'],['intelligence économique']
492,разведка,service de renseignements,noun,[],[]
493,разведка,travail d'exploration,noun,[],[]
494,разведка,reconnaissance,noun,[],[]
495,разведка,recherche,noun,[],[]
496,разведка,enquête,noun,[],[]
497,разведка,campagne,noun,[],[]
498,разведка,travail de recherche,noun,[],[]
499,разведка,sonde,noun,[],[]
500,разведка,éclairage,noun,[],[]
501,пронзить,transpercer,verb,[],[]
502,пронзить,pénétrer,verb,[],[]
503,носить,porter,verb,"['носить траур', 'люди носят']","['porter le deuil', 'les gens transportent']"
504,носить,s'habiller,verb,[],[]
505,носить,promener,verb,[],[]
506,носить,coltiner,verb,[],[]
507,подход,approche,noun,"['практический подход', 'глобальный подход', 'индивидуальный подход']","['approche pratique', 'démarche globale', 'la méthode individualisera']"
508,подход,attitude,noun,['реалистичный подход'],['attitude réaliste']
509,подход,traitement,noun,[],[]
510,подход,point de vue,noun,[],[]
511,подход,manière d'aborder,noun,[],[]
512,подход,accès,noun,[],[]
513,подход,abord,noun,[],[]
514,подход,manière de voir,noun,[],[]
515,подход,percée,noun,[],[]
516,подход,voie d'abord,noun,[],[]
517,подход,grille,noun,[],[]
518,подход,accostage,noun,[],[]
519,пункт,paragraphe,noun,"['соответствующие пункты', 'пункт меню']","['paragraphes pertinents', 'article de menu']"
520,пункт,point,noun,['транзитный пункт'],['point de transit']
521,пункт,disposition,noun,"['дополнительный пункт', 'выбирать пункт']","['clause additionnelle', 'décrocher le poste']"
522,пункт,lieu,noun,[],[]
523,пункт,bureau,noun,['пункт обслуживания'],['centre de services']
524,пункт,endroit,noun,[],[]
525,пункт,station,noun,['пункты сбора'],['stations de collecte']
526,поворачиваться,pivoter,verb,[],[]
527,поворачиваться,se tourner,verb,[],[]
528,поворачиваться,se rouler,verb,[],[]
529,поворачиваться,se présenter,verb,[],[]
530,согласоваться,concorder,verb,[],[]
531,согласоваться,s'accorder,verb,[],[]
532,лаврак,bar,noun,[],[]
533,продвинутый,avancé,adjective,[],[]
534,продвинутый,promu,adjective,[],[]
535,конфликтовать,être en conflit,verb,[],[]
536,суета,agitation,noun,['городская суета'],['agitation urbaine']
537,суета,remue-ménage,noun,[],[]
538,суета,affairement,noun,[],[]
539,суета,vide,noun,[],[]
540,суета,cirque,noun,[],[]
541,промежуток,intervalle,noun,"['короткие промежутки', 'промежуток времени']","['courts intervalles', 'espace de temps']"
542,промежуток,espacement,noun,['большой промежуток'],['grand écart']
543,промежуток,espace intermédiaire,noun,[],[]
544,промежуток,entre-deux,noun,[],[]
545,промежуток,pause,noun,[],[]
546,промежуток,jeu,noun,[],[]
547,промежуток,intermède,noun,[],[]
548,установки,dispositifs,noun,[],[]
549,установки,élément,noun,[],[]
550,завершать,terminer,verb,"['завершать работу', 'завершает процесс']","['terminer le travail', 'achever le processus']"
551,завершать,finaliser,verb,[],[]
552,завершать,accomplir,verb,[],[]
553,завершать,consommer,verb,[],[]
554,завершать,liquider,verb,[],[]
555,холодный,froid,adjective,"['холодный ветер', 'холодная белизна', 'холодные воды', 'холодные коктейли']","['vent froid', 'blanc frais', 'eaux glaciales', 'cocktails glacés']"
556,холодный,frigide,adjective,[],[]
557,холодный,réfrigérant,adjective,[],[]
558,холодный,non chauffé,adjective,[],[]
559,холодный,algide,adjective,[],[]
560,холодный,pincé,adjective,[],[]
561,холодный,de marbre,adjective,[],[]
562,холодный,académique,adjective,[],[]
563,послушно,docilement,adverb,[],[]
564,послушно,consciencieusement,adverb,[],[]
565,поддержание,maintien,noun,"['поддержание веса', 'постоянное поддержание', 'поддержание системы']","['maintien du poids', 'entretien constant', 'maintenance du système']"
566,поддержание,manutention,noun,[],[]
567,сексуальность,sexualité,noun,['человеческая сексуальность'],['sexualité humaine']
568,опорная плоскость,référence,noun,[],[]
569,опорная плоскость,plan d'appui,noun,[],[]
570,лучший,meilleur,adjective,['лучшая мужская роль'],['meilleur acteur']
571,лучший,le meilleur,adjective,[],[]
572,лучший,haut de gamme,adjective,[],[]
573,лучший,optimal,adjective,[],[]
574,лучший,de première,adjective,[],[]
575,лучший,de premier choix,adjective,[],[]
576,тест,test,noun,"['диагностические тесты', 'короткий тест', 'окончательный тест']","['des tests diagnostiques', 'court essai', 'épreuve ultime']"
577,выудить,soutirer,verb,[],[]
578,выудить,pêcher,verb,[],[]
579,ступени,escalier,noun,[],[]
