,bigram,PMI
193,"('b', 'if')",4.854773864873605
194,"('in', 'death')",4.831675393818397
195,"('I', 'sigh')",4.826044123913002
196,"('let', '’s')",4.820520442727641
197,"('try', 'to')",4.814752721261435
198,"('to', 'me')",4.807926075838143
199,"('a', 'few')",4.793877368513243
200,"('work', 'on')",4.793775587495112
201,"('come', 'from')",4.782577380890245
202,"('it', 'easy')",4.78090852273977
203,"('fact', 'that')",4.772585965663938
204,"('we', 'can')",4.7705316982363435
205,"('I', '’m')",4.760264049274195
206,"('sequence', 'of')",4.7420534420535585
207,"('let', ""'s"")",4.734363798977929
208,"('body', 'of')",4.726705477720122
209,"('a', 'lot')",4.7250384921852415
210,"('he', '’d')",4.713811559160554
211,"('in', 'term')",4.687285484483223
212,"('be', 'able')",4.683889725774634
213,"('front', 'of')",4.657164544467044
214,"('slide', 'of')",4.644108391641595
215,"('go', 'back')",4.630659279347244
216,"('I', '’d')",4.627498444530925
217,"('just', 'want')",4.624400288875565
218,"('’m', 'not')",4.616875621391905
219,"('it', 'wasn')",4.594196400551116
220,"('’t', 'know')",4.58703031250786
221,"('he', 'continue')",4.565305541353148
222,"('want', 'to')",4.560488525055373
223,"('instead', 'of')",4.5461332320783026
224,"('edge', 'of')",4.546133232078299
225,"('we', '’re')",4.54078661061282
226,"('suppose', 'to')",4.538120712026913
227,"('in', 'fact')",4.5268208122899765
228,"('n', '1')",4.50698382546301
229,"('I', 'didn’t')",4.50108196893601
230,"('I', 'hop')",4.50108196893601
231,"('my', 'voice')",4.49599523635424
232,"('I', 'kept')",4.489009136635433
233,"('she', '’s')",4.453048626700852
234,"('he', 'ask')",4.441316824077692
235,"('my', 'hand')",4.43697472254204
236,"('she', ""'s"")",4.423475511317507
237,"('’re', 'not')",4.41838146775282
238,"('get', 'out')",4.409040421053938
239,"('be', 'gonnon')",4.406355750245719
240,"('a', 'little')",4.40108839971267
241,"('full', 'of')",4.394130138633253
242,"('lot', 'of')",4.394130138633251
243,"('x', 'define')",4.368602640437279
244,"('of', 'course')",4.3676579272720595
245,"('a', 'bit')",4.3609179612371385
246,"('it', '’')",4.352928223221742
247,"('element', 'of')",4.339682354610874
248,"('generate', 'a')",4.327559364290703
249,"('you', 'know')",4.313675100996349
250,"('the', 'following')",4.311998667016521
251,"('the', 'garden')",4.311998667016521
252,"('the', 'cafeteria')",4.311998667016518
253,"('he', 'say')",4.310208954943995
254,"('as', 'well')",4.28539868062926
255,"('root', 'of')",4.284505647458751
256,"('just', 'like')",4.279752117488119
257,"('type', 'of')",4.278652921213315
258,"('easy', 'to')",4.271727294103204
259,"('picture', 'of')",4.26859925654939
260,"('I', 'sat')",4.266616715298985
261,"('’t', 'think')",4.262807976414685
262,"('who', 'have')",4.256160903885277
263,"('give', 'i')",4.246896289336071
264,"('a', 'iterative')",4.242523260434908
265,"('to', 'implement')",4.238560430168011
266,"('need', 'to')",4.238560430168004
267,"('the', 'same')",4.231828318332536
268,"('“No', 'I')",4.224796539604359
269,"('you', '’ve')",4.219677610986864
270,"('we', 'must')",4.2188585157254614
271,"('how', 'do')",4.216591953081064
272,"('the', 'World')",4.2050834631000065
273,"('the', 'road')",4.2050834631000065
274,"('at', 'i')",4.203867712001848
275,"('a', 'clinic')",4.199454538543019
276,"('method', 'for')",4.193324579504951
277,"('power', 'of')",4.192496277463601
278,"('we', 'will')",4.1882505297950665
279,"('part', 'of')",4.1876792611658225
280,"('the', 'getae')",4.174495143266586
281,"('go', 'to')",4.166410644412171
282,"('we', 'shall')",4.166391095831322
283,"('tell', 'you')",4.158566096683472
284,"('can', 'not')",4.152052484006592
285,"('the', 'rest')",4.151533994823275
286,"('i', 'again')",4.145451025776529
287,"('through', 'my')",4.141987170472959
288,"('I', 'decide')",4.129113191549051
289,"('a', 'fix')",4.1085801385348475
290,"('the', 'sky')",4.105547789549092
291,"('the', 'truth')",4.105547789549092
292,"('I', '’ve')",4.089738953214901
293,"('at', 'any')",4.074584695056885
294,"('end', 'of')",4.072202043745886
295,"('and', 'then')",4.064055012945175
296,"('she', 'say')",4.054499250210576
297,"('it', '’s')",4.049150365055848
298,"('be', 'concerned')",4.043785670861013
299,"('term', 'of')",4.0436328915491195
300,"('live', 'in')",4.0413939851197345
301,"('he', 'seem')",4.0323538392085325
302,"('of', 'step')",4.028480666316568
303,"('will', 'like')",4.018918619847593
304,"('set', 'of')",4.015618515379522
305,"('a', 'special')",4.0138988853869435
306,"('value', 'of')",4.013706394435744
307,"('must', 'have')",4.0120519003593245
308,"('laughter', 'and')",4.003627712213881
309,"('you', 'head')",3.9924681733526377
310,"('I', 'don')",3.990982272685553
311,"('when', 'we')",3.9795750966911285
312,"('the', 'sun')",3.9640753635962085
313,"('sum', 'of')",3.9611707313571465
314,"('a', 'recursive')",3.948115466341605
315,"('you', 'want')",3.9428374056280404
316,"('the', 'beach')",3.933487043762792
317,"('I', 'love')",3.9331929815737894
318,"('ask', 'i')",3.9283529041095946
319,"('happen', 'to')",3.916632335280646
320,"('the', 'door')",3.9076084119371863
321,"('I', 'think')",3.9075356219941533
322,"('the', 'middle')",3.8969611677376754
323,"('the', 'substitution')",3.8969611677376754
324,"('’t', 'look')",3.88896149882952
325,"('number', 'of')",3.8871701499133664
326,"('say', 'no')",3.877249547667887
327,"('I', 'mean')",3.8717570979577722
328,"('the', 'interpreter')",3.871426075630538
329,"('the', 'corner')",3.8645396900452944
330,"('across', 'the')",3.859486462319012
331,"('provide', 'a')",3.8463447884073787
332,"('a', 'b')",3.8327414866075564
333,"('make', 'i')",3.8285939204365853
334,"('can', 'see')",3.822281144740735
335,"('mean', 'it')",3.8164180584333884
336,"('the', 'window')",3.8094983264873363
337,"('you', 'feel')",3.8069539775462644
338,"('the', 'body')",3.805038678296633
339,"('I', 'wonder')",3.7885694184943404
340,"('the', 'Fermat')",3.781483950317739
341,"('I', '’ll')",3.7811898881287433
342,"('the', 'best')",3.77594576677631
343,"('he', 'turn')",3.763244918965057
344,"('have', 'no')",3.761225751328407
345,"('be', 'equal')",3.754279053666032
346,"('it', ""'s"")",3.7487063496067385
347,"('with', 'her')",3.742941061236511
348,"('seem', 'to')",3.742134604048509
349,"('there', 'be')",3.7330625677563347
350,"('if', 'n')",3.724788977303806
351,"('a', 'long')",3.701954879072204
352,"('produce', 'a')",3.701954879072204
353,"('you', 'life')",3.697724907791507
354,"('see', 'if')",3.691494537205383
355,"('out', 'of')",3.6824756329962334
356,"('definition', 'of')",3.6742380578259883
357,"('a', 'big')",3.670246019344866
358,"('it', 'seem')",3.662384429760966
359,"('continue', 'to')",3.6535979294468532
360,"('can', 'use')",3.6420316135708752
361,"('that', 'compute')",3.6364078393805706
362,"('the', 'whole')",3.633926761903883
363,"('against', 'the')",3.6339267619038793
364,"('1', '1')",3.6330251250441066
365,"('make', 'it')",3.6300049342025105
366,"('be', 'often')",3.628748171582167
367,"('the', 'result')",3.627500492744449
368,"('at', 'all')",3.6267410506948004
369,"('begin', 'to')",3.6196505975235134
370,"('to', 'compute')",3.610529207554965
371,"('side', 'of')",3.605634243826959
372,"('I', 'wasn')",3.5885448101863453
373,"('if', 'we')",3.569355762809593
374,"('will', 'see')",3.564962131276449
375,"('I', 'finally')",3.556123332493968
376,"('the', 'house')",3.5530067665203156
377,"('if', 'you')",3.5516466483035636
378,"('I', 'hear')",3.5504096812995734
379,"('such', 'a')",3.5499517856271545
380,"('the', 'equation')",3.5464639206535438
381,"('most', 'of')",3.5461332320783043
382,"('shall', 'have')",3.544546981186347
383,"('way', 'to')",3.5437746514941004
384,"('for', 'some')",3.5412478829252514
385,"('to', 'keep')",3.530741181661316
386,"('I', 'try')",3.529651121132776
387,"('the', 'rain')",3.523502772210229
388,"('the', 'wave')",3.523502772210229
389,"('to', 'sit')",3.5127353936070023
390,"('the', 'world')",3.499625670192291
391,"('the', 'end')",3.484835263878736
392,"('to', 'help')",3.4836729280045375
393,"('be', 'still')",3.467974868509387
394,"('must', 'be')",3.4588231701398584
395,"('the', 'MIT')",3.4495021907664523
396,"('in', 'order')",3.4488183002887034
397,"('though', 'I')",3.4406461150740313
398,"('a', 'small')",3.4389204732384115
399,"('do', 'you')",3.4336777289846445
400,"('to', 'watch')",3.4312055081104056
401,"('what', 'do')",3.416396822596326
402,"('’s', 'not')",3.411428707111053
403,"('will', 'have')",3.403367799293015
404,"('this', 'thing')",3.389080032437729
405,"('he', 'look')",3.3877673558009604
406,"('the', 'van')",3.3859992484602977
407,"('because', 'it')",3.3774505423558097
408,"('the', 'paper')",3.3733992116806633
409,"('I', 'say')",3.366407484782112
410,"('the', 'edge')",3.364466086910653
411,"('a', 'particular')",3.3609179612371385
412,"('next', 'to')",3.3581420459206797
413,"('that', '’s')",3.3575484663850936
414,"('for', 'any')",3.3568233117878314
415,"('when', 'they')",3.3490868876369007
416,"('when', 'I')",3.34061729674276
417,"('with', 'i')",3.3386834007109094
418,"('show', 'that')",3.33155325785215
419,"('it', 'may')",3.3235117352450025
420,"('tell', 'he')",3.3115489491073653
421,"('a', 'drug')",3.3111649260400355
422,"('talk', 'to')",3.308949758059409
423,"('you', 'shall')",3.305407485012747
424,"('Elliot', 'I')",3.3031425913241
425,"('I', 'didn')",3.292611923831931
426,"('the', 'first')",3.2918207850788903
427,"('a', 'moment')",3.286917379793362
428,"('to', 'make')",3.28521052346683
429,"('we', 'have')",3.273306299747837
430,"('I', 'ask')",3.266616715298987
431,"('the', 'last')",3.259531247122382
432,"('’s', 'go')",3.257384304459663
433,"('the', 'remainder')",3.253104977962952
434,"('the', 'operator')",3.247868329596802
435,"('become', 'a')",3.2324695957709864
436,"('as', 'if')",3.2239981359651146
437,"('if', 'they')",3.220638522170745
438,"('in', 'which')",3.204892717402611
439,"('idea', 'of')",3.2014850606908567
440,"('a', 'great')",3.1994545385430193
441,"('will', 'not')",3.1987396574324087
442,"('I', 'want')",3.184154555107014
443,"('he', '’s')",3.1693768650220058
444,"('form', 'of')",3.161469381842977
445,"('the', 'nurse')",3.154457390030039
446,"('order', 'of')",3.1462026251896624
447,"('point', 'of')",3.1342630118781365
448,"('can', 'make')",3.1264905138072017
449,"('then', 'we')",3.1240802909733603
450,"('be', 'true')",3.122010838166517
451,"('may', 'be')",3.115377745834067
452,"('I', '’')",3.1128113792199485
453,"('the', 'software')",3.1103648058468707
454,"('this', 'process')",3.1089721132449952
455,"('the', 'environment')",3.1055477895490924
456,"('important', 'to')",3.101056906418073
457,"('’t', 'have')",3.092494892914651
458,"('be', 'sure')",3.091314040943601
459,"('model', 'of')",3.0722020437458895
460,"('a', 'new')",3.0719044888225078
461,"('a', 'second')",3.0566197603715644
462,"('not', 'know')",3.0522535689549244
463,"('one', 'of')",3.051140428218062
464,"('the', 'university')",3.0489642611827286
465,"('a', 'very')",3.0418048819568284
466,"('I', 'feel')",3.0388107977761685
467,"('from', 'i')",3.037391279919074
468,"('shall', 'be')",3.0343869728587656
469,"('be', 'stand')",3.0318130291949394
470,"('the', 'doctor')",3.016542783490344
471,"('because', 'I')",3.011802816270155
472,"('a', 'good')",3.009383404264451
473,"('then', 'he')",3.0010420332998287
474,"('do', 'this')",2.9958131558301027
475,"('before', 'I')",2.98650879610625
476,"('’', 'a')",2.981108950269274
477,"('the', 'value')",2.9804845232999604
478,"('the', 'room')",2.977579627945957
479,"('the', 'night')",2.973196753564764
480,"('come', 'to')",2.967258408350613
481,"('on', 'his')",2.9611266452735983
482,"('to', 'tell')",2.947329132503558
483,"('I', 'star')",2.944688620411622
484,"('to', 'find')",2.9443773257635506
485,"('participant', 'be')",2.933249194711351
486,"('a', 'procedure')",2.9278362864885317
487,"('find', 'a')",2.922344947497507
488,"('when', 'you')",2.919282677649143
489,"('the', 'fact')",2.9076084119371863
490,"('enough', 'to')",2.901525442890435
491,"('but', 'his')",2.8952052523278944
492,"('the', 'problem')",2.889765666333467
493,"('back', 'to')",2.8849234755533075
494,"('the', 'subject')",2.879039259740413
495,"('the', 'table')",2.875899552209848
496,"('it', 'be')",2.871636004304186
497,"('the', 'tree')",2.8645396900452944
498,"('consider', 'the')",2.861337258006955
499,"('work', 'in')",2.8569694139823056
500,"('I', 'can')",2.8550851595216784
501,"('I', 'know')",2.853420562844306
502,"('but', 'it')",2.852097530772806
503,"('the', 'second')",2.840692948090929
504,"('not', 'go')",2.8380847783266603
505,"('the', 'line')",2.833951370211878
506,"('you', 'see')",2.8287309199415205
507,"('to', 'talk')",2.8235229308891654
508,"('start', 'to')",2.8153489994434615
509,"('you', 'think')",2.8150818584296644
510,"('the', 'truck')",2.814499007545706
511,"('so', 'that')",2.8132279501612842
512,"('procedure', 'as')",2.8121465674051223
513,"('on', 'my')",2.804117531716571
514,"('each', 'of')",2.7892680804743897
515,"('the', 'most')",2.785929855348929
516,"('use', 'this')",2.784621356090774
517,"('like', 'this')",2.7813974552164886
518,"('the', 'next')",2.7795035861894988
519,"('like', 'a')",2.7787704761230323
520,"('like', 'he')",2.776707178771616
521,"('I', 'will')",2.7567556698185456
522,"('can', 'get')",2.7526756772548673
523,"('procedure', 'that')",2.7510298222974896
524,"('see', 'that')",2.7490820287583233
525,"('you', 'will')",2.74230441825533
526,"('think', 'it')",2.739567727358871
527,"('into', 'the')",2.738007284116364
528,"('turn', 'to')",2.7360600896388263
529,"('on', 'the')",2.7329127326320304
530,"('think', 'you')",2.732619698237695
531,"('I', 'walk')",2.7305638150587725
532,"('the', 'other')",2.7270361662953633
533,"('whether', 'the')",2.7270361662953597
534,"('you', '')",2.724065299970288
535,"('to', 'see')",2.7232033969327176
536,"('write', 'a')",2.7192328705040403
537,"('example', 'of')",2.7096319643611793
538,"('they', 'can')",2.701922376790236
539,"('I', 'have')",2.691707879241754
540,"('expression', 'that')",2.691549393573034
541,"('use', 'for')",2.688401576708909
542,"('I', 'get')",2.6816542145778257
543,"('how', 'to')",2.6678117886665547
544,"('be', 'prime')",2.6668162124156893
545,"('you', 'may')",2.666506177180789
546,"('to', 'get')",2.6535979294468497
547,"('problem', 'of')",2.6499690430628426
548,"('be', 'sit')",2.649942393851294
549,"('you', 'get')",2.648094140066906
550,"('of', 'Lisp')",2.6468962090132173
551,"('it', 'will')",2.643235559205639
552,"('the', 'idea')",2.633926761903883
553,"('to', 'class')",2.633698372009146
554,"('can', 'do')",2.632381443537156
555,"('after', 'a')",2.631565551180806
556,"('about', 'it')",2.625721595517863
557,"('so', 'I')",2.6227605255242565
558,"('compute', 'the')",2.616853248544942
559,"('as', 'a')",2.610086858701859
560,"('take', 'a')",2.6036528054603956
561,"('then', 'I')",2.586875989825728
562,"('method', 'of')",2.5867752165756492
563,"('it', 'take')",2.582460885464016
564,"('a', 'number')",2.5764239969883427
565,"('into', 'a')",2.5754224731432735
566,"('around', 'the')",2.5694948893088814
567,"('you', 'can')",2.569319175787463
568,"('evaluate', 'the')",2.567837571446109
569,"('I', 'look')",2.566176997157889
570,"('we', 'use')",2.5619324194843713
571,"('be', 'call')",2.561633975723634
572,"('know', 'that')",2.5584611603110936
573,"('when', 'it')",2.5583663277160973
574,"('place', 'to')",2.5381207120269202
575,"('have', 'just')",2.5349182799885703
577,"('the', 'rule')",2.523502772210229
578,"('the', 'side')",2.523502772210229
576,"('express', 'the')",2.523502772210229
579,"('through', 'the')",2.5205852888279345
580,"('but', 'I')",2.5188712823795356
581,"('but', 'they')",2.5172872086097478
582,"('like', 'that')",2.5123665754371984
583,"('what', 'you')",2.506104835249875
584,"('the', 'definition')",2.504643744958912
585,"('be', 'evaluate')",2.4955447852658637
586,"('to', 'evaluate')",2.4943993345976025
587,"('that', 'way')",2.494365156015469
588,"('be', 'wait')",2.491244647832236
589,"('hold', 'the')",2.4909688080618366
590,"('when', 'he')",2.4873030293518745
591,"('they', 'say')",2.4759990001191206
592,"('the', 'function')",2.4754973992993996
593,"('the', 'follow')",2.4706964130355793
594,"('in', 'any')",2.4679271232364073
595,"('at', 'he')",2.467897423181011
596,"('say', 'that')",2.4609058508884196
597,"('thing', 'that')",2.4570841399360113
598,"('be', 'also')",2.456598505025344
599,"('order', 'to')",2.4500645353617188
600,"('the', 'evaluation')",2.446928247102626
601,"('take', 'it')",2.444957361714085
602,"('do', 'it')",2.439378291499011
603,"('I', '')",2.4373470168129394
604,"('trial', 'be')",2.432350958778663
605,"('and', 'she')",2.429904962596485
606,"('if', 'he')",2.4292439917771205
607,"('in', 'his')",2.422869848251068
608,"('why', 'I')",2.422267585759176
609,"('a', 'car')",2.419020915800708
610,"('think', 'I')",2.3839736659371376
611,"('think', 'that')",2.3817960126317708
612,"('a', 'function')",2.3800267841848424
613,"('for', 'i')",2.3791911248162805
614,"('you', 'make')",2.3780527868445134
615,"('in', 'the')",2.367678439846408
616,"('the', 'sum')",2.364466086910653
617,"('not', 'you')",2.362972772546563
618,"('I', 'need')",2.359726119690464
619,"('and', 'b')",2.3562570382629175
620,"('just', 'as')",2.349310444449454
621,"('the', 'girl')",2.3485245430416377
622,"('get', 'a')",2.348317924457504
623,"('at', 'the')",2.347331740128798
624,"('be', 'very')",2.3392415543871827
625,"('and', 'their')",2.33881190380351
626,"('but', 'he')",2.33357525543736
627,"('as', 'he')",2.331692332903195
628,"('we', 'get')",2.3246531797480543
629,"('it', 'up')",2.3235117352450025
630,"('return', 'the')",2.311998667016521
631,"('the', 'moment')",2.311998667016521
632,"('I', 'just')",2.311163154252249
633,"('make', 'a')",2.307095261730989
634,"('to', 'show')",2.305674626026544
635,"('for', 'us')",2.3002397834214605
636,"('be', 'not')",2.298672523546699
637,"('be', 'better')",2.294847435028732
638,"('just', 'a')",2.291935454559983
639,"('time', 'I')",2.2914201062995545
640,"('be', 'just')",2.2898118451314318
641,"('of', 'the')",2.2879932040057263
642,"('the', 'number')",2.285031619416248
643,"('get', 'my')",2.2843077105206646
644,"('the', 'process')",2.2834295148197477
645,"('face', 'I')",2.2831048380875494
646,"('b', 'a')",2.276348138083172
647,"('at', 'my')",2.262464824830527
648,"('in', 'us')",2.2593405014249903
649,"('walk', 'to')",2.2550485529565734
650,"('hear', 'the')",2.247868329596802
651,"('the', 'square')",2.2459094765587437
652,"('what', 'I')",2.244921644199664
653,"('all', 'this')",2.242238644108454
654,"('the', 'product')",2.241609339125123
655,"('know', 'I')",2.2387107187290987
656,"('than', 'I')",2.2384198234683303
657,"('any', 'of')",2.235700776028768
658,"('of', 'square')",2.234931543783997
659,"('+', 'a')",2.2348288686449074
660,"('which', 'be')",2.2344115811667606
661,"('procedure', 'for')",2.233513669620649
662,"('what', 'we')",2.229584922318523
663,"('in', 'this')",2.2255029970779
664,"('to', 'work')",2.2247546306429804
665,"('the', 'answer')",2.2076620072017867
666,"('to', 'go')",2.2029365204372873
667,"('with', 'a')",2.194747535865492
668,"('voice', 'be')",2.1913428592748723
669,"('you', 'take')",2.1884897332335953
670,"('this', 'procedure')",2.1882610230496304
671,"('just', 'have')",2.1869949765682613
672,"('who', 'be')",2.179370217608792
673,"('of', 'their')",2.1791172476624006
674,"('be', 'go')",2.1780867625726046
675,"('some', 'of')",2.175706619499749
676,"('from', 'the')",2.171517443466687
677,"('up', 'to')",2.1708158235321697
678,"('over', 'the')",2.16515727868725
679,"('in', 'my')",2.162767241729938
680,"('I', 'shall')",2.1597015113824725
681,"('will', 'be')",2.1582613644358766
682,"('up', 'in')",2.1509539102918076
683,"('use', 'to')",2.1486749266508127
684,"('it', 'out')",2.145986215522882
685,"('off', 'the')",2.1420736655742054
686,"('have', 'a')",2.1419963844809438
687,"('well', 'I')",2.1373336983540163
688,"('if', 'I')",2.1323156235873917
689,"('the', 'way')",2.126887261759528
690,"('where', 'I')",2.123658761456941
691,"('the', 'car')",2.1221741081365018
692,"('face', 'be')",2.1186904798749033
693,"('a', 'example')",2.11699237835105
694,"('they', 'they')",2.1096072097820056
695,"('so', 'we')",2.1074974067777568
696,"('part', 'the')",2.1055477895490924
697,"('if', 'it')",2.102343304221442
698,"('again', 'I')",2.0966917138566714
699,"('use', 'it')",2.094919960896217
700,"('the', 'study')",2.0831799765206362
701,"('that', ""'s"")",2.0819140237716667
