,eng_word,l1,l1_context,l2,l2_context
10,go,être permis,go | ,идти,"go | walk | going | You must go now. | You should go without me. | I gotta go deal with her. | Can we go now? | Where can we go? | You go right on home. | Fifty gold pieces and you can go home. | Leave me, and go to him. | You may go now. | Can we please go home now? | But you can go home now. | Now you can all go to bed. | You can go home. | It is time for you to let go. | You may go home if you wish. | "
11,go,être permis,go | ,иди,"go | come | go ahead | edie | Go upstairs and study. | You better go to your room. | Now just go outside, enjoy yourself and. | Just go to work. | Go to your own room. | Then go and get him out of there! | Go get the wallet and the keys. | You go home and wait for her to ring you. | Go to your room and do your homework. | Do you hear me, go to bed! | Go buy me some water. | Now go to sleep! | Now you go to school. | Go out and remove them from the wing. | Go to the center of the platform. | "
12,go,être permis,go | ,идете,"go | walk | When you go into surgery, they go into surgery. | So you go to the hardware store. | The speed increases the farther you go. | The law forbids that we watch as you go. | So why do you go that fast? | Then you go into the foyer. | You go of your own will. | The levels get more difficult and complicated as you go. | It is so late, where will you go? | You guys go first. | We go where you go. | Either you buy something or you go. | The faster you go, the more you score. | Then why do you go to the teacher's residence? | You go on ahead and hide. | "
13,go,être permis,go | ,идут,"go | coming | goes | When the stars go to sleep. | When you go into surgery, they go into surgery. | Good deals go very fast. | I mean, people go to him for encouragement. | The scratches go through the paper. | Witness statements go in a separate appendix. | Sometimes they go to a hotel. | One of you go there. | Two stay, two go and get help. | Two fellows go walking down the street. | Do the recent measures go far enough? | And where do they go? | Prices go up and down. | So they go and see your mum and dad. | I wonder who they are, where they go? | "
14,go,être permis,go | ,поехать,"go | ride | I was thinking we could go on a yoga retreat. | You can go tomorrow. | Could you go over there? | We should definitely go one weekend. | But you wouldn't go to the wedding. | Maybe we should go to motel. | I thought we might go along, see some sights. | You could go tonight, if you want. | Why did you say you'd go with your dad? | You got someone you can go to? | We could go to them. | Maybe we should all go. | You should go to the hospital. | He could go with us. | Let me go too with you. | "
15,go,être permis,go | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
16,go,être permis,go | ,пройти,"pass | go | walk | undergo | I could go without a worry. | My family has helped me go through tough things. | I can not go like that. | Let us go and sleep with our mother. | He must go through all the yellow dots. | You gotta go behind the back. | We gotta go across this thing? | But let me go. | He promised to finally go get a physical. | We should go over field trip procedures again. | Let me go, let me go! | Let me go, let me go! | Can you go through locks in a. | Then he can go through a narrow passage. | So we can go through? | "
17,go,être permis,go | ,ходить,"walk | go | going | attend | You should go to seminary. | This is like secret place you go? | He can go out to the cemeteries too. | And what church you can go to. | I think we should go upstairs. | Guests can also go fishing on the property. | I can barely go to the bathroom without his approval. | Until then you'll go to school. | He said she couldn't go on dates? | Why go to him, then? | And you could go to the bathroom wherever you want. | Tell him all the children must go to school. | Where do you go to the bathroom? | You should go to school. | They might go to the library more. | "
18,go,être permis,go | ,пошел,"went | go | gone | walked | I did go first. | Tell me you didn't go over there. | I saw him go into his room. | Did he go up the stairs? | Where did he go, did you see? | Would you go left or right? | I would not go either way. | Where would you go? | Now the question is, where'd it go? | I would go for someone who's more. | I go into the kitchen, grab a knife. | I did go in after him. | So where does he go? | I would go with you, but, um. | I started thinking, why would he go? | "
19,go,faire,"be | have | do | work | make | make out | make up | get | get up to | take | create | go | put in | pay | write | pack | cut | carry | deal out | serve | draw | wear | clock up | dial | tender | suffer | wage | dish out | bake | brew | inflict | proffer | We always go for the truth. | Otherwise they'll go out on strike. | We should go camping. | It will help you go undetected. | You should go into politics. | I gotta go and clean the dishes. | I should probably go get tested, too. | He would no more go for that, you know. | Can we go for a spin? | You just watch the parade go by. | You want to get changed and go a couple rounds? | We can still go through insurance, if you want. | He wants to pay if you go with him. | This business must go smoothly, yes? | I gotta go make a wish. | ",отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
20,go,partir,set out | go | start | get off | go off | start off | take off | drive off | come out | come away | get away | go away | head off | leave | wash off | sail | depart | retire | I have to go at 5:00. | It’s time to go. | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
21,go,se mettre,get into | go | fit | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
22,go,qui reste à,go | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
23,go,passer,to be on | get by | take | place | show | go | go by | go on | call | call in | run | play | come by | come over | while away | enter into | put through | go past | to drive past | hand down | transfer | come round | flow | pass | pass by | pass on | fill in | drop by | spend | pop in | pop round | roll on | sit | wash out | jump | strain | vent | fade | swipe | brew | poke | percolate | I wonder how it'll go. | So why couldn't he go through with the hit? | We better go this way. | Swear you won't go a day without thinking of us. | Go above his head. | Show up late so you can go on last. | We can go right in through here. | It should probably go. | He said you can go for audition. | We must let the opening ceremony go smoothly. | I gotta go through the whole house. | I gotta go by the store. | The operation must go well. | You think we can go? | You can go first. | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
24,go,se passer,place | go | go on | pass off | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
25,go,faire une activité,go | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
26,go,aller,be | do | go | go on | to go | single | go along | travel | let | go ahead | ride | to go forth | strike | belong | sail | outbound | outward | We’re ready to go. | He got hurt and had to go to the hospital. | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
27,go,devenir,get | go | run | become | turn | grow | to bloom into | To go crazy/bankrupt/bald/deaf Etc. | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
28,go,se vendre,go | sell | sell out | fetch | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
29,go,mener,take | go | lead | carry on | conduct | wage | herd | steer | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
30,go,être transmis,go | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
31,go,aller aux toilettes,go | bathroom | Do you need to go? | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
32,go,réussir,make | make it | get there | get through | to make good | go | come off | bring off | manage | pass | get ahead | pull off | succeed | nail | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
33,go,marcher,work | work out | go | run | march | step | walk | operate | trek | tread | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
34,go,mourir,go | pass away | die | perish | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
35,go,disparaître,go | go away | clear up | missing | to go missing | die | die out | wear off | disappear | melt away | fade | fade away | dissolve | to become extinct | vanish | abscond | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
36,go,céder,go | give | give in | give up | give way | yield | cave in | climb down | snap | buckle | indulge | hive off | concede | knuckle under | cede | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
37,go,à emporter,"go | takeaway | takeout | “I’d like a cheeseburger and fries to go, please.”. | ",отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
38,go,griller,go | run | grill | toast | fry | broil | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
39,go,lâcher,go | give out | release | let | let go | pack up | fail | throw up | loose | turn loose | chuck | chuck in | blurt | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
40,go,sonner,go | go off | sound | ring | strike | toll | chime | ,отправиться,"go | heading | It think we should go to the island together. | We can go home! | After breakfast, you can go walk around the pond. | I can go home. | Guests can go hiking or use mountain bikes on site. | Perhaps we should go by ship. | Shall we go on a tour to her? | We better go look for her. | Guests can enjoy the garden or go sightseeing. | But you can't go to jail! | I can go there, talk to him. | I think you should go home. | You should go home. | Go out on the boat and see the eclipse? | He can go to jail. | "
41,secret,garder qqch secret,secret | ,секретный,secret | Maybe you need a secret knock. | So this is your secret room. | And added the secret ingredient of caring? | It started when they forgot the secret knock. | A new secret source of mine. | Only you should know your secret question and secret answer. | Only you should know your secret question and secret answer. | Do your secret voice! | The secret machine that the allies used to communicate. | I want to change my secret question. | Something about a super secret project? | You look like a secret agent in that suit. | Do you know the secret story of your name? | You could read the secret code. | Routinely generate a new secret key. | 
42,secret,garder qqch secret,secret | ,тайной,"secret | mystery | secrecy | clandestine | arcane | undercover | covert | Look at you with the secret life. | The spiritual bridge to the secret church. | Our consciousness was a secret for thousands of years. | That was my secret! | That was a secret? | She was part of the secret. | It has remained a secret, however. | Your relationship, it was a secret? | They were my secret. | The location of the cup was secret. | That this has to be kept secret. | Now he had a secret truly global significance. | So long as they remain my secret. | They exchanged a secret glance of joy and congratulation. | We chose to live with the secret, with fear, ... | "
43,secret,garder qqch secret,secret | ,втихомолку,"secret | secretly | I do not want to do things in secret! | take a picture in secret. | ... times, this investment fund Secret redeem shares of the group | "
44,secret,garder qqch secret,secret | ,потайной,"secret | countersunk | When did you build this secret passage? | But never so secret that you can't find it. | You found yourself a secret passage? | The secret tunnel under the bed! | Always a secret drawer. | No doubt one of us will find the secret passage. | We're in a secret room. | It's in my secret room behind the bookcase. | The secret passage between the palace and the | And I found the secret passage in here. | Surely a Secret Archive has an attendant secret passageway. | There is also a secret garden, and an oak door ... | ... I took from that secret room? | "
45,table,envisageable,table | All of these options are on the table. | ,таблице,"table | spreadsheet | The following table shows the proposed virtual processor allocations. | The table below lists the recommended specifications of network components. | Opens the change request record selected in the table. | The following table links to articles about individual members. | The following table summarizes which objects create what. | Select from the sizes listed from the family table. | When completed, information is updated in the table. | Location of the affected query table. | The table below outlines some of the options available. | The icon is not displayed in data extraction table. | Additional headers are described in the following table. | Columns are presented in the table in the list order. | Work with object data in an object data table. | The value must be listed in the following table. | You cannot edit report data within the table. | "
46,table,envisageable,table | All of these options are on the table. | ,настольный,"table | ping | desktop | Guests can enjoy a game of billiards and table tennis. | There also is a football table and a darts board. | In summer, guests can play table tennis. | Guests can enjoy playing table tennis or table football. | Guests can enjoy playing table tennis or table football. | Guests can play table tennis in the guest house. | Guests can also play table tennis and billiards. | Guests can play table tennis at the property. | Other facilities include a cafeteria and a ping pong table. | Guest can play volleyball and table tennis on site. | Guests are welcome to play table tennis or table football. | Guests are welcome to play table tennis or table football. | Guests can make use of the billiards and table tennis. | A games room includes a billiards table and table tennis. | Guests can play table tennis and enjoy the games room. | "
47,table,tablée,table | ,стол,"table | desk | Some rooms also include a kitchenette and a dining table. | I said, hands on the table! | Private patios are furnished with a table and chairs. | The rooms have a dining table and ironing facilities. | The suites include a seating area and a dining table. | A games room also features a billiards table. | A dining table is also provided. | Apartments also have a dinner table with chairs. | I would climb on the kitchen table and then. | It has a dining table and ironing facilities. | Put them on the table. | This is like a big kid's table. | Place it on the table. | Put every box on the table. | The patio is furnished with table and chairs. | "
48,table,tablée,table | ,настольный,"table | ping | desktop | Guests can enjoy a game of billiards and table tennis. | There also is a football table and a darts board. | In summer, guests can play table tennis. | Guests can enjoy playing table tennis or table football. | Guests can enjoy playing table tennis or table football. | Guests can play table tennis in the guest house. | Guests can also play table tennis and billiards. | Guests can play table tennis at the property. | Other facilities include a cafeteria and a ping pong table. | Guest can play volleyball and table tennis on site. | Guests are welcome to play table tennis or table football. | Guests are welcome to play table tennis or table football. | Guests can make use of the billiards and table tennis. | A games room includes a billiards table and table tennis. | Guests can play table tennis and enjoy the games room. | "
49,table,tableau,"table | board | on the board | arrival board | picture | old master | array | instrument panel | chart | bulletin board | scene | painting | departure board | roll of honour | dashboard | flip chart | roster | chalk board | scoreboard | blackboard | rota | whiteboard | fascia | heirloom | The population has grown, as shown in table 1. | ",настольный,"table | ping | desktop | Guests can enjoy a game of billiards and table tennis. | There also is a football table and a darts board. | In summer, guests can play table tennis. | Guests can enjoy playing table tennis or table football. | Guests can enjoy playing table tennis or table football. | Guests can play table tennis in the guest house. | Guests can also play table tennis and billiards. | Guests can play table tennis at the property. | Other facilities include a cafeteria and a ping pong table. | Guest can play volleyball and table tennis on site. | Guests are welcome to play table tennis or table football. | Guests are welcome to play table tennis or table football. | Guests can make use of the billiards and table tennis. | A games room includes a billiards table and table tennis. | Guests can play table tennis and enjoy the games room. | "
50,table,table,"table | content | card table | pool table | conference table | breakfast table | dining table | contents page | table of contents | round table | coffee table | night stand | conversion table | dinner table | gaming table | nest of tables | occasional table | altar table | picnic table | drinks trolley | tea trolley | couch | multiplication table | ceramic hob | sounding board | billiard table | bedside table | hostess trolley | trestle table | washstand | A table showing changes in temperature over time. | She put the plate on the table. | He rang the restaurant to book a table for lunch. | He accepted a slew of payoffs under the table. | A small table stood next to the chair. | Children at the school have spelling tests and learn their tables. | Our offer remains on the table. | By 3.30 everybody was under the table. | He was reputed to have the finest French table of the time. | I’d like a table for two at about 8.30, please. | Police invited householders to a seminar on how to turn the tables on Burglars. | The whole table was in gales of laughter. | A family sitting around the dinner table. | ",настольный,"table | ping | desktop | Guests can enjoy a game of billiards and table tennis. | There also is a football table and a darts board. | In summer, guests can play table tennis. | Guests can enjoy playing table tennis or table football. | Guests can enjoy playing table tennis or table football. | Guests can play table tennis in the guest house. | Guests can also play table tennis and billiards. | Guests can play table tennis at the property. | Other facilities include a cafeteria and a ping pong table. | Guest can play volleyball and table tennis on site. | Guests are welcome to play table tennis or table football. | Guests are welcome to play table tennis or table football. | Guests can make use of the billiards and table tennis. | A games room includes a billiards table and table tennis. | Guests can play table tennis and enjoy the games room. | "
51,table,classement,table | album chart | rating | league table | standing | filing | ranking | singles chart | placings | ,настольный,"table | ping | desktop | Guests can enjoy a game of billiards and table tennis. | There also is a football table and a darts board. | In summer, guests can play table tennis. | Guests can enjoy playing table tennis or table football. | Guests can enjoy playing table tennis or table football. | Guests can play table tennis in the guest house. | Guests can also play table tennis and billiards. | Guests can play table tennis at the property. | Other facilities include a cafeteria and a ping pong table. | Guest can play volleyball and table tennis on site. | Guests are welcome to play table tennis or table football. | Guests are welcome to play table tennis or table football. | Guests can make use of the billiards and table tennis. | A games room includes a billiards table and table tennis. | Guests can play table tennis and enjoy the games room. | "
52,create,créer,set up | create | design | style | build up | generate | engineer | We can create a new hero. | But you have to create to understand. | He wanted to create the world's finest comedian. | The brain cannot create something from nothing. | I shall create another canvas! | Otherwise we have to create a triangular effect. | My job is to create. | We forgot to create a fake author! | I am trying to create a pleasant work environment. | And man can't create no true parallel. | A picture can create movement. | Bunch of clones to create confusion. | You have to create these opportunities. | I have to create reasonable doubt. | You think it's possible to create a star? | ,создать,create | new | generate | build | make | set up | establish | Help me create a totally new genre of art. | Unable to create shortcut. | Could not create project folder. | Click the second point to create the gap. | Create and send the report manually. | Unable to create cooling channel. | Unable to create new layout. | Create a new security group. | You can edit existing terminal styles or create your own. | Use the following procedure to create provider organizations. | One can create a whole library of his translations. | Create a new table style. | It is a trick to create a formal relationship. | You plan to create several wireless connections. | Drag and click to create and finish the rectangle. | 
53,create,créer,set up | create | design | style | build up | generate | engineer | We can create a new hero. | But you have to create to understand. | He wanted to create the world's finest comedian. | The brain cannot create something from nothing. | I shall create another canvas! | Otherwise we have to create a triangular effect. | My job is to create. | We forgot to create a fake author! | I am trying to create a pleasant work environment. | And man can't create no true parallel. | A picture can create movement. | Bunch of clones to create confusion. | You have to create these opportunities. | I have to create reasonable doubt. | You think it's possible to create a star? | ,творить,"create | The desire to create and a flight of fancy. | Our common task is to create the best art. | You think to create is to forgive yourself in public. | We can create basically for food fans. | The main thing is the desire to create! | We like to create and to experiment. | It is time to rise and time to create. | ... book is about learning how to create handmade magic. | ... and what it takes to create your own happiness. | ... a username and password you create. | We are continuing to create our history | In this case you create the same karma as ... | to fund what people can create outside, | ... which gives hope to live and create. | ... a pen, you're ready to create. | "
