,en,ru,fr
165,Mungo,Мунго,no_equality
166,back pack,рюкзак,sac à dos
167,analyser,анализатор,analyseur
168,Snyder,Снайдер,snyder
169,love making,секс,no_equality
170,Dame,дама,dame
171,Dame,дама,femme
172,Dame,дама,demoiselle
173,Dame,Дейм,no_equality
174,Dame,кавалерственная дама,no_equality
175,Kay,кей,kay
176,Kay,кей,k
177,Kay,кей,key
178,Jarl,Ярл,earl
179,Jarl,Ярл,jarl
180,Bonaparte,Бонапарт,bonaparte
181,semifinalist,полуфиналист,no_equality
182,Andar,Андар,no_equality
183,Physiol,физиология,no_equality
184,Gottfried,Готфрид,gottfried
185,Ironing board,гладильная доска,planche à repasser
186,Boma,Бома,boma
187,Boma,Боме,no_equality
188,Squeaker,Пискун,no_equality
189,cannikin,кружечка,no_equality
190,Albufeira,Албуфейра,no_equality
191,georgette,жоржет,no_equality
192,Texas,Техас,texas
193,Texas,Техасский,texan
194,Texas,Техасский,texas
195,wifeless,холостой,no_equality
196,Mendelson,Мендельсон,mendelson
197,orchestra pit,оркестровая яма,no_equality
198,WEEE,ОЭЭО,no_equality
199,WEEE,УЭЭО,no_equality
200,Juan,Хуан,juan
201,Joyce,Джойс,joyce
202,Manuela,Мануэла,manuela
203,multichannel,многоканальный,no_equality
204,multichannel,многоканальность,no_equality
205,Alleluia,аллилуйя,alléluia
206,Larson,Ларсона,larson
207,Larson,Ларсона,larsen
208,face down,ничком,face contre terre
209,face down,осаживать,no_equality
210,alarm clock,будильник,réveil
211,Houseman,слуга,no_equality
212,piezoelectric,пьезоэлектрический,no_equality
213,piezoelectric,пьезоэлектрический эффект,no_equality
214,Remora,ремора,no_equality
215,Viking,викинг,viking
216,Oedipus,Эдип,oedipe
217,Oedipus,эдипов комплекс,no_equality
218,Uganda,Уганда,ouganda
219,Sal,соль,no_equality
220,Nantes,Нант,nantes
221,Nantes,Нантский,no_equality
222,Idaho,Айдахо,idaho
223,Idaho,Айдахо,ldaho
224,Morin,Морин,morin
225,Martinmas,Мартина,no_equality
226,Noam,Ноама,noam
227,Scandinavia,СКАНДИНАВИЯ,scandinavie
228,Scandinavia,скандинавский,no_equality
229,Lavra,лавра,no_equality
230,Lavra,лаврский,no_equality
231,Excellency,Превосходительство,excellence
232,Excellency,превосходство,no_equality
233,Excellency,ваше Превосходительство,no_equality
234,helpful suggestion,полезное предложение,no_equality
235,Theseus,Тесей,thésée
236,Theseus,Тесей,theseus
237,adamantium,адамантин,no_equality
238,Cartwright,каретник,no_equality
239,Barda,барда,no_equality
240,under ground,под землей,sous terre
241,under ground,под землей,souterrain
242,under ground,под землей,en sous-sol
243,under ground,под землей,sous la terre
244,under ground,под землей,dans le sol
245,marabou,Марабу,marabout
246,Rick,стог,meule
247,Rick,Рик,rick
248,Rick,Рик,ric
249,lampstand,подсвечник,chandelier
250,Columbine,Коломбина,colombine
251,Columbine,водосбор,no_equality
252,Columbine,колумбайн,no_equality
253,Denis,Денис,denis
254,Denis,Денис,dennis
255,springwater,родниковая вода,eau de source
256,perfectness,совершенство,perfection
257,TV set,телевизор,téléviseur
258,TV set,телевизор,télévision
259,TV set,телевизор,télé
260,TV set,телевизор,poste de télévision
261,TV set,телевизор,tv
262,TV set,телеприемник,no_equality
263,TV-set,телевизор,téléviseur
264,TV-set,телевизор,poste de télévision
265,TV-set,телевизор,tv
266,Verite,Веритэ,no_equality
267,ziplock,зиплок,no_equality
268,Andre,Андре,andré
269,Collins,Коллинз,collins
270,Holyoke,Холиок,no_equality
271,Bourn,Борн,no_equality
272,Decius,Декий,no_equality
273,Nain,Наина,no_equality
274,GMO,ГМО,no_equality
275,Katerina,Катерина,katerina
276,Atlantean,могучий,no_equality
277,Atlantean,Атлантический,no_equality
278,Atlantean,Атлантида,atlantide
279,Atlantean,Атлант,no_equality
280,microelectrode,микроэлектрод,no_equality
281,Redman,краснокожий,no_equality
282,Hasan,Хасан,hasan
283,mollusca,моллюски,mollusque
284,nslookup,команда nslookup,no_equality
285,day-off,выходной день,no_equality
286,Genesis,генезис,genèse
287,Genesis,генезис,genesis
288,Genesis,бытие,genèse
289,Genesis,быт,no_equality
290,Genesis,Дженезис,genesis
291,cowpuncher,ковбой,cow-boy
292,Wulf,Вульф,no_equality
293,Heisenberg,гейзенберговский,no_equality
294,Heisenberg,Гейзенберг,heisenberg
295,Capetown,Кейптаун,no_equality
296,Jung,Юнга,jung
297,dryas,дриас,no_equality
298,romantism,романтизм,romantisme
299,tache,Таше,no_equality
300,Twiggy,ветвистый,no_equality
301,Twiggy,хрупкий,no_equality
302,Twiggy,Твигги,twiggy
303,flash memory,Flash-память,no_equality
304,flash memory,память Flash,no_equality
305,flash memory,флеш-память,no_equality
306,flash memory,флеш памяти,no_equality
307,flash memory,флэшпамять,no_equality
308,flash-memory,Flash-память,no_equality
309,flash-memory,флеш-память,no_equality
310,Maureen,Морин,maureen
311,nanotech,нанотех,no_equality
312,nanotech,нанотехнология,nanotechnologie
313,nanotech,нанотехнологический,no_equality
314,Busty,грудастый,no_equality
315,risk taking,принятие риска,no_equality
316,risk taking,принятие рискованных решений,no_equality
317,close range,близкое расстояние,no_equality
318,close range,близкий дистанции,no_equality
319,Borneo,Борнео,bornéo
320,Levinson,Левинсон,levinson
321,Penfield,Пенфилд,no_equality
322,Sandra,сандра,sandra
323,Tulsa,Талса,tulsa
324,disproportionality,диспропорциональность,no_equality
325,Tatyana,Татьяна,tatyana
326,reformist,реформист,no_equality
327,reformist,реформистский,réformiste
328,Yousef,Юсуф,youssef
329,adiabatic,адиабатический,no_equality
330,adiabatic,адиабатически,no_equality
331,Westside,вестсайдский,no_equality
332,credit-card,кредитная карточка,carte de crédit
333,credit-card,кредитная карточка,carte bancaire
334,credit-card,кредитная карточка,carte bleue
335,credit card,кредитная карта,carte de crédit
336,credit card,кредитная карта,carte bancaire
337,Aurelian,Аврелиан,no_equality
338,whole number,целое число,nombre entier
339,whole number,общее число,nombre total
340,whole number,целый ряд,no_equality
341,Petrie,Петри,petrie
342,Angelique,Анжелика,angélique
343,MCS,МКС,no_equality
344,MCS,мкн,no_equality
345,Atmel,компания Atmel,no_equality
346,single-page,одностраничный,no_equality
347,single page,отдельная страница,no_equality
348,papermaking,бумажное производство,no_equality
349,supination,супинация,no_equality
350,counterspell,контрзаклинание,no_equality
351,Matvey,Матвей,no_equality
352,Jalalabad,Джелалабад,no_equality
353,Jalalabad,джелалабадский,no_equality
354,Montgolfier,Монгольфье,no_equality
355,Curie,Кюри,curie
356,Curie,ки,no_equality
357,Wimbledon,Уимблдон,wimbledon
358,Wimbledon,Уимблдонский,no_equality
359,silver grey,серебристый,argenté
360,silver grey,серебристо серый,no_equality
361,Devlin,Дэвлин,devlin
362,landowning,землевладение,no_equality
363,landowning,землевладелец,no_equality
364,landowning,помещичий,no_equality
365,transhumanism,трансгуманизм,no_equality
366,four-day,четырехдневный,no_equality
367,Cusco,город Куско,cuzco
368,Cusco,город Куско,cusco
369,shipman,шкипер,no_equality
370,shipman,Шипман,no_equality
371,Jill,Джилл,jill
372,cultist,сектант,no_equality
373,cultist,культы,culte
374,Polonius,полоний,polonius
375,Chevy,охота,no_equality
376,Chevy,Шевроле,chevrolet
377,Chevy,Шевроле,chevy
378,Schenectady,Скенектади,schenectady
379,gonadotropin,гонадотропин,no_equality
380,salt cellar,солонка,salière
381,preconscious,предсознание,no_equality
382,preconscious,подсознательный,no_equality
383,Macintosh,Macintosh,macintosh
384,Macintosh,пользователи Macintosh,no_equality
385,Macintosh,макинтош,mac
386,Macintosh,макинтош,macintosh
387,Macintosh,макинтош,imperméable
388,Macintosh,компьютеры макинтош,mac
389,Macintosh,компьютеры макинтош,macintosh
390,strophe,строфа,strophe
391,Ashdod,ашдодский,no_equality
392,ASEAN,АСЕАН,l'asean
393,ASEAN,АСЕАН,anase
394,ASEAN,АСЕАН,sud-est
395,ASEAN,АСЕАН,cette association
396,Alexia,Алексия,alexia
397,speargun,подводное ружье,no_equality
398,Panama,Панама,panama
399,Panama,Панама,panaméen
400,Panama,Панамский,no_equality
401,upper level,верхний уровень,no_equality
402,upper level,верхний ярус,no_equality
403,upper level,высшая ступень,no_equality
404,Stephen,Стивен,étienne
405,Stephen,Стивен,steven
406,Stephen,Стивен,stephan
407,Stephen,Стивен,stephen
408,Walter,Уолтер,walter
409,Walter,Уолтер,walther
410,Boden,Боден,boden
411,Michelangelo,Микеланджело,michel-ange
412,Michelangelo,Микеланджело,michelange
413,Michelangelo,Микеланджело,michelangelo
414,tractive,тяговый,de traction
415,tractive,тяговое усилие,no_equality
416,winepress,давильный пресс,no_equality
417,winepress,давильня,no_equality
418,winepress,давильный,no_equality
419,Andrey,Андрей,andreï
420,Andrey,Андрей,andrey
421,well groomed,ухоженный,soigné
422,well groomed,холеный,no_equality
423,fire place,камин,cheminée
424,fire place,камин,cheminé
425,Minot,Майнот,no_equality
426,Sabina,Сабина,sabine
427,content,содержание,contenu
428,content,содержание,teneur
429,content,содержание,fond
430,content,материал,no_equality
431,content,состав,no_equality
432,content,довольство,no_equality
433,content,довольствоваться,se contenter
434,content,довольный,content
435,content,довольный,satisfait
436,content,содержательный,no_equality
437,content,содержимый,contenu
438,Forster,Форстер,forster
439,caulker,конопатчик,no_equality
440,suborder,подотряд,no_equality
441,Milliken,Милликен,no_equality
442,illusionary,иллюзорный,illusoire
443,categorisation,классификация,classification
444,categorisation,классификация,classement
445,x-box,x-коробка,no_equality
446,Ostend,Остенде,ostende
447,Phuong,Фыонг,no_equality
448,Phuong,Фуонг,no_equality
449,Ellison,Эллисон,ellison
450,buffy,желтый,no_equality
451,duelist,дуэлянт,duelliste
452,Wilson,Уилсон,wilson
453,own goal,собственная цель,no_equality
454,own goal,Автогол,no_equality
455,French,французский,français
456,French,французский,french
457,French,французы,français
458,French,французский язык,français
459,French,француженка,français
460,French,френч,french
461,French,Франц,no_equality
462,RAH,ура,no_equality
463,Vostok,Восток,no_equality
464,Andes,Анды,no_equality
465,Andes,Андский,no_equality
466,premodern,досовременный,no_equality
467,subfamily,подсемейство,no_equality
468,biopharmaceutical,биофармацевтический,no_equality
469,biopharmaceutical,биофармацевтический препарат,no_equality
470,Bashere,Баширу,no_equality
471,sugar basin,сахарница,no_equality
472,Bart,Барт,bart
473,Bart,Барт,barth
474,Rodin,Роден,rodin
475,arithmetical,арифметический,no_equality
476,Sonora,Сонора,no_equality
477,Olivia,Оливия,olivia
478,Olivia,Оливия,olive
479,Agra,Агра,no_equality
480,Cracow,Краков,cracovie
481,Cracow,краковский,no_equality
482,undecidability,неразрешимость,no_equality
483,alexandrite,александрит,alexandrite
484,ICT,ИКТ,tic
485,ICT,ИКТ,informatique
486,ICT,ИКТ,ict
487,ICT,ИКТ,technologies de l'information et des communications
488,ICT,сфера ИКТ,no_equality
489,ICT,ИТК,no_equality
490,Chevron,Шеврон,chevron
491,Chevron,компания Chevron,no_equality
492,Chevron,шевронный,no_equality
493,government-funded,финансируемый правительством,financé par le gouvernement
494,government-funded,финансируемый государством,no_equality
495,carcinoid,карциноидный,no_equality
496,Nebraska,Небраска,nebraska
497,Robespierre,Робеспьер,robespierre
498,Zen,дзен,zen
499,dinner-table,обеденный стол,no_equality
500,dinner table,обеденный стол,table
501,well nigh,почти,presque
502,well nigh,почти,à peu près
503,Transneft,Транснефть,no_equality
504,sem,РЭМ,no_equality
505,sem,поисковый маркетинг,no_equality
506,sem,сканирующий электронный микроскоп,no_equality
507,LNG,сжиженный природный газ,gaz naturel liquéfié
508,Noel,Ноэль,no_equality
509,iam,МКО,no_equality
510,grown up,взрослый,adulte
511,grown up,взрослый,grand
512,grown up,взрослый,mature
513,grown up,взрослый,grande personne
514,grown up,выращенный,no_equality
515,Massachusetts,Массачусетс,massachussetts
516,Massachusetts,Массачусетс,massachusetts
517,ASAC,Гага,no_equality
518,WWN,имя WWN,no_equality
519,Heil,Хайль,heil
520,Milanese,миланский,no_equality
521,Milanese,миланец,no_equality
522,Tatum,тэйтум,no_equality
523,fsck,программа fsck,no_equality
524,collectivism,коллективизм,collectivisme
525,Corrigan,Корриган,corrigan
526,Faustus,Фауст,no_equality
527,Perry,грушевый сидр,no_equality
528,Perry,пери,perry
529,Tullamore,талламор,no_equality
530,ribosomal,рибосомный,no_equality
531,Bela,бела,bela
532,Languedoc,Лангедок,no_equality
533,lm,лм,no_equality
534,Western,западный,occidental
535,Western,западный,ouest
536,Western,западный,de l'ouest
537,Western,вестерн,western
538,Western,Западная часть,no_equality
539,Western,Западно,no_equality
540,NT,новый завет,nouveau testament
541,Mirage,мираж,mirage
542,Mirage,марево,no_equality
543,Connor,Коннор,conner
544,Connor,Коннор,connor
545,door bell,дверной звонок,no_equality
546,pre-game,предварительная игра,no_equality
547,vice Chancellor,проректор,vice-chancelier
548,vice Chancellor,вице-канцлер,no_equality
549,vice-Chancellor,проректор,vice-chancelier
550,vice-Chancellor,вице-канцлер,no_equality
551,dematerialize,дематериализовать,no_equality
552,beginningless,безначальный,no_equality
553,beginningless,имеющий начала,no_equality
554,Komsomol,комсомол,no_equality
555,Komsomol,Комсомольский,no_equality
556,Inca,инки,inca
557,Inca,инкский,inca
558,diastema,диастема,no_equality
559,bobolink,Рисовая птица,no_equality
560,Barents sea,Баренцево море,mer de barents
561,white Christmas,белое Рождество,noël blanc
562,white Christmas,белое Рождество,white christmas
563,amphibole,амфибол,no_equality
564,amphibole,амфиболовый,no_equality
565,Yekaterina,екатерина,no_equality
566,Pskov,Псков,pskov
567,Pskov,псковичи,no_equality
568,Pskov,псковщина,no_equality
569,Pskov,Псковский,no_equality
570,Spector,Спектора,spector
571,Ivanov,Иванов,ivanov
572,flash light,проблесковый свет,no_equality
573,flash light,фотовспышка,no_equality
574,Pilar,Пилар,pilar
575,Pilar,волосистый,no_equality
576,cultic,культовый,no_equality
577,sinusoid,синусоида,no_equality
578,sinusoid,синусоидальный,no_equality
579,Canon,канон,canon
580,Canon,правило,no_equality
581,Canon,пушка,canon
582,Canon,церковный канон,canon
583,Canon,канонический,no_equality
584,mRNA,мРНК,no_equality
585,polymeric,полимерный,no_equality
586,saddle horse,Верховая лошадь,no_equality
587,five-minute,пять минут,cinq minutes
588,five-minute,пять минут,5 minutes
589,five-minute,пять минут,5 mn
590,five-minute,пятиминутный,no_equality
591,five-minute,5-минутный,no_equality
592,IANA,организация IANA,no_equality
593,writing table,письменный стол,bureau
594,Philip,Филипп,philippe
595,Philip,Филипп,philip
596,Tarzan,тарзан,tarzan
597,pintail,шилохвость,no_equality
598,rotational speed,частота вращения,régime
599,rotational speed,вращательная скорость,no_equality
600,rotational speed,окружная скорость,no_equality
601,NTLM,протокол NTLM,no_equality
602,NTLM,проверка NTLM,no_equality
603,Elysium,Элизиум,élysée
604,Elysium,Элизиум,elysium
605,Arizona,Аризона,arizona
606,Arizona,Аризонский,arizona
607,Cora,кора,cora
608,Cora,тетушка кора,cora
609,Wilberforce,вилберфорс,no_equality
610,proliferative,пролиферативный,no_equality
611,proliferative,пролиферация,no_equality
612,proliferative,пролиферирующий,no_equality
613,bothy,Лесной домик,no_equality
614,IFF,МКФ,no_equality
615,Metternich,Меттерних,no_equality
616,metrical,метрический,métrique
617,clearing house,расчетная палата,no_equality
618,clearing house,информационный центр,no_equality
619,risperidone,рисперидон,rispéridone
620,moveless,неподвижный,immobile
621,Luke,лука,luke
622,Luke,Евангелие от Луки,luc
623,Luke,люк,luc
624,Luke,люк,luke
625,Luke,Льюк,luke
626,Bryant,Брайант,bryant
627,Bryant,Брайнт,bryant
628,Abijah,Авия,no_equality
629,Widmore,Уидмора,widmore
630,Allie,Элли,allie
631,Cruyff,Круифф,no_equality
632,Sundry,различный,divers
633,Sundry,разное,divers
634,Sundry,всякий,chacun
635,Athena,Афина,athéna
636,Whitney,Уитни,withney
637,Whitney,Уитни,whitney
638,MOP,швабра,serpillière
639,MOP,швабра,serpillère
640,MOP,копна,no_equality
641,MOP,мор,no_equality
642,MOP,вытирать,éponger
643,MOP,вытирать,essuyer
644,MOP,мыть,laver
645,MOP,мыть шваброй,serpillière
646,MOP,разделаться,no_equality
647,MOP,осушать,no_equality
648,Nelly,Нелли,nelly
649,modeler,модельер,no_equality
650,modeler,разработчик модели,modélisation
651,modeler,моделист,no_equality
652,gas lamp,газовый фонарь,no_equality
653,marmoreal,мраморный,no_equality
654,Sorel,Сорель,no_equality
655,Lombard,ломбардский,no_equality
656,Lombard,ломбардный,no_equality
657,Lombard,ломбардец,no_equality
658,Lombard,ломбард,lombard
659,Pierson,Пирсон,pierson
660,Pierson,Пирсон,pearson
661,cortisone,кортизон,cortisone
662,nane,Нане,no_equality
663,Cyprian,кипрский,chypriote
664,Cyprian,Киприан,no_equality
665,Cyprian,киприот,no_equality
666,Belarussian,белорусский,biélorusse
667,Belarussian,белорусский,bélarussienne
668,Belarussian,белорусский,bélarussien
669,Belarussian,белорус,biélorusse
670,Ben,Бен,ben
671,buy now,купить сейчас,acheter
672,mirabelle,Мирабель,mirabelle
673,McLaughlin,Маклафлин,mclaughlin
674,zilpah,Зелфа,no_equality
675,lupe,Лупе,lupe
676,round up,сгонять,rassembler
677,Chinatown,китайский квартал,no_equality
678,Sunwell,солнечный колодец,no_equality
679,top level,верхний уровень,no_equality
680,top level,верхний эшелон,no_equality
681,top level,верхний ярус,no_equality
682,Zhang,Чжан,zhang
683,GE,Дженерал электрик,no_equality
684,GE,германий,no_equality
685,Jah,джах,no_equality
686,Recep,РЕЦЭП,no_equality
687,Snoopy,выслеживающий,no_equality
688,Snoopy,ищейка,no_equality
689,Benidorm,Бенидорм,no_equality
690,Benidorm,город Бенидорм,no_equality
691,Connaught,Коннот,no_equality
692,Stravinsky,Стравинский,stravinsky
693,Mariposa,Марипоса,no_equality
694,pre-installation,предварительная установка,no_equality
695,long haul,долгий путь,long voyage
696,long haul,долгий путь,long chemin
697,long haul,долгий,no_equality
698,long haul,дальнемагистральный,no_equality
699,Drexel,Дрексель,drexel
700,DeWitt,Девит,no_equality
701,Joanna,Джоанна,joanna
702,Joanna,Джоанна,johanna
703,Joanna,Иоанн,no_equality
704,keeley,кили,keeley
705,Ashgabat,Ашхабад,achgabat
706,Juche,чучхе,juche
707,ope,открыть,no_equality
708,Autostrada,автомагистраль,autoroute
709,hand out,раздавать,distribuer
710,hand out,раздавать,donner
711,hand out,выдавать,donner
712,middle age,средний возраст,âge moyen
713,middle age,зрелые годы,no_equality
714,Lascar,Ласкар,no_equality
715,Rowan,рябина,sorbier
716,Rowan,Роуэн,rowan
717,Rowan,рябиновый,no_equality
718,Sheridan,Шеридан,sheridan
719,Sicilian,сицилийский,sicilien
720,Sicilian,сицилиец,sicilien
721,Sicilian,Сицилия,sicile
722,writing-Desk,письменный стол,bureau
723,writing Desk,письменный стол,bureau
724,writing Desk,бюро,bureau
725,superfluously,излишне,no_equality
726,Naina,Наина,no_equality
727,wind up,заводить,remonter
728,wind up,наматывать,enrouler
729,wind up,завершать,terminer
730,wind up,очутиться,no_equality
731,wind up,ликвидировать,liquider
732,wind up,взвинтить,no_equality
733,dishabille,дезабилье,no_equality
734,topographic,топографический,no_equality
735,Iow,другими словами,no_equality
736,McFaul,Макфол,no_equality
737,Buddhist,буддист,bouddhiste
738,Buddhist,буддийский,bouddhiste
739,molarity,молярность,no_equality
740,tritium,тритий,tritium
741,tritium,тритиевый,no_equality
742,starshine,звездное сияние,no_equality
743,wedding dress,подвенечное платье,robe de mariée
744,wedding dress,платье венчания,no_equality
745,Livermore,Ливермор,livermore
746,Douglass,Дуглас,douglas
747,realism,реализм,réalisme
748,Janis,Янис,no_equality
749,bara,бар,no_equality
750,unforgotten,незабытый,no_equality
751,movables,движимое имущество,biens meubles
752,movables,движимое имущество,biens mobiliers
753,movables,движимость,no_equality
754,nanomachine,наномашина,no_equality
755,Laundry basket,корзина для белья,corbeille à linge
756,Catalina,Каталина,catalina
757,sunshiny,солнечный,solaire
758,sunshiny,солнечный,ensoleillée
759,brilliance,блеск,éclat
760,brilliance,блеск,brillant
761,brilliance,блеск,brio
762,brilliance,яркость,brillance
763,brilliance,яркость,luminosité
764,brilliance,гениальность,génie
765,brilliance,гениальность,intelligence
766,brilliance,блистательность,no_equality
767,Hallelujah,аллилуйя,alléluia
768,Hallelujah,аллилуйя,hallelujah
769,Hallelujah,ура,no_equality
770,Renoir,Ренуар,renoir
771,degeneration,вырождение,no_equality
772,degeneration,упадок,dégradation
773,degeneration,упадок,décadence
774,degeneration,измельчание,no_equality
775,degeneration,ущербность,no_equality
776,sin,грех,péché
777,sin,грех,transgression
778,sin,согрешение,no_equality
779,sin,грехопадение,no_equality
780,sin,греховность,no_equality
781,sin,грешить,pécher
782,sin,совершать грех,péché
783,sin,погрешить,no_equality
784,sin,прегрешить,no_equality
785,sin,греховный,no_equality
786,broadcast,вещать,no_equality
787,broadcast,передавать в эфир,no_equality
788,broadcast,радиопередача,radiodiffusion
789,broadcast,радиовещание,radiodiffusion
790,broadcast,радиовещание,télédiffusion
791,broadcast,радиовещание,radio
792,broadcast,эфир,diffusion
793,broadcast,эфир,émission
794,broadcast,эфир,radio
795,broadcast,рассылка,no_equality
796,broadcast,репортаж,no_equality
797,broadcast,эфирное вещание,diffusion
798,broadcast,эфирное вещание,radiodiffusion
799,broadcast,эфирное вещание,émission
800,broadcast,эфирное вещание,radio
801,broadcast,выход в эфир,no_equality
802,broadcast,радиовещательный,no_equality
803,intercept,останавливать,arrêter
804,intercept,перехватить,intercepter
805,intercept,задерживать,arrêter
806,intercept,преградить,no_equality
807,intercept,перехват,interception
808,intercept,пересечение,intersection
809,intercept,радиоперехват,no_equality
810,intercept,перехваченное сообщение,no_equality
811,intercept,отсекаемый отрезок,no_equality
812,Burt,Берта,burt
813,Burt,Берта,bert
814,Burt,бурт,no_equality
815,unvarnished,без прикрас,no_equality
816,unvarnished,нелакированный,no_equality
817,unvarnished,откровенный,no_equality
818,nightlight,ночник,veilleuse
819,commiserate,сочувствовать,compatir
820,commiserate,сочувствовать,plaindre
