,en,ru,fr
78,stalactite,сталактит,no_equality
79,stalactite,сталактитовый,no_equality
80,discourteous,невежливый,malpoli
81,Afghani,афганский,afghan
82,Afghani,афганец,afghan
83,uniform,форма,uniforme
84,uniform,форма,tenue
85,uniform,форменная одежда,no_equality
86,uniform,мундир,uniforme
87,uniform,одежда,tenue
88,uniform,равномерность,no_equality
89,uniform,Роба,no_equality
90,uniform,единая форма,uniforme
91,uniform,единая форма,unique
92,uniform,единая форма,unifié
93,uniform,единообразный,uniforme
94,uniform,равномерный,no_equality
95,uniform,одинаковый,no_equality
96,uniform,однообразный,no_equality
97,uniform,унифицированный,uniforme
98,uniform,унифицированный,unifié
99,uniform,равномерно,uniforme
100,configurable,конфигурируемый,no_equality
101,configurable,настраиваемый,personnalisable
102,configurable,перестраиваемый,no_equality
103,configurable,с перестраиваемой конфигурацией,configuration
104,relativity,относительность,relativité
105,relativity,релятивистский,no_equality
106,foreigner,иностранец,étranger
107,foreigner,иностранка,étranger
108,foreigner,чужеземка,no_equality
109,foreigner,чужой,no_equality
110,postman,почтальон,facteur
111,postman,почтальон,postier
112,postman,Постман,no_equality
113,auditorium,зрительный зал,auditorium
114,auditorium,аудитория,auditorium
115,auditorium,аудитория,auditoire
116,auditorium,аудитория,amphi
117,auditorium,театральный зал,théâtre
118,auditorium,зрительный,no_equality
119,Galliano,Гальяно,no_equality
120,Scottish,шотландский,écossais
121,Scottish,Шотландия,écosse
122,Scottish,шотландец,no_equality
123,Eiffel,Эйфель,no_equality
124,Jabberwocky,абракадабра,no_equality
125,get along,ладить,s'entendre
126,get along,обходиться,no_equality
127,javelin,дротик,no_equality
128,javelin,метательное копье,no_equality
129,reckless,безрассудный,imprudent
130,reckless,безрассудный,téméraire
131,reckless,безрассудный,irréfléchi
132,reckless,неосторожный,imprudent
133,reckless,безумный,no_equality
134,reckless,азартный,no_equality
135,reckless,дерзкий,no_equality
136,reckless,пренебрегающий,no_equality
137,obsolete,устаревший,obsolète
138,obsolete,устаревший,périmé
139,obsolete,ненужный,no_equality
140,obsolete,обветшалый,no_equality
141,obsolete,вышедший из употребления,no_equality
142,obsolete,отживший,no_equality
143,obsolete,вышедший,no_equality
144,obsolete,атрофированный,no_equality
145,prodigy,чудо,prodige
146,prodigy,чудо,merveille
147,prodigy,вундеркинд,enfant prodige
148,prodigy,невидаль,no_equality
149,prodigy,продиджи,no_equality
150,prodigy,одаренный человек,no_equality
151,prodigy,одаренный,no_equality
152,driver,водитель,conducteur
153,driver,водитель,pilote
154,driver,водитель,chauffeur
155,driver,кучер,no_equality
156,driver,двигатель,moteur
157,driver,драйвер,pilote
158,driver,драйвер,driver
159,driver,гонщик,no_equality
160,driver,фактор,facteur
161,driver,водительский,no_equality
162,driver,драйверный,no_equality
163,driver,движущий,no_equality
164,heriot,Гериот,no_equality
165,miscegenation,смешанные браки,no_equality
166,miscegenation,смешение,métissage
167,miscegenation,расовое смешение,métissage
168,depth,глубина,profondeur
169,depth,пучина,no_equality
170,depth,глубина залегания,profondeur
171,depth,высота борта,no_equality
172,depth,заглубление,no_equality
173,depth,глубинность,no_equality
174,depth,углубленность,no_equality
175,depth,глубинный,no_equality
176,kaolin,каолин,no_equality
177,kaolin,каолиновый,no_equality
178,greatness,величие,grandeur
179,greatness,величие,gloire
180,greatness,величие,splendeur
181,greatness,величие,noblesse
182,greatness,величие,majesté
183,greatness,величина,grandeur
184,greatness,величина,importance
185,greatness,великость,no_equality
186,blockbuster,блокбастер,blockbuster
187,blockbuster,бестселлер,no_equality
188,blockbuster,хит,tabac
189,blockbuster,кассовый фильм,no_equality
190,pest,паразит,parasite
191,pest,паразит,vermine
192,pest,сельскохозяйственный вредитель,animal nuisible
193,pest,вредный организм,no_equality
194,pest,Бич,fléau
195,pest,чума,peste
196,pest,чума,fléau
197,pest,насекомое-вредитель,animal nuisible
198,pest,вредные насекомые,no_equality
199,Kiel,киль,no_equality
200,characterization,характеристика,caractérisation
201,characterization,характеристика,qualification
202,characterization,характеристика,caractéristique
203,characterization,квалификация,qualification
204,characterization,характеризация,no_equality
205,characterization,определение характеристик,caractérisation
206,ecocide,экоцид,no_equality
207,Sequoia,секвойя,séquoia
208,rhythm,ритм,rythme
209,rhythm,ритм,rythmique
210,rhythm,ритм,cadence
211,rhythm,ритм,pouls
212,rhythm,ритмичность,rythme
213,rhythm,ритмика,no_equality
214,rhythm,ритмический,no_equality
215,shadowclan,племя теней,no_equality
216,carboy,бутыль,no_equality
217,carboy,оплетенная бутыль,no_equality
218,calligraphy,каллиграфия,calligraphie
219,calligraphy,занятие каллиграфией,calligraphie
220,calligraphy,каллиграфический почерк,écriture
221,calligraphy,искусство письма,écriture
222,calligraphy,каллиграфический,no_equality
223,blindfold,завязывать глаза,bander les yeux
224,blindfold,завязывать,no_equality
225,blindfold,ослеплять,no_equality
226,blindfold,с завязанными глазами,no_equality
227,blindfold,слепо,no_equality
228,blindfold,повязка на глаза,bandeau
229,azalea,азалия,no_equality
230,supple,гибкий,souple
231,supple,гибкий,souplesse
232,supple,гибкий,flexible
233,supple,податливый,no_equality
234,supple,мягкий,no_equality
235,triangular,треугольный,triangulaire
236,triangular,треугольная форма,no_equality
237,sphinx,сфинкс,sphinx
238,unction,набожность,no_equality
239,unction,помазание,onction
240,unction,елей,no_equality
241,unction,смазывание,no_equality
242,Avignon,Авиньон,avignon
243,Avignon,Авиньонский,no_equality
244,inaccessibility,неприступность,no_equality
245,inaccessibility,недоступность,inaccessibilité
246,agone,назад,no_equality
247,actively,активно,activement
248,actively,активно,vivement
249,actively,активно,énergiquement
250,actively,активно,résolument
251,actively,активно,vigoureusement
252,actively,активно,actif
253,actively,активно,très
254,actively,активно,étroitement
255,rowdy,буйный,no_equality
256,rowdy,шумный,bruyant
257,rowdy,шумный,turbulent
258,rowdy,скандалист,no_equality
259,rowdy,хулиган,voyou
260,mass media,средства массовой информации,média
261,mass media,средства массовой информации,mass media
262,mass media,средства массовой информации,mass média
263,mass media,средства массовой информации,moyens de communication de masse
264,mass media,средства массовой информации,médiatique
265,mass media,представители СМИ,no_equality
266,mass-media,СМИ,média
267,recession,рецессия,récession
268,recession,депрессия,no_equality
269,recession,падение,recul
270,recession,стадия рецессии,récession
271,recession,разбегание,no_equality
272,Ivor,Айвор,ivor
273,Ivor,Айвор,lvor
274,Ivor,Ивора,no_equality
275,scrip,сума,no_equality
276,whose,чья,dont
277,whose,чья,à qui
278,whose,чья,de qui
279,whose,которого,dont
280,whose,которого,duquel
281,whose,которого,où
282,whose,которого,lesquels
283,whose,которого,lequel
284,whose,которого,chargé
285,histone,гистон,no_equality
286,histone,гистоновый,no_equality
287,dunderhead,болван,imbécile
288,applied force,приложенная сила,no_equality
289,overwork,переутомление,surmenage
290,overwork,непосильный труд,no_equality
291,overwork,сверхурочная работа,no_equality
292,overwork,перегруженность,no_equality
293,overwork,переутомлять,no_equality
294,overwork,перерабатывать,no_equality
295,overwork,перегружать,no_equality
296,overwork,изнурять,no_equality
297,stool,стул,tabouret
298,stool,стул,selle
299,stool,стул,siège
300,stool,стул,chaise
301,stool,испражнения,no_equality
302,stool,табурет,tabouret
303,stool,скамеечка,no_equality
304,stool,дефекация,no_equality
305,stool,подоконная доска,no_equality
306,roadway,проезжая часть,chaussée
307,roadway,шоссе,route
308,roadway,железнодорожное полотно,no_equality
309,roadway,дорожный,no_equality
310,table,таблица,tableau
311,table,таблица,table
312,table,стол,table
313,table,скрижаль,tablette
314,table,расписание,no_equality
315,table,табель,no_equality
316,table,столовая,no_equality
317,table,табличка,table
318,table,табличка,tablette
319,table,настольный,no_equality
320,table,табличный,no_equality
321,table,застольный,no_equality
322,table,на стол,no_equality
323,cellphone,мобильный телефон,portable
324,cellphone,мобильный телефон,téléphone portable
325,cellphone,мобильный телефон,mobile
326,cellphone,мобильный телефон,téléphone mobile
327,hold up,приостановить,suspendre
328,hold up,держать,tenir
329,hold up,держать,retenir
330,hold up,задержать,retarder
331,hold up,задержать,retenir
332,hold up,поднять,lever
333,thing,вещь,chose
334,thing,вещь,bien
335,thing,вещь,affaire
336,thing,вещь,objet
337,thing,вещь,ça
338,thing,вещь,important
339,thing,дело,chose
340,thing,дело,fait
341,thing,дело,affaire
342,thing,дело,problème
343,thing,дело,ça
344,thing,предмет,chose
345,thing,предмет,objet
346,thing,событие,chose
347,thing,событие,important
348,thing,существо,créature
349,thing,штучка,chose
350,thing,штучка,machin
351,thing,поступок,chose
352,thing,задача,problème
353,thing,что-то,rien
354,thing,что-то,ça
355,clownish,шутовской,no_equality
356,massacre,резня,massacre
357,massacre,резня,carnage
358,massacre,резня,boucherie
359,massacre,избиение,massacre
360,massacre,кровавая расправа,massacre
361,massacre,зверское убийство,no_equality
362,massacre,массовый расстрел,no_equality
363,massacre,истреблять,massacrer
364,massacre,вырезать,no_equality
365,massacre,расправиться,no_equality
366,massacre,устроить резню,massacre
367,massacre,устроить резню,carnage
368,dal,даль,no_equality
369,ingestion,прием пищи,no_equality
370,ingestion,заглатывание,no_equality
371,ingestion,поглощение,absorption
372,unheeding,невнимательный,no_equality
373,our,наш,notre
374,our,наш,le
375,our,наш,nous
376,our,наш,un
377,our,наш,ce
378,our,наш,on
379,our,наш,cette
380,potentate,властелин,no_equality
381,potentate,монарх,no_equality
382,potentate,владыка,no_equality
383,trackless,безрельсовый,no_equality
384,trackless,непроходимый,no_equality
385,liquidity,ликвидность,liquidité
386,liquidity,ликвидные средства,liquidité
387,liquidity,ликвидный,no_equality
388,be over,закончиться,être fini
389,be over,закончиться,finir
390,be over,закончиться,prendre fin
391,be over,закончиться,se terminer
392,be over,закончиться,être terminée
393,be over,закончиться,être terminé
394,be over,закончиться,s'achever
395,be over,составить более,no_equality
396,be over,составлять больше,no_equality
397,be over,быть более,no_equality
398,be over,миновать,no_equality
399,be over,подойти к концу,no_equality
400,be over,быть позади,no_equality
401,birch-bark,берестяной,no_equality
402,birch bark,береста,no_equality
403,birch bark,берестяной,no_equality
404,Bradstreet,Брэдстрит,no_equality
405,undesirable,нежелательный,indésirable
406,undesirable,нежелательный,fâcheux
407,undesirable,неприемлемый,inacceptable
408,undesirable,крайне нежелательный,indésirable
409,undesirable,нежелательно,no_equality
410,undesirable,неугодный,no_equality
411,drought,засуха,sécheresse
412,drought,засуха,canicule
413,drought,засушливость,no_equality
414,drought,сухость,sécheresse
415,drought,засушливый,no_equality
416,shirk,уклоняться,se soustraire
417,shirk,уклоняться,esquiver
418,shirk,уклоняться,éviter
419,shirk,прогуливать,no_equality
420,shirk,избегать,se soustraire
421,shirk,избегать,fuir
422,shirk,избегать,éluder
423,shirk,избегать,esquiver
424,shirk,избегать,éviter
425,shirk,перекладывать,no_equality
426,pocket knife,карманный нож,couteau de poche
427,iniquity,беззаконие,iniquité
428,iniquity,злодеяние,no_equality
429,iniquity,порок,no_equality
430,iniquity,проступок,faute
431,conduce,способствовать,coopérer
432,conduce,вести,mener
433,conduce,вести,conduire
434,futuristic,футуристический,no_equality
435,futuristic,футурологический,no_equality
436,futuristic,фантастический,no_equality
437,Libya,Ливия,libye
438,Libya,Ливия,lybie
439,Eduardo,Эдуардо,eduardo
440,giggle,хихикать,glousser
441,giggle,хихикать,rire
442,giggle,хихикать,rigoler
443,giggle,хихикать,ricaner
444,giggle,смеяться,rire
445,giggle,смеяться,rigoler
446,giggle,хихиканье,no_equality
447,offal,потроха,no_equality
448,offal,отходы,déchet
449,offal,субпродукт,no_equality
450,offal,отбросы,déchet
451,offal,отруби,no_equality
452,offal,отброс,no_equality
453,newborn,новорожденный,nouveau-né
454,newborn,новорожденный,nouveau né
455,newborn,новорожденный,bébé
456,newborn,новорожденные дети,nouveau-né
457,newborn,только что родившийся,no_equality
458,straightly,прямо,directement
459,straightly,прямо,droit
460,conjugate,сопряженный,no_equality
461,conjugate,конъюгат,no_equality
462,conjugate,сопряженные,no_equality
463,conjugate,конъюгированный,no_equality
464,conjugate,спрягать,conjuguer
465,conjugate,сопрягать,no_equality
466,sly,хитрый,rusé
467,sly,хитрый,sournois
468,sly,хитрый,malin
469,sly,хитрый,renard
470,sly,хитрый,fourbe
471,sly,озорной,sournois
472,sly,озорной,espiègle
473,sly,тайный,no_equality
474,sly,тайком,no_equality
475,sly,потихоньку,no_equality
476,doc,доктор,doc
477,doc,доктор,docteur
478,doc,доктор,médecin
479,doc,доктор,toubib
480,doc,доктор,dr
481,doc,доктор,docteure
482,doc,документ,document
483,doc,документ,documentation
484,doc,док,doc
485,doc,док,docteur
486,doc,док,toubib
487,doc,док,dr
488,favourable,благоприятный,favorable
489,favourable,благоприятный,propice
490,favourable,благоприятный,avantageux
491,favourable,удобный,favorable
492,favourable,льготный,no_equality
493,favourable,благополучный,no_equality
494,favourable,попутный,no_equality
495,favourable,благоприятствующий,no_equality
496,recapitulate,резюмировать,récapituler
497,recapitulate,резюмировать,résumer
498,recapitulate,повторять,no_equality
499,recapitulate,перепросматривать,no_equality
500,in-law,родственник,no_equality
501,in-law,свекровь,no_equality
502,in law,в законе,en droit
503,in law,в законе,dans la loi
504,in law,по закону,no_equality
505,in law,в области права,en droit
506,second cousin,троюродный брат,petit cousin
507,second cousin,троюродный брат,petit-cousin
508,second cousin,троюродный брат,cousin germain
509,second cousin,троюродный брат,deuxième cousin
510,hoofbeat,цокот копыт,no_equality
511,analysand,анализанд,no_equality
512,photograph,фотография,photo
513,photograph,фотография,photographie
514,photograph,фотография,image
515,photograph,фотографирование,photographie
516,photograph,фотограф,photographe
517,photograph,фоторабота,no_equality
518,photograph,фотодокумент,no_equality
519,photograph,фотопортрет,no_equality
520,photograph,фотографировать,photographier
521,photograph,фотографировать,prendre en photo
522,photograph,фотографировать,prendre des photos
523,photograph,фотографический,no_equality
524,precognitive,вещий,no_equality
525,tartlet,тарталетка,no_equality
526,replant,пересаживать,no_equality
527,septum,перегородка,no_equality
528,septum,Носовая перегородка,septum
529,septum,Носовая перегородка,cloison
530,septum,септ,no_equality
531,Guatemalan,гватемальский,guatémaltèque
532,Guatemalan,Гватемалец,guatémaltèque
533,Guatemalan,Гватемала,no_equality
534,indulgence,снисхождение,indulgence
535,indulgence,потакание,indulgence
536,indulgence,потакание,vice
537,indulgence,индульгенция,indulgence
538,indulgence,терпимость,no_equality
539,indulgence,милость,bienveillance
540,indulgence,отсрочка платежа,no_equality
541,indulgence,излишество,no_equality
542,affectation,притворство,no_equality
543,affectation,искусственность,no_equality
544,affectation,жеманство,no_equality
545,affectation,натяжка,no_equality
546,singleton,одиночка,no_equality
547,singleton,единичный предмет,no_equality
548,singleton,Синглтон,singleton
549,singleton,синглет,no_equality
550,singleton,одноэлементное множество,no_equality
551,singleton,одноэлементный,no_equality
552,ladle,ковш,louche
553,ladle,сталеразливочный ковш,louche
554,ladle,ковшевой,no_equality
555,ladle,разливательная ложка,cuillère
556,ladle,черпать,no_equality
557,ladle,разлить,no_equality
558,alarmingly,тревожно,manière alarmante
559,alarmingly,тревожно,inquiétant
560,alarmingly,тревожно,alarmant
561,alarmingly,тревожно,dangereusement
562,alarmingly,опасно,dangereusement
563,alarmingly,вызывающее беспокойство,no_equality
564,attendance,обслуживание,soin
565,attendance,обслуживание,service
566,attendance,посещаемость,fréquentation
567,attendance,посещаемость,assiduité
568,attendance,аудитория,public
569,attendance,аудитория,auditoire
570,attendance,присутствие,présence
571,attendance,присутствие,participation
572,attendance,присутствие,présent
573,attendance,участие,présence
574,attendance,участие,participation
575,attendance,явка,participation
576,attendance,явка,comparution
577,attendance,посещаемость школ,no_equality
578,attendance,дежурство,service
579,attendance,присмотр,no_equality
580,attendance,присутствовавший,no_equality
581,crap,гречиха,no_equality
582,crap,чепуха,no_equality
583,crap,дерьмо,no_equality
584,crap,мусор,merde
585,crap,гадить,chier
586,crap,дерьмовый,nul
587,crap,дерьмовый,pourri
588,crap,дерьмовый,merdique
589,crap,говно,merde
590,crap,говно,connerie
591,crap,говно,crotte
592,crap,загаженный,no_equality
593,gigantic,гигантский,gigantesque
594,gigantic,гигантский,énorme
595,gigantic,гигантский,géant
596,gigantic,гигантский,immense
597,gigantic,гигантский,titanesque
598,benevolently,доброжелательно,avec bienveillance
599,SAIs,саис,no_equality
600,SAIs,ВОФК,no_equality
601,mimeograph,мимеограф,no_equality
602,consciously,сознательно,consciemment
603,consciously,сознательно,délibérément
604,consciously,сознательно,sciemment
605,consciously,сознательно,volontairement
606,consciously,сознательно,intentionnellement
607,obligatory,обязательный,obligatoire
608,obligatory,обязательный,obligation
609,obligatory,обязательный,obligatoirement
610,obligatory,обязательный,indispensable
611,obligatory,обязательный,contraignant
612,obligatory,облигаторный,no_equality
613,obligatory,непременный,no_equality
614,obligatory,облигатный,no_equality
615,obligatory,обязывающий,no_equality
616,vacuum-sealed,запаянный,no_equality
617,mint,мята,menthe
618,mint,монетный двор,mint
619,mint,мятная конфета,no_equality
620,mint,чеканить,no_equality
621,mint,мятный,à la menthe
622,connectionless,без установления соединения,no_equality
623,manliness,мужественность,virilité
624,manliness,мужественность,masculinité
625,playbook,план,stratégie
626,playbook,сборник пьес,no_equality
627,playbook,схема игры,no_equality
628,incarnation,воплощение,incarnation
629,incarnation,реинкарнация,réincarnation
630,incarnation,инкарнация,no_equality
631,incarnation,вочеловечение,no_equality
632,incarnation,воплощенный,no_equality
633,postgraduate education,послевузовское образование,no_equality
634,chisel,стамеска,ciseau
635,chisel,чекан,no_equality
636,chisel,пуансон,no_equality
637,chisel,штихель,no_equality
638,chisel,буровой,no_equality
639,chisel,чизельный,no_equality
640,chisel,высечь,sculpter
641,chisel,долбить,no_equality
642,chisel,отделать,no_equality
643,chisel,расточить,no_equality
644,burglary,кража со взломом,cambriolage
645,burglary,кража со взломом,vol avec effraction
646,burglary,кража со взломом,cambriolé
647,burglary,квартирная кража,cambriolage
648,burglary,квартирная кража,vol
649,burglary,берглэри,no_equality
650,expend,тратить,dépenser
651,expend,тратить,consacrer
652,expend,растратить,no_equality
653,inlet,вход,entrée
654,inlet,впуск,no_equality
655,inlet,входное отверстие,no_equality
656,inlet,залив,baie
657,inlet,залив,bras de mer
658,inlet,впускной канал,no_equality
659,inlet,подача,no_equality
660,inlet,входная часть,no_equality
661,inlet,впускной,no_equality
662,inlet,на входе,no_equality
663,parasailing,парасейлинг,no_equality
664,Wittgenstein,Витгенштейн,wittgenstein
665,pajamas,пижама,pyjama
666,ruffian,хулиган,brute
667,ruffian,хулиган,voyou
668,ruffian,хулиган,vaurien
669,ruffian,негодяй,crapule
670,ruffian,негодяй,vaurien
671,ruffian,грубиян,brute
672,apologize,извиняться,s'excuser
673,apologize,извиняться,demander pardon
674,apologize,извиняться,m'excuser
675,apologize,извиняться,m'excuse
676,apologize,извиняться,t'excuser
677,apologize,извиняться,t'excuse
678,apologize,извиняться,s'excuse
679,apologize,извиняться,vous excusez
680,apologize,просить извинения,désolé
681,apologize,попросить извинения,désolé
682,surety,поручительство,caution
683,surety,поручительство,cautionnement
684,surety,поручительство,garantie
685,surety,порука,no_equality
686,surety,уверенность,certitude
687,surety,уверенность,sécurité
688,surety,ручательство,no_equality
689,elucidate,разъяснять,expliquer
690,elucidate,разъяснять,clarifier
691,elucidate,разъяснять,éclairer
692,elucidate,разъяснять,éclaircir
693,elucidate,освещать,éclairer
694,elucidate,объяснять,expliquer
695,yang,Ян,yang
696,yang,Ян,yan
697,yang,Ян,jan
698,yang,Янский,no_equality
699,unease,беспокойство,inquiétude
700,unease,неловкость,gêne
701,sleepy,сонный,no_equality
702,sleepy,тихий,tranquille
703,sleepy,снотворный,no_equality
704,sleepy,спящий,endormi
705,sleepy,сонное состояние,no_equality
706,tankard,кружка,chope
707,tankard,кружка,pinte
708,retrofitting,переоборудование,moderniser
709,retrofitting,переоборудование,réaménagement
710,retrofitting,переоборудование,rénover
711,retrofitting,модификация,modification
712,retrofitting,подгонка,adaptation
713,right angle,прямой угол,angle droit
714,right angle,правый угол,no_equality
715,right angle,прямоугольный,no_equality
716,right-angle,прямоугольный,no_equality
717,Doppler,доплеровский,no_equality
718,Doppler,Доплер,no_equality
719,beat-up,побитый,no_equality
720,beat up,избить,tabasser
721,beat up,избить,battre
722,beat up,избить,frapper
723,beat up,избить,cogner
724,beat up,избить,taper dessus
725,beat up,избить,passer à tabac
726,beat up,избить,raclée
727,strangely,странно,étrangement
728,strangely,странно,bizarrement
729,strangely,странно,étrange
730,strangely,странно,bizarre
731,strangely,удивительно,étrangement
732,strangely,удивительно,bizarrement
733,strangely,удивительно,étonnamment
734,strangely,странные образы,étrange
735,strangely,странные образы,bizarre
736,Pannier,корзина,panier
737,Pannier,кринолин,no_equality
738,Pannier,Панье,no_equality
739,transliteration,транслитерация,translittération
740,PC,персональный компьютер,pc
741,PC,ПК,micro-ordinateur
742,PC,пикокулон,no_equality
743,PC,штука,no_equality
744,PC,персональная ЭВМ,ordinateur
745,PC,компьютерный,no_equality
746,PC,РС,no_equality
747,ship,корабль,navire
748,ship,корабль,vaisseau
749,ship,корабль,bateau
750,ship,корабль,bord
751,ship,корабль,cargo
752,ship,корабль,bâtiment
753,ship,отправлять,expédier
754,ship,отправлять,envoyer
755,ship,отгружать,no_equality
756,ship,отгружаться,no_equality
757,ship,судовой,navire
758,Nona,нона,nona
759,Saturn,Сатурн,saturne
760,Saturn,Сатурн,saturn
761,theta,тета,no_equality
762,sawmill,лесопилка,scierie
763,sawmill,пилорама,no_equality
764,sawmill,лесопиление,no_equality
765,sawmill,лесопильня,scierie
766,sawmill,лесопильная рама,no_equality
767,sawmill,лесопильный,no_equality
768,one-sentence,одно предложение,une phrase
769,one sentence,одно предложение,une phrase
770,legal tender,законное платежное средство,no_equality
771,legal tender,законные платежные средства,no_equality
772,surrogate,суррогат,mère porteuse
773,surrogate,суррогат,substitut
774,surrogate,заместитель,substitut
775,surrogate,заместитель,assistant
776,surrogate,суррогатная мама,no_equality
777,surrogate,замещающий,no_equality
778,surrogate,суррогатный,no_equality
779,oxide,окись,oxyde
780,oxide,окалина,no_equality
781,oxide,окисный,no_equality
782,Braveheart,храброе сердце,braveheart
783,bewitchment,колдовство,envoûtement
784,bewitchment,обаяние,no_equality
785,carotene,каротин,no_equality
786,appendage,придаток,appendice
787,appendage,дополнение,appendice
788,appendage,дополнение,annexe
789,appendage,отросток,no_equality
790,appendage,конечность,appendice
791,appendage,конечность,membre
792,appendage,выступающая часть,no_equality
793,appendage,довесок,no_equality
794,appendage,щупальце,no_equality
795,tropical,тропический,tropical
796,tropical,жаркий,no_equality
797,preparedness,готовность,préparation
798,preparedness,готовность,capacité
799,preparedness,готовность,prêt
800,preparedness,обеспечение готовности,préparation
801,preparedness,подготовка,préparation
802,preparedness,подготовка,préparatif
803,cot,детская кроватка,lit d'enfant
804,cot,койка,lit
805,cot,койка,couchette
806,cot,колыбель,berceau
807,cot,походная кровать,no_equality
808,Ombudsman,омбудсмен,médiateur
809,Ombudsman,омбудсмен,ombudsman
810,option,опцион,option
811,option,выбор,option
812,option,выбор,choix
813,option,выбор,alternative
814,option,альтернатива,option
815,option,альтернатива,solution
816,option,альтернатива,variante
817,option,альтернатива,alternative
818,option,усмотрение,no_equality
819,option,параметр,option
820,option,параметр,case
821,option,возможный вариант,option
822,option,решение,choix
823,option,решение,solution
824,option,пункт,option
825,option,дополнительное оборудование,no_equality
826,option,вариант выбора,option
827,option,вариант выбора,possibilité
828,option,вариант выбора,solution
829,option,вариант выбора,variante
830,option,опционный,no_equality
831,option,возможный,no_equality
832,obviously,очевидно,évidemment
833,obviously,очевидно,manifestement
834,obviously,очевидно,bien sûr
835,obviously,очевидно,visiblement
836,obviously,очевидно,apparemment
837,obviously,очевидно,bien entendu
838,obviously,очевидно,clairement
839,obviously,очевидно,naturellement
840,obviously,очевидно,certainement
841,obviously,очевидно,sûrement
842,obviously,совершенно очевидный,évidemment
843,obviously,явно,évidemment
844,obviously,явно,manifestement
845,obviously,явно,visiblement
846,obviously,явно,apparemment
847,obviously,явно,clairement
848,obviously,явно,certainement
849,obviously,явно,sûrement
850,obviously,явно,ostensiblement
851,obviously,ясно,évidemment
852,obviously,ясно,manifestement
853,obviously,ясно,clairement
854,obviously,видимо,manifestement
855,obviously,видимо,visiblement
856,obviously,видимо,apparemment
857,obviously,видимо,clairement
858,obviously,видимо,sûrement
859,obviously,заметно,no_equality
860,obviously,разумеется,manifestement
861,obviously,разумеется,bien sûr
862,obviously,разумеется,bien entendu
863,obviously,разумеется,naturellement
864,obviously,разумеется,certes
865,obviously,разумеется,certainement
866,obviously,разумеется,sûrement
867,Hamel,гамель,no_equality
868,reflective,отражающий,reflétant
869,reflective,отражающий,reflet
870,reflective,отражательный,no_equality
871,reflective,задумчивый,no_equality
872,reflective,рефлексивный,no_equality
873,reflective,мыслительный,no_equality
874,reflective,рефлексирующий,no_equality
875,reflective,отражательная способность,no_equality
876,zodiac,зодиак,zodiaque
877,zodiac,зодиак,zodiac
878,zodiac,зодиакальный,no_equality
879,Aachen,Аахен,no_equality
880,Aachen,ахенский,no_equality
881,Lapland,Лапландия,laponie
882,Lapland,лапландский,no_equality
883,trading session,торговая сессия,no_equality
884,Osgood,Осгуд,osgood
885,blowfly,мясная муха,no_equality
886,gesso,гипс,no_equality
