,eng_word,l1,l1_context,l2,l2_context
45,go around,se promener,walk | walk | walk around | stroll | walk around | stroll | wander | wander around | ,пролетать,fly | 
46,go around,s'éloigner,deviate | move away | depart | walk away | recede | fade | distance | stray | go away | ,хватать,lack | grab | catch | suffice | afford | miss | deprive | rip | 
47,go around,se balader,wander | stroll | walk around | walk around | stroll | wade | roam | hike around | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
48,go around,promener,walk | stroll | promenade | take a walk | walk along | ,вращаться,rotate | revolve | spin | spin | rotate | spin around | move around | 
49,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выйти,go | come out | leave | reach | release | emerge | enter | step | 
50,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выходить,to go out into the streets|go | come out | face | extend | enter | overlook | emerge | withdraw | 
51,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,пойти,go | walk | go | 
52,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уходить,go | leave | go away | go | leave | fade | dates back | 
53,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
54,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выслать,send | expel | come out | emerge | qualify | get out | advance | step | 
55,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправиться,go | travel | set out | head | embark | leave | depart | 
56,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,отправляться,go | leave | depart | head | head out | 
57,go out,sortir,to go out at night|to go out tonight|to go out last night|to go out into the night alone|leave | get out | release | emerge | out-~-come out | come out of | exit | leave | ,выезжать,travel | travel | dispatch | 
58,go out,s'éteindre,off-~-turn off | extinguish | down-~-power down | shut down | go off | lose power | shut off | away-~-die away | ,уходить,go | leave | go away | go | leave | fade | dates back | 
59,go out,se retirer,to go out of business|withdraw | retire | pull out | retreat | out-~-opt out | get out | step-down | resign | ,уйти,leave | go | go away | withdraw | get out | get away | escape | resign | 
60,table,table,round table|coffee table|database table|data tables|payola | ,стол,round table|dining table|pool table|negotiating table|desk | desktop | 
61,table,table,round table|coffee table|database table|data tables|payola | ,столик,coffee table|dressing table|small table|changing table|reservation | small table | little table | 
62,table,tableau,following table|nutrition facts table|summary table|financial table|array | painting | chart | picture | ,таблица,routing table|following table|periodic table|partition table|chart | spreadsheet | sheet | 
63,table,présenter,to table an amendment|to table an oral amendment|tabled in parliament|tabled by the rapporteur|present | submit | provide | introduce | make | show | put forward | file | ,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
64,table,déposer,to table amendments|to table a document|to table this document|tabled in the house|file | deposit | submit | lodge | place | introduce | present | file | ,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
65,table,introduire,tabled in committee|to table some amendments|to table a number of amendments|to table the motion|introduce | introduce | bring | submit | lodge | insert | incorporate | ,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
66,table,soumettre,tabled by parliament|to table this question|to table a proposal|tabled with the committee|submit | subject | present | put | submit | file | refer | ,рассматриваться,consider | view | address | examine | treat | regard | see | review | construe | 
67,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
68,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
69,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,создаваться,form | 
70,create,créer,to create jobs|to create an environment|to create a situation|to create applications|establish | setup | develop | build | found | ,образовать,form | establish | educate | constitute | found | make up | form | comprise | consist of | 
71,create,établir,to create individual profiles|to create a connection|to create a connection once|to create transparency|establish | set | establish | draw up | determine | make | develop | set out | lay down | ,создать,to create a vacuum|to create conditions|to create a system|to create institutions|establish | make | build | setup | form | found | develop | 
72,create,engendrer,to even create competition|to create poverty|to create illness|to create a legal presumption|cause | lead | generate | result | give rise to | engender | incur | breed | ,создавать,to create a world|to create problems|to create the impression|to create the circumstances|make | build | produce | establish | generate | form | setup | 
73,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,теплый,very warm|hot | 
74,warm,chaud,still warm|relatively warm|warm enough|so warm|hot | cooked | ,горячий,hot | heated | ardent | 
75,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
76,warm,chaleureux,particularly warm|extremely warm|quite warm|friendly | cosy | cordial | ,радушный,friendly | cordial | hospitable | welcome | kind | 
77,warm,chauffer,heat | heat | up-~-heat up | ,греть,heat | 
78,warm,tiède,lukewarm | tepid | half-hearted | tempered | ,no_equality,
79,warm,convivial,friendly | user-friendly | convivial | easy-to-use | cosy | easy to use | ,уютный,cosy | comfortable | intimate | charming | friendly | pleasant | 
80,warm,accueillant,friendly | cosy | hospitable | homely | homey | appealing | ,радушный,friendly | cordial | hospitable | welcome | kind | 
81,warm,réchauffer,to warm the planet|to warm the heart|reheat | heat | warm up | up-~-heat up | reheat | heat | warm up | ,греть,heat | 
82,warm,se réchauffer,to warm to room temperature|warm up | up-~-heat up | heat | thaw | warm up | ,греть,heat | 
83,warm,no_equality,,подогревать,fuel | 
84,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреваться,heat | heat up | 
85,warm up,se réchauffer,to warm up to room temperature|warm | up-~-heat up | heat | warm | thaw | ,нагреться,heat up | 
86,warm up,réchauffer,to warm up the room|warm | reheat | heat | up-~-heat up | warm | reheat | heat | ,нагреваться,heat | heat up | 
87,warm up,préchauffer,preheat | pre-warmed | up-~-cook up | ,no_equality,
88,warm up,s'échauffer,up-~-heat up | ,no_equality,
89,nobody,personne,Nobody saw her|There was nobody in sight|Who else is coming ? Nobody|,никто,Nobody says it will be easy|
90,entire,au complet,full | whole | ,всей,whole | overall | total | 
91,entire,au complet,full | whole | ,целую,whole | 
92,entire,complet,full | complete | comprehensive | whole | extensive | total | ,полный,full | complete | total | comprehensive | whole | 
93,entire,tout entier,whole | ,целую,whole | 
94,entire,tout entier,whole | ,весь,all | whole | 
95,entire,intégral,full | integral | complete | ultimate | ,цельный,whole | solid | integral | coherent | consistent | seamless | 
96,entire,intégral,full | integral | complete | ultimate | ,целостный,holistic | integral | whole | consistent | seamless | 
97,entire,intégral,full | integral | complete | ultimate | ,полный,full | complete | total | comprehensive | whole | 
98,entire,entier,whole | full | complete | sole | ,полный,full | complete | total | comprehensive | whole | 
99,anything,n'importe quoi,I would give anything to know the truth|,что-нибудь,Have you ever seen anything like this?|
100,anything,n'importe quoi,I would give anything to know the truth|,ничто,We aren’t going to find anything out here.|
101,anything,rien,I haven't heard anything from him|,всё,I'll do anything I can|
102,anything,quelque chose,Is there anything I can do?|Have you noticed anything?|,всё,I'll do anything I can|
103,anything,tout,I will sign anything you want|,что-нибудь,Have you ever seen anything like this?|
104,background,arrière-plan,white background|grey background|transparent background|page background|,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
105,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,происхождение,ethnic background|family background|origin | descent | ancestry | birth | lineage | 
106,background,origine,ethnic background|social background|diverse ethnic backgrounds|religious backgrounds|origin | source | cause | root | parent | ,корень,immigrant background|root | origin | 
107,background,contexte,historical background|political background|general background|cultural background|context | environment | setting | backdrop | circumstance | ,предпосылка,prerequisite | premise | precondition | assumption | implication | boost | trait | 
108,background,contexte,historical background|political background|general background|cultural background|context | environment | setting | backdrop | circumstance | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
109,background,fond,black background|blue background|dark background|green background|fund | funding | money | bottom | shallows | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
110,background,antécédent,family background|professional background|diverse backgrounds|criminal background|history | track record | precedent | antecedents | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
111,background,milieu,different backgrounds|socio-economic background|disadvantaged backgrounds|natural background|environment | community | medium | workplace | setting | middle | circle | milieu | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
112,background,historique,brief background|background of the project|history | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
113,background,horizon,different social backgrounds|various professional backgrounds|horizon | skyline | walks of life | ,фон,transparent background|white background|black background|radiation background|backdrop | background color | 
114,child,enfant,young child|older child|Canadian children|dependent children|kid | ,дитя,young child|Pakistani children|innocent child|healthy child|kid | baby | 
115,child,enfant,young child|older child|Canadian children|dependent children|kid | ,ребенок,first child|second child|small child|virtual child|baby | kid | 
116,child,enfance,childhood | infancy | child welfare | ,дитя,young child|Pakistani children|innocent child|healthy child|kid | baby | 
117,childhood,enfance,happy childhood|rough childhood|early childhood|childhood through adolescence|child | infancy | child welfare | ,детство,early childhood|happy childhood|unhappy childhood|very difficult childhood|
118,childhood,childhood,,no_equality,
119,childhood,no_equality,,детском возрасте,
120,everything,tout,Is everything ready?|I've brought everything with me|Is everything ready?|I've brought everything with me|,весь / всё,Everything else doesn't matter|Everything else doesn't matter|
121,grandchild,petit-fils,grandson | little grandson | little grandchildren | ,внук,little grandchildren|grandson | grandkid | 
122,grandchild,petits-enfants,grandkid | ,внук,little grandchildren|grandson | grandkid | 
123,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,точка,starting point|access point|percentage point|ideal starting point|dot | spot | pixel | location | outlet | 
124,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,очко,first point|run | pip | 
125,point,motion,point of order|genuine point|genuine point of order|last point of order|motion | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
126,point,point,access point|second point|important point|following points|item | issue | paragraph | matter | mark | thing | ,пункт,basis point|turning point|vaccination points|passport control points|item | post | paragraph | clause | pip | outlet | 
127,point,point,access point|second point|important point|following points|item | issue | paragraph | matter | mark | thing | ,очки,ACP Point|bonus point|Reward Point|political point|glass | run | sunglasses | score | spectacle | goggle | eyeglass | Lounge Point | 
128,point,point,access point|second point|important point|following points|item | issue | paragraph | matter | mark | thing | ,дело,case | affair | business | thing | matter | cause | work | ministry | 
129,point,point,access point|second point|important point|following points|item | issue | paragraph | matter | mark | thing | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
130,point,moment,certain points|different points|high point|various points|time | moment | timing | while | stage | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
131,point,remarque,final point|third point|first point|brief points|remark | comment | note | observation | ,балл,penalty point|magnitude | score | vote | ball | grade | 
132,point,remarque,final point|third point|first point|brief points|remark | comment | note | observation | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
133,point,aspect,positive points|general point|interesting point|fundamental point|aspect | appearance | element | side | thing | ,смысл,sense | meaning | way | implication | 
134,point,aspect,positive points|general point|interesting point|fundamental point|aspect | appearance | element | side | thing | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
135,point,montrer,to point the way|show | demonstrate | indicate | show | illustrate | depict | single out | ,указывать,to point at the map|indicate | specify | show | suggest | point out | highlight | emphasize | 
136,point,montrer,to point the way|show | demonstrate | indicate | show | illustrate | depict | single out | ,указать,to point dramatically|to point the way|specify | indicate | enter | select | define | set | point out | state | 
137,point,montrer,to point the way|show | demonstrate | indicate | show | illustrate | depict | single out | ,показывать,show | indicate | suggest | demonstrate | reveal | display | show | 
138,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,направить,send | direct | deploy | focus | forward | aim | channel | turn | steer | 
139,point,pointer,to point to a web site|to point to editor|to point to another computer|to point to the disk|clear | ,отмечать,celebrate | note | mark | point out | observe | 
140,point,signaler,to point the exits|report | point out | note | indicate | mention | inform | report | signal | notify | ,отметить,say | note | mark | celebrate | point out | mention | click | observe | notice | 
141,point,signaler,to point the exits|report | point out | note | indicate | mention | inform | report | signal | notify | ,указывать,to point at the map|indicate | specify | show | suggest | point out | highlight | emphasize | 
142,point,désigner,designate | appoint | identify | refer to | mean | nominate | name | specify | designate | ,ссылаться,invoke | link | refer | refer to | quote | cite | fall back | allege | 
143,point,souligner,to point to the need|emphasize | stress | point out | highlight | underline | note | say | outline | acknowledge | ,обращать,pay | draw | pay | convert | invert | leave aside | 
144,point,souligner,to point to the need|emphasize | stress | point out | highlight | underline | note | say | outline | acknowledge | ,указывать,to point at the map|indicate | specify | show | suggest | point out | highlight | emphasize | 
145,point,élément,key point|major point|Point(s) of Consultation|key point of the evaluation|element | item | component | part | factor | feature | aspect | thing | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
146,point,rappel,first point of order|recall | reminder | callback | booster | ,момент,tipping point|key point|important point|certain point|moment | time | thing | date | 
147,point out,remarquer,to point out to members|notice | note | observe | remark | ,отметить,say | note | mark | celebrate | mention | click | observe | notice | 
148,point out,remarquer,to point out to members|notice | note | observe | remark | ,отмечать,celebrate | note | mark | observe | 
149,point out,remarquer,to point out to members|notice | note | observe | remark | ,заметить,notice | note | see | observe | spot | remark | mention | notice | 
150,point out,indiquer,to quite rightly point out|pointed out in the debate|to point out to the Commissioner|indicate | specify | show | state | report | identify | list | tell | say | ,выявить,reveal | identify | detect | expose | discover | uncover | highlight | identify | 
151,point out,indiquer,to quite rightly point out|pointed out in the debate|to point out to the Commissioner|indicate | specify | show | state | report | identify | list | tell | say | ,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
152,point out,préciser,to point out the risk of burns|specify | clarify | state | indicate | identify | set out | define | note | ,указать,specify | indicate | point | enter | select | define | set | state | 
153,point out,souligner,to point out the following|to point out the fact|to point out the need|pointed out here this afternoon|emphasize | stress | highlight | underline | note | say | outline | acknowledge | ,подчеркивать,emphasize | stress | highlight | underscore | underline | note | accentuate | 
154,point out,relever,pointed out by the commission|identify | meet | address | note | report | raise | face | address | take up | ,отмечаться,note | mark | celebrate | state | highlight | mark | 
155,point out,relever,pointed out by the commission|identify | meet | address | note | report | raise | face | address | take up | ,заметить,notice | note | see | observe | spot | remark | mention | notice | 
156,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,напомнить,remind | recall | remind | recall | resemble | 
157,point out,rappeler,to point out in his report|to again point out this evening|to point out this evening|to point out once again to this House|remind | recall | remember | reiterate | take into account | mention | note | remind | ,заметить,notice | note | see | observe | spot | remark | mention | notice | 
158,point out,signaler,to point out to the House|to point out to the member|to point out to the honourable member|to point out to the Commission|report | note | indicate | mention | inform | report | signal | notify | ,указывать,to sensibly point out gold's risks|to point out gold's risks|to point out the information's absence|point | indicate | specify | show | suggest | point | highlight | emphasize | 
159,point out,mentionner,mention | refer to | list | state | note | set out | cite | indicate | report | ,указать,specify | indicate | point | enter | select | define | set | state | 
160,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
161,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,сильная сторона,key strength|
162,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,мощь,industrial strength|power | might | capability | muscle | 
163,strength,force,economic strength|muscle strength|physical strength|key strength|force | power | ,мощность,capacity | power | facility | output | capability | 
164,strength,résistance,tensile strength|mechanical strength|joint strength|floor strength|resistance | stress | resilience | ,прочность,structural strength|durability | resistance | toughness | solidity | stiffness | resilience | density | 
165,strength,résistance,tensile strength|mechanical strength|joint strength|floor strength|resistance | stress | resilience | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
166,strength,atout,tremendous strength|existing strengths|core strength|asset | advantage | trump card | value proposition | ,преимущество,advantage | benefit | edge | 
167,strength,atout,tremendous strength|existing strengths|core strength|asset | advantage | trump card | value proposition | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
168,strength,concentration,single strength|additional strength|different strengths|maximum strength|concentration | level | merger | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
169,strength,intensité,signal strength|field strength|magnetic field strength|strength of the dose|intensity | severity | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
170,strength,puissance,military strength|moderate strength|strength of the electromagnetic force|strength of sterling|power | potency | omnipotence | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
171,strength,dosage,STRENGTHS OF THE MEDICINAL PRODUCTS|tablet strength|lower dose strength|dosage | determination | assay | quantitation | quantification | mix | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
172,strength,effectif,total strength|pilot strength|workforce | staff | personnel | complement | enrolment | work force | manpower | ,сила,physical strength|growing strength|political strength|economic strength|force | power | 
173,star,étoile,rising star|red star|stars in the sky|yellow star|,звезда,red star|gold star|rising star|bright star|
174,star,étoile,rising star|red star|stars in the sky|yellow star|,стар,historic quarter | 
175,star,star,movie star|pop star|porn star|Royal Star|celebrity | ,звезда,red star|gold star|rising star|bright star|
176,star,vedette,favorite star|Stars of the LPGA Tour|rock star|heading | flagship | limelight | superstar | speedboat | spotlight | celebrity | entry terms | ,звезда,red star|gold star|rising star|bright star|
177,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,вещь,interesting thing|different thing|simple thing|important thing|stuff | item | belongings | clothes | object | 
178,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,дело,good thing|first thing|terrible thing|case | affair | business | matter | cause | work | ministry | point | 
179,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,штука,rusted circular thing|marvelously constructed thing|little thing|weird thing|piece | stuff | trick | stunt | 
180,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,событие,event | development | 
181,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
182,thing,chose,good thing|first thing|last thing|bad thing|matter | stuff | ,явление,urban things|common thing|phenomenon | occurrence | 
183,thing,situation,things in the right direction|situation | location | position | status | circumstance | condition | state | ,ситуация,situation | condition | environment | 
184,thing,point,second thing|positive thing|key thing|most important thing|point | item | issue | paragraph | matter | mark | ,предмет,non-living thing|item | subject | object | piece | Article | matter | artifact | 
185,thing,point,second thing|positive thing|key thing|most important thing|point | item | issue | paragraph | matter | mark | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
186,thing,élément,important thing|main thing|different things|non-living things|element | item | component | part | factor | feature | point | aspect | ,объект,object | facility | site | installation | target | property | building | entity | 
187,thing,élément,important thing|main thing|different things|non-living things|element | item | component | part | factor | feature | point | aspect | ,вещь,interesting thing|different thing|simple thing|important thing|stuff | item | belongings | clothes | object | 
188,thing,truc,little things|fun things|simple things|strange thing|stuff | tip | trick | gizmo | hint | ,штука,rusted circular thing|marvelously constructed thing|little thing|weird thing|piece | stuff | trick | stunt | 
189,thing,aspect,interesting things|funny thing|aspect | appearance | point | element | side | ,момент,key thing|very positive thing|second thing|moment | point | time | date | 
190,coincide,concorder,accord | concur | tally | conflict | match | align | fit in | up-~-add up | ,совпадать,match | overlap | fit | match up | correspond | concur | converge | clash | 
191,coincide,concorder,accord | concur | tally | conflict | match | align | fit in | up-~-add up | ,совпасть,to coincide precisely|match | concur | match up | 
192,coincide,coïncider,concur | ,совпасть,to coincide precisely|match | concur | match up | 
193,coincide,no_equality,,приурочить,time | 
194,dance,danse,traditional dance|contemporary dance|oriental dance|folk dance|dancing | dancer | ,танец,folk dance|classical dance|traditional dance|Dance of Fire|dancing | dancer | 
195,dance,danse,traditional dance|contemporary dance|oriental dance|folk dance|dancing | dancer | ,пляска,wild dance|dancing | 
196,dance,bal,ball | ballroom | prom | ,бал,ball | 
197,dance,danser,to dance in the streets|to dance so well|to dance in the flames|,танцевать,to dance together|remix | 
198,dance,obéir,obey | comply | abide | obey | ,no_equality,
199,countryside,campagne,surrounding countryside|Tuscan countryside|Andalusian countryside|beautiful countryside|campaign | marketing year | ,местность,surrounding countryside|Tuscan countryside|beautiful countryside|green countryside|area | terrain | location | setting | locality | landscape | 
200,countryside,campagne,surrounding countryside|Tuscan countryside|Andalusian countryside|beautiful countryside|campaign | marketing year | ,окрестность,surrounding area | surroundings | neighbourhood | vicinity | surrounding countryside | suburb | outskirt | 
201,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,деревня,Andalusian countryside|village | 
202,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,природа,nature | landscape | 
203,countryside,paysage,picturesque countryside|Belgian countryside|stunning countryside|irish countryside|landscape | scenery | ,пейзаж,landscape | scenery | surroundings | 
204,countryside,espace rural,,no_equality,
205,countryside,monde rural,,no_equality,
206,countryside,no_equality,,загородный пейзаж,
207,countryside,no_equality,,загородные районы,
