,en,ru,fr
91,acute,острейших,no_equality
92,acute,обостряется,no_equality
93,acute,крайнего,extrême
94,acute,актуальной,no_equality
95,acute,крайняя,extrême
96,acute,резкой,no_equality
97,bedbugs,клопов,punaise
98,bedbugs,клопы,punaise
99,bedbugs,клопами,no_equality
100,bedbugs,клопам,no_equality
101,bedbugs,клопах,no_equality
102,personated,перфорированный,no_equality
103,personated,перфорированных,no_equality
104,personated,перфорация,no_equality
105,personated,перфорированного,no_equality
106,personated,перфорированную,no_equality
107,personated,перфорированная,no_equality
108,personated,перфорированные,no_equality
109,personated,пробила,no_equality
110,personated,повредили,no_equality
111,personated,перфорированными,no_equality
112,personated,дырчатых,no_equality
113,personated,перфорировал,no_equality
114,personated,барабанные,no_equality
115,dropper,пипетка,no_equality
116,dropper,роняльщика,no_equality
117,remover,отделитель,no_equality
118,remover,растворитель для,dissolvant
119,remover,растворитель для,solvant
120,remover,отделителя,séparateur
121,remover,растворитель,dissolvant
122,remover,растворитель,solvant
123,remover,remover,no_equality
124,remover,жидкость для снятия лака,dissolvant
125,remover,пятновыводитель,détachant
126,remover,ржавчины,no_equality
127,remover,поршневого,no_equality
128,remover,пятновыводителе,no_equality
129,remover,средство для снятия макияжа,no_equality
130,humble,смиренный,no_equality
131,humble,скромный,humble
132,humble,скромный,modeste
133,humble,простой,simple
134,humble,робкий,no_equality
135,humble,бедный,no_equality
136,humble,всепокорный,no_equality
137,humble,смиреннейший,no_equality
138,humble,смирять,no_equality
139,humble,унижать,humilier
140,humble,унижать,rabaisser
141,humble,смириться,no_equality
142,wagering,пари,pari
143,wagering,пари,parier
144,wagering,заключение пари,pari
145,refinanced,рефинансирован,no_equality
146,refinanced,рефинансировало,no_equality
147,meditated,медитировала,no_equality
148,meditated,медитировали,no_equality
149,meditated,медитировал,méditait
150,meditated,медитировал,méditais
151,Aristotelean,аристотеля,aristotélicien
152,Aristotelean,аристотеля,aristote
153,Trafalgars,трафальгар,no_equality
154,Trafalgars,трафальгарской,no_equality
155,Trafalgars,трафальгарская,no_equality
156,Trafalgars,трафальгарскую,no_equality
157,Trafalgars,трафальгара,no_equality
158,Trafalgars,трафальгаре,no_equality
159,fantasize,фантазировать,fantasmer
160,fantasize,фантазировать,rêver
161,fantasize,воображать,imaginer
162,scold,ругать,gronder
163,scold,ругать,réprimander
164,scold,ругать,engueuler
165,scold,ругать,insulter
166,scold,отругать,gronder
167,scold,отчитывать,gronder
168,scold,отчитывать,réprimander
169,scold,бранить,gronder
170,scold,бранить,réprimander
171,scold,браниться,no_equality
172,scold,пожурить,no_equality
173,scold,распекать,no_equality
174,scold,ругайте,no_equality
175,scold,ругаться,engueuler
176,overall,общий,global
177,overall,общий,général
178,overall,общий,total
179,overall,совокупный,global
180,overall,совокупный,total
181,overall,всеобщий,général
182,overall,суммарный,total
183,overall,общего,globalement
184,overall,общего,généralement
185,overall,всего,no_equality
186,overall,в целом,globalement
187,overall,в целом,dans l'ensemble
188,overall,в целом,en général
189,overall,в целом,généralement
190,overall,в целом,en tout
191,overall,целом,global
192,overall,целом,total
193,overall,общему,no_equality
194,overall,всей,no_equality
195,overall,всеобъемлющего,global
196,overall,всеобъемлющего,général
197,overall,всеобщей,no_equality
198,overall,глобальной,global
199,overall,всеобъемлющей,global
200,overall,всеобъемлющей,général
201,overall,всеобъемлющую,global
202,overall,всеобъемлющую,général
203,sucked,сосала,no_equality
204,sucked,сосал,no_equality
205,sucked,высосал,no_equality
206,sucked,высосала,no_equality
207,sucked,затянуло,no_equality
208,sucked,сосали,no_equality
209,sucked,сосут,no_equality
210,sucked,было отстойно,no_equality
211,sucked,был отстойным,no_equality
212,sucked,облажались,no_equality
213,sucked,высосало,no_equality
214,sucked,отсосал,a sucé
215,sucked,засосал,no_equality
216,sucked,отсосала,a sucé
217,sucked,отсосала,suçais
218,sucked,засосала,no_equality
219,fluffed,взбивала,no_equality
220,DO,сделать,faire
221,DO,сделать,agir
222,DO,делать,faire
223,DO,делать,ça
224,DO,заниматься,faire
225,DO,есть,ça
226,DO,поступить,agir
227,DO,помочь,faire
228,DO,ты,tu
229,DO,ты,on
230,DO,ты,je
231,DO,ты,ça
232,DO,вы,tu
233,DO,вы,t'
234,DO,вы,on
235,DO,вы,je
236,DO,вы,ça
237,DO,как,comment
238,DO,как,je
239,DO,бы,faire
240,DO,думаешь,est-ce
241,DO,думаешь,sais
242,DO,думаешь,veux
243,DO,думаешь,quoi
244,DO,же,no_equality
245,DO,а,no_equality
246,DO,это,tu
247,DO,это,on
248,DO,это,je
249,DO,хочешь,no_equality
250,literature,литература,littérature
251,literature,литература,documentation
252,literature,публикаций,no_equality
253,literature,литературный,no_equality
254,literature,трудов,ouvrage
255,literature,словесность,no_equality
256,literature,доктрине,no_equality
