,trigram,freq
34909,"('you_PRON', 'want_VERB', 'to_PART')",14
67,"('part_NOUN', 'of_ADP', 'the_DET')",14
42754,"('it_PRON', 'take_VERB', 'it_PRON')",14
35782,"('little_ADJ', 'bit_NOUN', 'of_ADP')",14
34119,"('you_PRON', 'be_AUX', 'gonnon_NOUN')",14
2520,"('the_DET', 'middle_NOUN', 'of_ADP')",14
454,"('in_ADP', 'the_DET', 'world_NOUN')",14
59822,"('shook_VERB', 'her_DET', 'head_NOUN')",14
5603,"('look_VERB', 'at_ADP', 'the_DET')",14
18714,"('to_PART', 'look_VERB', 'at_ADP')",14
6353,"('that_PRON', 'be_AUX', 'the_DET')",13
62647,"('back_ADV', 'to_ADP', 'the_DET')",13
3011,"('I_PRON', 'can_AUX', 'see_VERB')",13
1046,"('can_AUX', 'not_PART', 'tell_VERB')",13
22240,"('and_CCONJ', 'that_PRON', 'be_AUX')",13
34313,"('’re_ADV', 'go_VERB', 'to_PART')",13
57471,"('epocum_NOUN', 'del_ADJ', 'mito_NOUN')",13
31984,"('just_ADV', 'want_VERB', 'to_PART')",13
1597,"('that_SCONJ', 'I_PRON', 'have_AUX')",13
14975,"('you_PRON', 'have_VERB', 'to_PART')",13
1200,"('in_ADP', 'the_DET', 'house_NOUN')",13
6275,"('the_DET', 'edge_NOUN', 'of_ADP')",13
19,"('I_PRON', 'see_VERB', 'the_DET')",13
57470,"('la_DET', 'epocum_NOUN', 'del_ADJ')",13
34120,"('be_AUX', 'gonnon_NOUN', 'miss_VERB')",12
11753,"('can_AUX', 'not_PART', 'be_AUX')",12
34121,"('gonnon_NOUN', 'miss_VERB', 'my_DET')",12
3206,"('it_PRON', 'be_AUX', 'the_DET')",12
9040,"('seem_VERB', 'to_PART', 'be_AUX')",12
42512,"('I_PRON', 'just_ADV', 'want_VERB')",12
10513,"('but_CCONJ', 'it_PRON', 'be_AUX')",12
82370,"('love_NOUN', 'I_PRON', 'be_AUX')",12
6723,"('you_PRON', 'know_VERB', 'it_PRON')",12
18995,"('___', 'will_AUX', 'not_PART')",12
5926,"('you_PRON', 'do_AUX', 'not_PART')",12
385,"('it_PRON', 'be_AUX', 'not_PART')",11
34129,"('miss_VERB', 'my_DET', 'lovin_NOUN')",11
1302,"('I_PRON', 'have_VERB', 'a_DET')",11
22222,"('have_AUX', 'be_AUX', 'a_DET')",11
3977,"('I_PRON', 'say_VERB', 'to_ADP')",11
434,"('when_SCONJ', 'I_PRON', 'be_AUX')",11
6082,"('in_ADP', 'the_DET', 'air_NOUN')",11
5232,"('in_ADP', 'the_DET', 'morning_NOUN')",11
7536,"('some_PRON', 'of_ADP', 'they_PRON')",11
35990,"('so_ADV', 'if_SCONJ', 'you_PRON')",11
5295,"('go_VERB', 'to_ADP', 'the_DET')",11
6121,"('be_AUX', 'not_PART', 'a_DET')",11
1701,"('go_VERB', 'to_PART', 'be_AUX')",11
6362,"('the_DET', 'rest_NOUN', 'of_ADP')",11
5414,"('there_ADV', 'be_AUX', 'a_DET')",10
1060,"('end_NOUN', 'of_ADP', 'the_DET')",10
1424,"('it_PRON', 'may_AUX', 'be_AUX')",10
6189,"('say_VERB', 'the_DET', 'raven_NOUN')",10
20417,"('while_SCONJ', 'I_PRON', 'be_AUX')",10
896,"('in_ADP', 'front_NOUN', 'of_ADP')",10
1541,"('the_DET', 'back_NOUN', 'of_ADP')",10
6470,"('you_PRON', 'have_VERB', 'a_DET')",10
34581,"('I_PRON', '’m_NOUN', 'not_PART')",10
43756,"('the_DET', 'experiencing_ADJ', 'self_NOUN')",10
2521,"('middle_NOUN', 'of_ADP', 'the_DET')",10
205,"('that_SCONJ', 'he_PRON', 'be_AUX')",10
2468,"('I_PRON', 'have_AUX', 'never_ADV')",10
7389,"('to_PART', 'do_VERB', 'with_ADP')",10
25779,"('but_CCONJ', 'she_PRON', 'be_AUX')",10
2741,"('I_PRON', 'have_AUX', 'be_AUX')",10
1254,"('it_PRON', 'have_AUX', 'be_AUX')",9
13614,"('be_AUX', 'on_ADP', 'the_DET')",9
2456,"('I_PRON', 'be_AUX', 'a_DET')",9
14930,"('need_VERB', 'to_PART', 'know_VERB')",9
4573,"('and_CCONJ', 'there_ADV', 'be_AUX')",9
35894,"('we_PRON', 'have_VERB', 'a_DET')",9
35811,"('have_VERB', 'to_PART', 'do_VERB')",9
30929,"('need_VERB', 'to_PART', 'be_AUX')",9
26585,"('that_SCONJ', 'there_ADV', 'be_VERB')",9
393,"('I_PRON', 'think_VERB', 'I_PRON')",9
22054,"('want_VERB', 'to_PART', 'be_AUX')",9
18966,"('he_PRON', 'be_AUX', 'a_DET')",9
2641,"('the_DET', 'door_NOUN', 'and_CCONJ')",9
21943,"('and_CCONJ', 'there_ADV', 'be_VERB')",9
24736,"('I_PRON', 'do_AUX', 'what_PRON')",9
11590,"('I_PRON', 'be_AUX', 'alive_ADJ')",9
6836,"('to_PART', 'do_VERB', 'it_PRON')",9
12166,"('of_ADP', 'they_PRON', 'be_AUX')",9
2120,"('it_PRON', 'will_AUX', 'be_AUX')",9
577,"('I_PRON', 'be_AUX', 'in_ADP')",9
5948,"('not_PART', 'want_VERB', 'to_PART')",9
3838,"('do_AUX', 'you_PRON', 'know_VERB')",9
32161,"('a_DET', 'bunch_NOUN', 'of_ADP')",9
82609,"('let_VERB', 'her_DET', 'dance_NOUN')",9
1015,"('the_DET', 'first_ADJ', 'time_NOUN')",9
1221,"('in_ADP', 'one_NUM', 'of_ADP')",9
3969,"('and_CCONJ', 'it_PRON', 'be_AUX')",9
7122,"('I_PRON', 'have_AUX', 'give_VERB')",9
5947,"('do_AUX', 'not_PART', 'want_VERB')",9
6145,"('you_PRON', '___', 'can_AUX')",8
5995,"('I_PRON', 'will_AUX', 'not_PART')",8
42736,"('here_ADV', 'rude_VERB', 'boy_ADV')",8
84254,"('he_PRON', 'see_VERB', 'the_DET')",8
15093,"('and_CCONJ', 'you_PRON', 'be_AUX')",8
627,"('of_ADP', 'it_PRON', 'be_AUX')",8
36873,"('if_SCONJ', 'you_PRON', 'have_VERB')",8
20720,"('in_ADP', 'the_DET', 'wood_NOUN')",8
4545,"('I_PRON', 'will_AUX', 'have_AUX')",8
11699,"('the_DET', 'side_NOUN', 'of_ADP')",8
271,"('that_SCONJ', 'they_PRON', 'be_AUX')",8
42922,"('___', 'ai_ADJ', 'not_PART')",8
1516,"('in_ADP', 'the_DET', 'library_NOUN')",8
4515,"('what_PRON', 'it_PRON', 'be_AUX')",8
13426,"('edge_NOUN', 'of_ADP', 'the_DET')",8
58310,"('for_ADP', 'her_PRON', 'to_PART')",8
48490,"('be_AUX', 'try_VERB', 'to_PART')",8
253,"('top_NOUN', 'of_ADP', 'the_DET')",8
18967,"('be_AUX', 'a_DET', 'good_ADJ')",8
12587,"('use_VERB', 'to_PART', 'be_AUX')",8
3365,"('know_VERB', 'how_ADV', 'to_PART')",8
3644,"('it_PRON', 'be_VERB', 'to_PART')",8
45621,"('get_VERB', 'lost_ADJ', 'inside_NOUN')",8
585,"('at_ADP', 'the_DET', 'same_ADJ')",8
2547,"('be_AUX', 'full_ADJ', 'of_ADP')",8
6914,"('give_VERB', 'her_DET', 'a_DET')",8
42535,"('want_VERB', 'to_PART', 'live_VERB')",8
12001,"('I_PRON', 'come_VERB', 'to_ADP')",8
37071,"('be_AUX', 'a_DET', 'little_ADJ')",8
3960,"('to_PART', 'have_VERB', 'a_DET')",8
20665,"('the_DET', 'little_ADJ', 'Ones_NOUN')",8
57896,"('“I_ADJ', 'don_NOUN', '’t_ADV')",8
35734,"('’m_NOUN', 'go_VERB', 'to_PART')",8
67614,"('to_ADP', 'the_DET', 'music_NOUN')",8
46595,"('I_PRON', ""'_PART"", 'll_AUX')",8
7060,"('of_ADP', 'the_DET', 'world_NOUN')",8
64733,"('take_VERB', 'a_DET', 'sip_NOUN')",8
14935,"('want_VERB', 'to_PART', 'know_VERB')",8
14934,"('they_PRON', 'want_VERB', 'to_PART')",8
2417,"('and_CCONJ', 'when_SCONJ', 'I_PRON')",8
55014,"('shake_VERB', 'her_DET', 'head_NOUN')",8
28424,"('more_ADJ', 'than_ADP', 'a_DET')",8
53050,"('live_VERB', 'while_SCONJ', 'I_PRON')",8
7472,"('have_VERB', 'to_PART', 'be_AUX')",8
6499,"('do_AUX', 'not_PART', 'you_PRON')",8
6491,"('you_PRON', 'be_AUX', 'a_DET')",8
11360,"('I_PRON', 'begin_VERB', 'to_PART')",8
43471,"('the_DET', 'remembering_NOUN', 'self_NOUN')",8
35733,"('I_PRON', '’m_NOUN', 'go_VERB')",8
34312,"('we_PRON', '’re_ADV', 'go_VERB')",8
34984,"('do_AUX', 'what_PRON', 'can_AUX')",8
6490,"('if_SCONJ', 'you_PRON', 'be_AUX')",8
34128,"('gonnon_X', 'miss_VERB', 'my_DET')",8
83661,"('sphere_NOUN', 'of_ADP', 'influence_NOUN')",7
42760,"('take_VERB', 'it_PRON', 'love_NOUN')",7
5949,"('want_VERB', 'to_PART', 'go_VERB')",7
42761,"('it_PRON', 'love_NOUN', 'i_NOUN')",7
23710,"('what_PRON', 'be_AUX', 'the_DET')",7
42759,"('take_VERB', 'it_PRON', 'take_VERB')",7
36965,"('all_DET', 'the_DET', 'thing_NOUN')",7
58184,"('but_CCONJ', 'there_ADV', 'be_AUX')",7
54078,"('they_PRON', 'will_AUX', 'love_VERB')",7
42762,"('love_NOUN', 'i_NOUN', 'love_NOUN')",7
51938,"('away_ADV', 'from_ADP', 'the_DET')",7
42763,"('i_NOUN', 'love_NOUN', 'i_PRON')",7
28012,"('be_AUX', 'like_ADP', 'a_DET')",7
66916,"('shook_VERB', 'his_DET', 'head_NOUN')",7
12586,"('it_PRON', 'use_VERB', 'to_PART')",7
53556,"('I_PRON', ""'_X"", 'll_NUM')",7
42758,"('baby_PRON', 'take_VERB', 'it_PRON')",7
62367,"('“What_PRON', 'do_AUX', 'you_PRON')",7
84186,"('lum_X', 'lum_X', 'lum_X')",7
36681,"('to_PART', 'be_AUX', 'able_ADJ')",7
23893,"('live_VERB', 'in_ADP', 'the_DET')",7
53049,"('to_PART', 'live_VERB', 'while_SCONJ')",7
5477,"('on_ADP', 'the_DET', 'ground_NOUN')",7
4685,"('at_ADP', 'the_DET', 'top_NOUN')",7
36312,"('in_ADP', 'term_NOUN', 'of_ADP')",7
14060,"('I_PRON', 'have_AUX', 'not_PART')",7
54077,"('way_NOUN', 'they_PRON', 'will_AUX')",7
44619,"('happiness_NOUN', 'of_ADP', 'the_DET')",7
45149,"('have_AUX', 'give_VERB', 'you_PRON')",7
12255,"('I_PRON', 'have_VERB', 'to_PART')",7
42755,"('take_VERB', 'it_PRON', 'Baby_PROPN')",7
42756,"('it_PRON', 'Baby_PROPN', 'baby_PRON')",7
42757,"('Baby_PROPN', 'baby_PRON', 'take_VERB')",7
42273,"('it_PRON', 'turn_VERB', 'out_ADP')",7
38809,"('be_AUX', 'part_ADJ', 'of_ADP')",7
4181,"('no_DET', 'one_PRON', 'can_AUX')",7
39665,"('it_PRON', '’s_VERB', 'a_DET')",7
11189,"('go_VERB', 'on_ADP', 'and_CCONJ')",7
34148,"('my_DET', 'lovin_NOUN', ""'_PART"")",7
5740,"('it_PRON', 'be_AUX', 'all_DET')",7
2911,"('to_PART', 'see_VERB', 'he_PRON')",7
1389,"('that_SCONJ', 'it_PRON', 'be_AUX')",7
4175,"('I_PRON', 'will_AUX', 'give_VERB')",7
8319,"('I_PRON', 'have_AUX', 'ever_ADV')",7
5833,"('the_DET', 'same_ADJ', 'as_SCONJ')",7
22064,"('all_DET', 'the_DET', 'same_NOUN')",7
39451,"('you_PRON', 'be_AUX', 'the_DET')",7
6363,"('rest_NOUN', 'of_ADP', 'the_DET')",7
65782,"('give_VERB', 'he_PRON', 'a_DET')",7
9006,"('may_AUX', 'be_AUX', 'a_DET')",7
34228,"('I_PRON', 'know_VERB', 'I_PRON')",7
10427,"('but_CCONJ', 'they_PRON', 'be_AUX')",7
58345,"('a_DET', 'half_ADJ', 'dozen_NOUN')",7
37568,"('be_VERB', 'a_DET', 'lot_NOUN')",7
3265,"('be_AUX', 'in_ADP', 'a_DET')",7
586,"('the_DET', 'same_ADJ', 'time_NOUN')",7
32363,"('and_CCONJ', 'all_PRON', 'of_ADP')",7
41954,"('want_VERB', 'to_PART', 'do_VERB')",7
14911,"('you_PRON', 'and_CCONJ', 'I_PRON')",7
13780,"('tell_VERB', 'i_PRON', 'that_SCONJ')",7
21073,"('the_DET', 'bad_ADJ', 'giant_NOUN')",7
38313,"('I_PRON', '’m_VERB', 'a_DET')",7
998,"('of_ADP', 'the_DET', 'great_ADJ')",7
30568,"('be_AUX', 'the_DET', 'most_ADV')",7
67481,"('“I_ADJ', 'don_NOUN', '’t_NOUN')",7
54076,"('the_DET', 'way_NOUN', 'they_PRON')",7
56688,"('the_DET', 'way_NOUN', 'she_PRON')",7
3970,"('it_PRON', 'be_AUX', 'my_DET')",7
4428,"('I_PRON', 'see_VERB', 'a_DET')",7
979,"('of_ADP', 'one_NUM', 'of_ADP')",7
26982,"('open_VERB', 'the_DET', 'door_NOUN')",7
83601,"('span_NOUN', 'of_ADP', 'control_NOUN')",7
3012,"('can_AUX', 'see_VERB', 'nothing_NOUN')",7
34987,"('nothing_VERB', 'the_DET', 'same_ADJ')",6
16091,"('be_VERB', 'to_PART', 'be_AUX')",6
31872,"('if_SCONJ', 'there_ADV', 'be_VERB')",6
23534,"('as_ADP', 'soon_ADV', 'as_ADP')",6
10802,"('the_DET', 'form_NOUN', 'of_ADP')",6
4485,"('be_AUX', 'like_ADP', 'the_DET')",6
33747,"('boat_NOUN', 'I_PRON', 'be_AUX')",6
1877,"('not_PART', 'one_NUM', 'of_ADP')",6
39373,"('I_PRON', 'don_NOUN', '’t_NOUN')",6
5967,"('be_AUX', 'the_DET', 'way_NOUN')",6
16231,"('the_DET', 'ground_NOUN', 'and_CCONJ')",6
35107,"('I_PRON', '’ve_VERB', 'be_AUX')",6
24936,"('and_CCONJ', 'I_PRON', 'will_AUX')",6
11488,"('have_AUX', 'begin_VERB', 'to_PART')",6
3825,"('know_VERB', 'you_PRON', 'be_AUX')",6
40290,"('it_PRON', 'can_AUX', 'be_AUX')",6
31007,"('the_DET', 'most_ADV', 'important_ADJ')",6
4213,"('you_PRON', 'can_AUX', 'see_VERB')",6
4304,"('he_PRON', 'do_AUX', 'not_PART')",6
27950,"('to_PART', 'know_VERB', 'that_SCONJ')",6
1244,"('be_AUX', 'a_DET', 'very_ADV')",6
53362,"('to_ADP', 'my_DET', 'life_NOUN')",6
53361,"('soundtrack_NOUN', 'to_ADP', 'my_DET')",6
1617,"('can_AUX', 'not_PART', 'help_VERB')",6
43388,"('the_DET', 'experiencing_VERB', 'self_NOUN')",6
9992,"('it_PRON', 'to_ADP', 'the_DET')",6
715,"('of_ADP', 'the_DET', 'house_NOUN')",6
39106,"('you_PRON', 'can_AUX', 'do_VERB')",6
53360,"('the_DET', 'soundtrack_NOUN', 'to_ADP')",6
36241,"('that_SCONJ', 'you_PRON', 'know_VERB')",6
3831,"('that_SCONJ', 'you_PRON', 'be_AUX')",6
10056,"('if_SCONJ', 'you_PRON', 'will_AUX')",6
6256,"('go_VERB', 'back_ADV', 'to_ADP')",6
3992,"('look_VERB', 'at_ADP', 'i_PRON')",6
47678,"('will_AUX', 'not_PART', 'let_VERB')",6
39082,"('the_DET', 'kind_NOUN', 'of_ADP')",6
42921,"('I_PRON', '___', 'ai_ADJ')",6
407,"('I_PRON', 'have_AUX', 'just_ADV')",6
31985,"('want_VERB', 'to_PART', 'get_VERB')",6
2269,"('to_PART', 'make_VERB', 'a_DET')",6
43416,"('the_DET', 'remember_VERB', 'self_NOUN')",6
6523,"('in_ADP', 'the_DET', 'hope_NOUN')",6
7055,"('of_ADP', 'the_DET', 'universe_NOUN')",6
35290,"('if_SCONJ', 'you_PRON', 'want_VERB')",6
34988,"('same_ADJ', 'as_SCONJ', 'it_PRON')",6
36154,"('it_PRON', '’s_VERB', 'not_PART')",6
3534,"('___', 'have_AUX', 'not_PART')",6
34989,"('as_SCONJ', 'it_PRON', 'use_VERB')",6
6580,"('have_AUX', 'not_PART', 'yet_ADV')",6
23565,"('you_PRON', '___', 'do_AUX')",6
57733,"('the_DET', 'man_NOUN', 'have_AUX')",6
35945,"('kind_NOUN', 'of_ADP', 'a_DET')",6
12994,"('now_ADV', 'and_CCONJ', 'then_ADV')",6
25922,"('on_ADP', 'and_CCONJ', 'on_ADP')",6
21087,"('when_SCONJ', 'you_PRON', 'be_AUX')",6
11674,"('up_ADP', 'to_ADP', 'the_DET')",6
35763,"('to_PART', 'try_VERB', 'to_PART')",6
34698,"('what_PRON', 'be_AUX', 'you_PRON')",6
32409,"('of_ADP', 'the_DET', 'most_ADV')",6
20085,"('for_ADP', 'i_PRON', 'to_PART')",6
37639,"('wouldn_VERB', '’t_ADV', 'be_AUX')",6
54899,"('out_ADP', 'into_ADP', 'the_DET')",6
9384,"('they_PRON', 'in_ADP', 'the_DET')",6
18240,"('and_CCONJ', 'all_DET', 'the_DET')",6
42277,"('do_AUX', 'not_PART', 'have_VERB')",6
18503,"('branch_NOUN', 'of_ADP', 'the_DET')",6
18990,"('___', 'be_AUX', 'not_PART')",6
148,"('they_PRON', 'seem_VERB', 'to_PART')",6
140,"('the_DET', 'sound_NOUN', 'of_ADP')",6
980,"('one_NUM', 'of_ADP', 'my_DET')",6
23726,"('will_AUX', 'like_VERB', 'to_PART')",6
17326,"('and_CCONJ', 'some_PRON', 'of_ADP')",6
7913,"('I_PRON', 'say_VERB', 'I_PRON')",6
8170,"('and_CCONJ', 'have_VERB', 'a_DET')",6
965,"('it_PRON', 'in_ADP', 'the_DET')",6
58912,"('in_ADP', 'the_DET', 'city_NOUN')",6
65267,"('turn_VERB', 'to_PART', 'look_VERB')",6
32380,"('the_DET', 'time_NOUN', 'to_PART')",6
82361,"('it_PRON', 'all_PRON', 'up_ADP')",6
254,"('of_ADP', 'the_DET', 'tree_NOUN')",6
34397,"('we_PRON', 'need_VERB', 'to_PART')",6
2557,"('be_VERB', 'in_ADP', 'the_DET')",6
8350,"('listen_VERB', 'to_ADP', 'the_DET')",6
7793,"('of_ADP', 'the_DET', 'river_NOUN')",6
66407,"('it_PRON', 'wasn_VERB', '’t_ADV')",6
22322,"('there_ADV', 'be_VERB', 'nothing_PRON')",6
32576,"('human_ADJ', 'interface_NOUN', 'object_NOUN')",6
14372,"('be_AUX', 'that_SCONJ', 'we_PRON')",6
37781,"('this_PRON', 'be_AUX', 'a_DET')",6
23787,"('she_PRON', 'be_AUX', 'a_DET')",6
17869,"('up_ADP', 'in_ADP', 'the_DET')",6
18783,"('they_PRON', 'be_AUX', 'not_PART')",6
29447,"('on_ADP', 'the_DET', 'other_ADJ')",6
58798,"('“I_ADJ', '’m_NOUN', 'not_PART')",6
42562,"('gonnon_NOUN', 'live_VERB', 'forever_ADV')",6
32582,"('the_DET', 'same_ADJ', 'as_ADP')",6
82360,"('give_VERB', 'it_PRON', 'all_PRON')",6
82359,"('will_AUX', 'give_VERB', 'it_PRON')",6
13513,"('there_ADV', 'be_AUX', 'someth_VERB')",6
5061,"('but_CCONJ', 'I_PRON', 'can_AUX')",6
14415,"('begin_VERB', 'to_PART', 'grow_VERB')",6
37981,"('it_PRON', '’s_VERB', 'like_ADP')",6
82374,"('too_ADV', 'much_ADJ', 'but_CCONJ')",6
82362,"('all_PRON', 'up_ADP', 'but_CCONJ')",6
2361,"('go_VERB', 'out_ADP', 'of_ADP')",6
34122,"('miss_VERB', 'my_DET', 'lovin_X')",6
82375,"('much_ADJ', 'but_CCONJ', 'I_PRON')",6
82376,"('love_NOUN', 'I_PRON', ""'m_AUX"")",6
82377,"('I_PRON', ""'m_AUX"", 'takin_ADJ')",6
40762,"('to_PART', 'think_VERB', 'about_ADP')",6
34469,"('do_AUX', 'you_PRON', 'think_VERB')",6
38090,"('you_PRON', '’re_ADV', 'go_VERB')",6
9610,"('to_ADP', 'his_DET', 'wife_NOUN')",6
3487,"('do_AUX', 'not_PART', 'come_VERB')",6
8078,"('that_PRON', 'be_AUX', 'a_DET')",6
53729,"('to_PART', 'do_VERB', 'be_AUX')",6
82373,"('you_PRON', 'too_ADV', 'much_ADJ')",6
34123,"('my_DET', 'lovin_X', ""'_X"")",6
82372,"('give_VERB', 'you_PRON', 'too_ADV')",6
1061,"('of_ADP', 'the_DET', 'room_NOUN')",6
32449,"('and_CCONJ', 'this_PRON', 'be_AUX')",6
20082,"('it_PRON', 'be_AUX', 'impossible_ADJ')",6
4567,"('wall_NOUN', 'of_ADP', 'the_DET')",6
24077,"('that_PRON', 'will_AUX', 'be_AUX')",6
82363,"('up_ADP', 'but_CCONJ', 'I_PRON')",6
82371,"('love_NOUN', 'I_PRON', 'have_AUX')",6
82378,"(""'m_AUX"", 'takin_ADJ', ""'_PART"")",6
9142,"('and_CCONJ', 'my_DET', 'heart_NOUN')",6
44618,"('the_DET', 'happiness_NOUN', 'of_ADP')",6
48156,"(""'_PART"", 'll_AUX', 'keep_VERB')",6
48157,"('ll_AUX', 'keep_VERB', 'on_ADP')",6
2371,"('the_DET', 'foot_NOUN', 'of_ADP')",6
27673,"('between_ADP', 'the_DET', 'two_NUM')",5
13754,"('in_ADP', 'a_DET', 'way_NOUN')",5
7598,"('this_PRON', 'be_AUX', 'not_PART')",5
84133,"('see_VERB', 'the_DET', 'star_NOUN')",5
33746,"('a_DET', 'boat_NOUN', 'I_PRON')",5
1801,"('have_AUX', 'never_ADV', 'see_VERB')",5
44507,"('and_CCONJ', 'it_PRON', ""'s_PART"")",5
3249,"('i_PRON', 'in_ADP', 'the_DET')",5
41614,"('a_DET', 'good_ADJ', 'thing_NOUN')",5
25696,"('it_PRON', 'be_AUX', 'possible_ADJ')",5
8647,"('come_VERB', 'to_ADP', 'the_DET')",5
24468,"('I_PRON', 'thank_VERB', 'you_PRON')",5
10803,"('form_NOUN', 'of_ADP', 'a_DET')",5
7597,"('but_CCONJ', 'this_PRON', 'be_AUX')",5
19589,"('back_NOUN', 'of_ADP', 'the_DET')",5
3782,"('you_PRON', 'have_VERB', 'the_DET')",5
44690,"('for_ADP', 'a_DET', 'long_ADJ')",5
6106,"('be_AUX', 'not_PART', 'the_DET')",5
35628,"('Instructor_NOUN', 'Julie_PROPN', 'Zelenski_PROPN')",5
35766,"('give_VERB', 'you_PRON', 'some_DET')",5
35765,"('to_PART', 'give_VERB', 'you_PRON')",5
13642,"('return_VERB', 'to_ADP', 'the_DET')",5
5792,"('who_PRON', 'have_AUX', 'be_AUX')",5
11539,"('that_PRON', 'have_AUX', 'be_AUX')",5
60743,"('through_ADP', 'the_DET', 'city_NOUN')",5
6524,"('the_DET', 'hope_NOUN', 'of_ADP')",5
3319,"('of_ADP', 'what_PRON', 'I_PRON')",5
38528,"('my_DET', 'life_NOUN', 'and_CCONJ')",5
4882,"('be_AUX', 'there_ADV', 'to_PART')",5
39682,"('I_PRON', 'will_AUX', 'say_VERB')",5
34908,"('do_AUX', 'you_PRON', 'want_VERB')",5
15240,"('my_DET', 'heart_NOUN', 'be_AUX')",5
24380,"('for_ADP', 'a_DET', 'while_SCONJ')",5
45662,"('I_PRON', 'be_AUX', 'nothing_VERB')",5
1416,"('I_PRON', 'see_VERB', 'that_SCONJ')",5
7495,"('lead_VERB', 'the_DET', 'way_NOUN')",5
6500,"('not_PART', 'you_PRON', 'be_AUX')",5
29276,"('what_PRON', 'they_PRON', 'be_AUX')",5
18805,"('that_PRON', 'it_PRON', 'be_AUX')",5
1417,"('see_VERB', 'that_SCONJ', 'the_DET')",5
11520,"('rise_VERB', 'and_CCONJ', 'go_VERB')",5
4611,"('be_AUX', 'wait_VERB', 'for_ADP')",5
1781,"('have_AUX', 'come_VERB', 'to_ADP')",5
57897,"('don_NOUN', '’t_ADV', 'know_VERB')",5
4834,"('all_DET', 'the_DET', 'time_NOUN')",5
28830,"('be_AUX', 'look_VERB', 'for_ADP')",5
1658,"('of_ADP', 'it_PRON', 'and_CCONJ')",5
4159,"('which_PRON', 'be_AUX', 'the_DET')",5
39504,"('sign_VERB', 'up_ADP', 'for_ADP')",5
43414,"('self_NOUN', 'and_CCONJ', 'the_DET')",5
1479,"('he_PRON', 'have_AUX', 'be_AUX')",5
56865,"('“It_SCONJ', '’s_DET', 'not_PART')",5
60590,"('she_PRON', 'couldn_VERB', '’t_ADV')",5
12681,"('at_ADP', 'length_NOUN', 'I_PRON')",5
54154,"('Dance_PROPN', 'Dance_PROPN', 'Dance_PROPN')",5
8225,"('if_SCONJ', 'you_PRON', 'do_AUX')",5
15077,"('will_AUX', 'go_VERB', 'on_ADP')",5
14082,"('I_PRON', 'think_VERB', 'of_ADP')",5
