,trigram,PMI
166,"('old', 'King', 'bear')",17.068475338178487
167,"('must', 'never', 'surrender')",17.054142100093593
168,"('lone', 'little', 'path')",17.048975773924866
169,"('a', 'wee', 'bit')",17.041399602874694
170,"('grandfather', 'a', 'thousand')",17.04139960287469
171,"('Jimmy', 'Skunk', 'politely')",16.984895264291517
172,"('the', 'Soviet', 'Union')",16.974834024136015
173,"('my', 'fellow', 'Americans')",16.95802164842944
174,"('bag', 'of', 'scent')",16.95488875894448
175,"('old', 'chestnut', 'tree')",16.92896318891664
176,"('the', 'Purple', 'Hill')",16.89816563335447
177,"('declare', 'of', 'independence')",16.89599506989091
178,"('the', 'democratic', 'Party')",16.844857237020967
179,"('John', 'Lieder', 'the')",16.844857237020964
180,"('once', 'or', 'twice')",16.802473949209745
181,"('the', 'soviet', 'delegation')",16.77976220879908
182,"('old', 'mother', 'West')",16.75826108796499
183,"('je', ""'"", 'like')",16.751975183304353
184,"('more', 'information', 'or')",16.743580260156175
185,"('faster', 'than', 'ever')",16.742167578766193
186,"('old', 'king', 'bear')",16.689963714924758
187,"('and', 'yellow', 'waistcoat')",16.6826417680411
188,"('down', 'deep', 'inside')",16.66939541280262
189,"('Mink', ""'s"", 'duck')",16.654633773987957
190,"('her', 'big', 'bag')",16.64341109043906
191,"('he', 'didn', ""'t"")",16.631343752087776
192,"('shadow', 'the', 'Weasel')",16.611934148192354
193,"('rubb', 'his', 'eye')",16.60726087133437
194,"('said', 'Grandfather', 'Frog')",16.57242388543332
195,"('next', 'little', 'pool')",16.540060593832255
196,"(""'s"", 'eye', 'twinkle')",16.49758425119956
197,"('God', 'bless', 'you')",16.438553655234625
198,"('at', 'jolly', 'round')",16.432943776551838
199,"('that', 'Old', 'Man')",16.41704031207616
200,"('Hooty', 'the', 'Owl')",16.363128357965
201,"('old', 'man', 'Coyote')",16.35835665024867
202,"('under', 'mister', 'Reagan')",16.349892081070763
203,"('Spotty', 'the', 'turtle')",16.331949673428618
204,"('little', 'meadow', 'folk')",16.321408877760913
205,"('two', 'or', 'three')",16.317047122039504
206,"('sigh', 'of', 'relief')",16.29192374622205
207,"('at', 'its', 'worst')",16.233572835421132
208,"('piece', 'of', 'bark')",16.225536348888145
209,"('why', 'Bobby', 'Coon')",16.19676721407557
210,"('tumble', 'down', 'house')",16.18915413675011
211,"('a', 'terrible', 'rage')",16.135086200728917
212,"('his', 'head', 'thoughtfully')",16.10025696562567
213,"('the', 'Marshall', 'plan')",16.08586533652476
214,"('Blacky', 'the', 'Crow')",16.080990185718047
215,"('much', 'bigger', 'than')",16.051850195230852
216,"('let', 'both', 'side')",16.04849896870101
217,"('fat', 'and', 'roly')",16.038785578266374
218,"('fold', 'his', 'hand')",16.021810479150705
219,"('cousin', 'Sammy', 'Jay')",16.010393766730736
220,"('higher', 'and', 'higher')",15.979891889212805
221,"('row', 'of', 'nest')",15.945428429695411
222,"('the', 'sweet', 'singer')",15.93058711104685
223,"('Brown', ""'s"", 'henhouse')",15.919613824136718
224,"('the', 'Laughing', 'Brake')",15.915940335082443
225,"('lose', 'his', 'temper')",15.91362752907099
226,"('hung', 'his', 'head')",15.910779166761955
227,"('West', 'Wind', 'come')",15.899760859162683
228,"('old', 'man', 'Coyite')",15.891532348410514
229,"('scratch', 'his', 'head')",15.86871510719541
230,"('the', 'yellow', 'Jacket')",15.86722505004942
231,"('busy', 'very', 'busy')",15.861323042718261
232,"('a-rum', 'say', 'Grandfather')",15.859191140740265
233,"('to', 'volunteer', 'please')",15.857595187977964
234,"('brush', 'his', 'coat')",15.857310343923167
235,"('get', 'into', 'mischief')",15.83572008333416
236,"('billion', 'dollar', 'a')",15.797527454127792
237,"('nearer', 'and', 'nearer')",15.775751172432582
238,"('Oh', 'Grandfather', 'Frog')",15.77349253796072
239,"('continue', 'Grandfather', 'Frog')",15.768626782788903
240,"('domain', 'for', 'more')",15.759525097289341
241,"('very', 'much', 'afraid')",15.754479204587469
242,"('the', 'mossy', 'green')",15.737942033104456
243,"('the', '11', 'th')",15.735368089440627
244,"('the', 'Laughing', 'brook')",15.684614788975999
245,"('the', 'warm', 'sunshine')",15.64846002421746
246,"('the', 'nuclear', 'freeze')",15.64108049385187
247,"('the', 'public', 'domain')",15.638406359553542
248,"('as', 'jolly', 'round')",15.637743343223693
249,"('reply', 'Grandfather', 'Frog')",15.619091944934603
250,"('of', 'South', 'Vietnam')",15.584736717546761
251,"('least', 'little', 'bit')",15.549049377059507
252,"('Grandfather', 'Frog', 'clear')",15.54776183119905
253,"('Muskrat', ""'s"", 'party')",15.53915655656802
254,"('little', 'brown', 'coat')",15.519722705789999
255,"('old', 'gray', 'Chuck')",15.512264410904539
256,"('the', 'black', 'Shadows')",15.465278926072884
257,"('his', 'short', 'leg')",15.441293883460737
258,"('the', 'hollow', 'chestnut')",15.402825166460556
259,"('his', 'hiding', 'place')",15.3943859889085
260,"('the', 'middle', 'class')",15.386867592557579
261,"(""'"", 'Billy', 'Possum')",15.37524989291341
262,"('little', 'Breezes', 'dance')",15.371131584863665
263,"('find', 'some', 'beetle')",15.35820274495164
264,"('pile', 'of', 'mud')",15.351067230972006
265,"('plenty', 'to', 'eat')",15.346633268700586
266,"('a', 'national', 'community')",15.336417006537538
267,"('supply', 'of', 'food')",15.329372159872687
268,"('old', 'Granny', 'Fox')",15.31867080300589
269,"('the', 'middle', 'East')",15.31647826466618
270,"('thank', 'you', 'thank')",15.280597870260543
271,"('little', 'meadow', 'people')",15.277124662114797
272,"('Gray', 'Squirrel', 'and')",15.254805164582574
273,"('lip', 'as', 'fast')",15.243757545439667
274,"('very', 'busy', 'indeed')",15.237125378714008
275,"('long', 'ago', 'day')",15.234503490258394
276,"('fool', 'old', 'mother')",15.228793699835546
277,"('minute', 'or', 'two')",15.226444573258597
278,"('a', 'few', 'minute')",15.22505589758983
279,"('Jerry', 'Muskrat', ""'s"")",15.221674366711849
280,"('shadow', 'of', 'death')",15.213185245771605
281,"('his', 'thousand', 'nut')",15.20837079463212
282,"('Bowser', 'the', 'Hound')",15.196568800930976
283,"('the', 'Celestial', 'city')",15.189701147509307
284,"('his', 'hand', 'fold')",15.173813572595751
285,"('the', 'United', 'States')",15.16888211510678
286,"('Purple', 'Hill', 'and')",15.16104132831737
287,"('happy', 'Jack', ""'s"")",15.153735538055273
288,"('the', 'United', 'Nations')",15.143761002353916
289,"(""'s"", 'sharp', 'eyes')",15.115299356399166
290,"('big', 'mister', 'Bob')",15.109772067184974
291,"('bigger', 'and', 'bigger')",15.109174906157772
292,"('please', 'Grandfather', 'Frog')",15.108476785673528
293,"('dearly', 'love', 'to')",15.10136126010698
294,"('the', 'blue', 'blue')",15.064939497670213
295,"('on', 'both', 'side')",15.042643273027718
296,"('old', 'mister', 'Toad')",15.03144198629365
297,"('common', 'ground', 'at')",15.024083198845467
298,"('for', 'more', 'information')",15.022559503123134
299,"('reply', 'Unc', ""'"")",15.00655743624744
300,"('stood', 'on', 'end')",14.999838452639395
301,"('Bobby', 'Coon', ""'s"")",14.998202164589355
302,"('west', 'Wind', 'have')",14.990213948231055
303,"('West', 'Wind', 'say')",14.94982785644929
304,"('twice', 'as', 'big')",14.936266833776116
305,"('lily', 'pad', 'and')",14.93187037434986
306,"('the', 'Smiling', 'Pool')",14.920778708661679
307,"('ask', 'Grandfather', 'Frog')",14.918652226793512
308,"('begin', 'once', 'upon')",14.911794604112348
309,"('to', 'morrow', 'morning')",14.884722366000826
310,"(""'"", 'Brer', 'Skunk')",14.836573087840318
311,"('see', 'any', 'beetle')",14.825909049467732
312,"('prick', 'up', 'his')",14.802983465386998
313,"('brother', 'and', 'sister')",14.795082650684513
314,"('Jerry', 'Muskrat', 'who')",14.792527268017572
315,"('his', 'big', 'goggly')",14.790712595194144
316,"('open', 'his', 'mouth')",14.778978002376206
317,"('little', 'mister', 'Greensnake')",14.772644545477611
318,"('long', 'long', 'ago')",14.749418493451287
319,"('no', ""'"", 'count')",14.746731397282751
320,"('West', 'Wind', ""'s"")",14.716034318652099
321,"('BROWN', 'be', 'boy')",14.6910150337442
322,"('yellow', 'waistcoat', 'and')",14.682641768041101
323,"('gray', 'old', 'Chuck')",14.664267504349585
324,"('the', 'Lone', 'Pine')",14.657022037720886
325,"('Grandfather', 'Frog', 'cry')",14.649045167036235
326,"('smil', 'and', 'smil')",14.643853392577224
327,"('say', 'Stri', 'Chipmunk')",14.641359654356421
328,"('get', 'into', 'trouble')",14.640269210374942
329,"('long', 'time', 'ago')",14.639527200909214
330,"('people', ""'s"", 'affair')",14.625918486520792
331,"('harder', 'and', 'harder')",14.623748078987528
332,"('rule', 'of', 'law')",14.593432299870475
333,"('city', 'of', 'destruction')",14.59240656570648
334,"('funny', 'little', 'tail')",14.575044585592451
335,"('feed', 'the', 'hungry')",14.570308843170128
336,"('say', 'Danny', 'Meadow')",14.540244787262555
337,"('Skunk', 'never', 'hurry')",14.538760468267679
338,"('us', 'nation', '’s')",14.524372244980668
339,"('the', 'democratic', 'party')",14.522929142133606
340,"('build', 'his', 'dam')",14.484686478974119
341,"('least', 'sign', 'of')",14.471497241363
342,"('farmer', 'BROWN', 'be')",14.45897244237403
343,"('very', 'particular', 'about')",14.455085642499736
344,"('say', 'Bobby', 'Coon')",14.454388123723
345,"('in', 'new', 'York')",14.447849354617478
346,"('behind', 'the', 'Purple')",14.444634616156854
347,"('very', 'much', 'surprise')",14.432551109700107
348,"(""'"", 'll', 'show')",14.425364225824264
349,"('but', 'Stri', 'Chipmunk')",14.421781925563117
350,"('shake', 'his', 'head')",14.407346551537401
351,"('inside', 'his', 'white')",14.404267158605425
352,"('twist', 'and', 'turn')",14.401539686612473
353,"('up', 'very', 'straight')",14.368622477284685
354,"('deal', 'of', 'curiosity')",14.3599421696507
355,"('their', 'home', 'behind')",14.35979138267032
356,"('his', 'great', 'goggly')",14.355386173374118
357,"('of', 'tender', 'young')",14.35536736840563
358,"('little', 'path', 'through')",14.35190290688217
359,"('fat', 'and', 'lazy')",14.347623673713294
360,"('and', 'God', 'bless')",14.338345860125283
361,"('kept', 'right', 'on')",14.320112815108526
362,"('over', 'his', 'shoulder')",14.31645677154696
363,"('side', 'by', 'side')",14.286123510937006
364,"('then', 'say', 'Evangelist')",14.273729812693805
365,"('store', 'of', 'nut')",14.27306471897073
366,"('a', 'whole', 'lot')",14.268722132449831
367,"('white', 'and', 'yellow')",14.256377013339002
368,"('the', 'greatest', 'care')",14.240375285580381
369,"('little', 'forest', 'folk')",14.240372305670004
370,"('a', 'great', 'deal')",14.229750736284117
371,"('generation', 'of', 'Americans')",14.212003193234452
372,"('long', 'ago', 'when')",14.210303795387063
373,"('right', 'on', 'working')",14.207638085850114
374,"('God', ""'s"", 'child')",14.198298733145805
375,"('Meadow', 'Mouse', 'say')",14.193442023736168
376,"('great', 'Grandfather', 'Frog')",14.17773944811064
377,"('morning', 'Grandfather', 'Frog')",14.163618339865991
378,"('so', 'Bobby', 'Coon')",14.151575027056232
379,"('forgote', 'all', 'about')",14.150181920346249
380,"('wife', 'and', 'child')",14.139932301723274
381,"('the', 'blue', 'sky')",14.128851261490404
382,"(""'s"", 'old', 'orchard')",14.120067825289883
383,"('East', 'and', 'West')",14.11822004576078
384,"('Oh', 'my', 'no')",14.04973781752106
385,"('very', 'happy', 'indeed')",14.033841780325265
386,"('Laughing', 'brook', 'and')",14.020863670269108
387,"('his', 'big', 'green')",13.996819932943101
388,"('I', ""'"", 'll')",13.991214572696226
389,"('pretty', 'soon', 'they')",13.986226507549603
390,"('his', 'voice', 'sound')",13.971384589857895
391,"('Grandfather', 'Frog', 'sat')",13.970973261923593
392,"('Rabbit', ""'s"", 'baby')",13.969984381745945
393,"('Paddy', 'the', 'Beaver')",13.969217575396883
394,"('and', 'mrs', 'Trout')",13.968396250374976
395,"('United', 'States', 'will')",13.951505628839264
396,"('a', 'big', 'circle')",13.949530547572841
397,"('cry', 'out', 'against')",13.931967119773919
398,"('pretty', 'soon', 'he')",13.914075956195227
399,"('great', 'deal', 'more')",13.90699007714884
400,"('across', 'his', 'white')",13.903541195052302
401,"('the', 'Federal', 'government')",13.89066092663409
402,"('old', 'mister', 'Possum')",13.88028726122937
403,"('meet', 'Jimmy', 'Skunk')",13.863879863330151
404,"('apple', 'tree', 'in')",13.86288685389632
405,"('Laughing', 'Brake', 'to')",13.860021925372504
406,"('great', 'britain', 'and')",13.845013834869693
407,"('the', 'Merry', 'Little')",13.844857237020964
408,"('shoute', 'Peter', 'Rabbit')",13.837006247468075
409,"('take', 'a', 'nap')",13.834873586997265
410,"('but', 'farmer', 'Brow')",13.834527613333975
411,"('mister', 'Fox', 'Squirrel')",13.793710979329607
412,"('play', 'a', 'joke')",13.79043802934147
413,"('Chatterer', 'the', 're')",13.789574801519777
414,"('the', 'big', 'Rock')",13.7868516335854
415,"('say', 'Old', 'mother')",13.784829386143041
416,"('seem', 'to', 'me')",13.780151102552615
417,"('west', 'Wind', 'and')",13.778258028043155
418,"('such', 'a', 'fuss')",13.77697576953491
419,"('be', 'perfectly', 'safe')",13.767225600364316
420,"('see', 'farmer', 'Brown')",13.762337405761965
421,"('yes', 'Sir', 'it')",13.757190923451702
422,"('Laughing', 'Brake', 'and')",13.731357053074124
423,"('run', 'away', 'from')",13.728871525958137
424,"('get', 'rid', 'of')",13.728538324039345
425,"('Smiling', 'Pool', 'now')",13.721941442973115
426,"('work', 'of', 'grace')",13.704992149992389
427,"('a', 'thousand', 'nut')",13.704223734288394
428,"('greatest', 'care', 'to')",13.699030048700198
429,"('Lone', 'Pine', 'and')",13.678889633179992
430,"('for', 'some', 'beetle')",13.673618943173185
431,"('far', 'away', 'from')",13.665132056880257
432,"('a', 'foolish', 'green')",13.662887979620962
433,"('Jack', 'Squirrel', 'and')",13.654735771471213
434,"('around', 'the', 'globe')",13.652905929248654
435,"('Grandfather', 'Frog', 'why')",13.638156850893495
436,"('politic', 'and', 'economic')",13.632793218590535
437,"('say', 'Grandfather', 'Frog')",13.632743354707134
438,"('any', 'one', 'else')",13.623749973220065
439,"('No', 'Sir', 'he')",13.61447231100886
440,"('forget', 'all', 'about')",13.601288674332615
441,"('whose', 'name', 'be')",13.597300598922008
442,"('old', 'Grandfather', 'Frog')",13.594928618244534
443,"('satisfy', 'as', 'long')",13.577940792233672
444,"('say', 'Billy', 'Mink')",13.576149386931501
445,"('the', 'least', 'sign')",13.550943518303203
446,"('the', 'sunny', 'side')",13.542481939555003
447,"('Granny', 'Fox', 'start')",13.535928435429902
448,"('Sammy', 'Jay', 'who')",13.530991897256762
449,"('Bob', 'white', 'and')",13.51941141917279
450,"('across', 'the', 'bridge')",13.486628704821488
451,"('of', 'new', 'York')",13.474071185026826
452,"('the', 'great', 'Wood')",13.444634616156858
453,"('yes', 'Ah', 'do')",13.42932124179466
454,"(""'"", 'll', 'help')",13.42225385083388
455,"(""'"", 'll', 'keep')",13.42225385083388
456,"('striped', 'Chipmunk', 'and')",13.420808020317253
457,"('his', 'own', 'business')",13.419874899825828
458,"('much', 'afraid', 'of')",13.407472329427705
459,"('through', 'the', 'wood')",13.401731525189568
460,"('the', 'Green', 'Meadows')",13.397699040837008
461,"('West', 'Wind', 'have')",13.391576510612826
462,"('can', 'not', 'afford')",13.382661414737566
463,"('hold', 'his', 'side')",13.379232915328487
464,"('some', 'one', 'else')",13.35962960945702
465,"('the', 'stone', 'wall')",13.336656146603808
466,"('nothing', 'and', 'nobody')",13.3291273300959
467,"('child', ""'s"", 'child')",13.32181326963116
468,"('make', 'a', 'tremendous')",13.308804775329676
469,"('be', 'fast', 'asleep')",13.304704036144692
470,"('church', 'and', 'state')",13.295342420028959
471,"('cry', 'little', 'Joe')",13.2940882717614
472,"('Mistah', 'Buzzard', 'be')",13.293022231097055
473,"('find', 'his', 'tongue')",13.289290790015684
474,"('more', 'than', 'once')",13.267301007148458
475,"('back', 'and', 'forth')",13.258254444284479
476,"('be', 'smarter', 'than')",13.243832726644552
477,"('the', 'Green', 'forest')",13.231907838901705
478,"('way', 'down', 'deep')",13.231658865264642
479,"('just', 'a', 'wee')",13.224241505786729
480,"('such', 'a', 'splendid')",13.21754836092089
481,"('Rabbit', 'and', 'Jumper')",13.217330459163918
482,"('leg', 'can', 'take')",13.207368270143355
483,"('which', 'too', 'many')",13.197384132705864
484,"('Mink', 'little', 'Joe')",13.195524437277811
485,"('very', 'much', 'thank')",13.193764250112991
486,"('in', 'every', 'direction')",13.183205695922027
487,"('just', 'as', 'usual')",13.158363165826579
488,"('the', 'lily', 'pad')",13.152979532383299
489,"('stone', 'wall', 'and')",13.152072864595482
490,"('we', 'must', 'respect')",13.136363188342337
491,"('more', 'than', 'ever')",13.132258720914802
492,"('and', 'happy', 'Jack')",13.131894982657851
493,"('Laughing', 'brook', 'be')",13.110901932684438
494,"('reply', 'Johnny', 'Chuck')",13.110308232833827
495,"('hunt', 'and', 'hunt')",13.109174906157772
496,"('people', 'who', 'live')",13.095685262712198
497,"('other', 'little', 'bush')",13.082142637860066
498,"('black', 'and', 'white')",13.079397254362739
499,"('and', 'skipp', 'down')",13.078706395520065
500,"('or', 'any', 'other')",13.07798536021155
501,"('at', 'his', 'heel')",13.072060073795019
502,"('the', 'far', 'corner')",13.070239101375357
503,"('ray', 'behind', 'he')",13.067388745196507
504,"('what', 'may', 'happen')",13.05942790869106
505,"('mother', 'nature', 'come')",13.057995499699704
506,"('we', ""'"", 'll')",13.051274011020809
507,"('Bobby', 'Coon', 'and')",13.046750937083331
508,"('and', 'Bobby', 'Coon')",13.046750937083331
509,"('chestnut', 'tree', 'and')",13.041292433876944
510,"(""'"", 'll', 'tell')",13.036510658349073
511,"('know', 'anything', 'about')",13.034143610469606
512,"('see', 'Buster', 'bear')",13.027325653647154
513,"('the', 'fat', 'trout')",13.018797716025492
514,"('information', 'or', 'to')",13.01802086050801
515,"('ask', 'Jimmy', 'Skunk')",13.017463126747948
516,"('along', 'the', 'crooked')",13.013915494645747
517,"('dollar', 'a', 'year')",13.013714725937533
518,"('Johnny', 'Chuck', ""'s"")",13.00564332222909
519,"('great', 'deal', 'of')",13.004786096514657
520,"('as', 'fast', 'as')",13.003374449212508
521,"('let', 'i', 'say')",12.99883855942548
522,"('begin', 'to', 'dig')",12.997625639756937
523,"('some', 'beetle', 'for')",12.995547038060547
524,"('work', 'so', 'hard')",12.993817394666852
525,"('Green', 'Meadows', 'where')",12.987322001686056
526,"('United', 'States', 'and')",12.98429883309846
527,"('other', 'little', 'meadow')",12.982606964309152
528,"('big', 'Rock', 'in')",12.970690143430833
529,"('and', 'Jerry', 'Muskrat')",12.965368557677412
530,"('cry', 'Peter', 'Rabbit')",12.962537129551936
531,"('keep', 'away', 'from')",12.959244773899496
532,"('sit', 'up', 'very')",12.958100459128342
533,"('Smiling', 'Pool', 'and')",12.93288733765845
534,"('Grandfather', 'Frog', 'begin')",12.926579142565142
535,"('begin', 'Grandfather', 'Frog')",12.926579142565142
